,traddt,isin,fininstrmid,fininstrmid_b,tckrsymb,tckrsymb_b,sctysrs,sctysrs_b,src,src_b,fininstrmnm,opnpric,hghpric,lwpric,clspric,lastpric,prvsclsgpric,sttlmpric,ttltradgvol,ttltrfval,ttlnboftxsexctd,qty_del,delvry_trnovr,ttltradgvol_b,ttltrfval_b,ttlnboftxsexctd_b,qty_del_b,delvry_trnovr_b,sum_ttltradgvol,sum_ttltrfval,sum_ttlnboftxsexctd,sum_del_qty,sum_delvry_trnovr,del_per,avg_price,avg_qty_per_order,avg_order_price,close_to_avg,close_avg_perc,othr_trds,othr_trds_vol,othr_trds_val,othr_trds_txsexctd
0,2024-01-01,IN909EO01012,,890180,,AARTIPP,,B,,BSE,Aarti Surfactants Limited,437.5,437.5,400.1,410.2,401.0,420.5,408.65,,,,,,149.0,61905.0,39.0,129.0,52916.0,149.0,61905.0,39.0,129.0,52916.0,86.58,415.47,3.82,1587.1,5.27,1.28,,,,
1,2024-01-01,IN9155A01020,16965,570001,TATAMTRDVR,TATAMTRDVR,EQ,A,NSE,BSE,TATA MOTORS DVR  A  ORD,521.8,531.9,519.7,525.95,526.6,519.3,525.95,1087850.0,573579636.0,22208.0,393036.0,207232105.36,199898.0,105381608.0,4658.0,75559.0,39710033.0,1287748.0,678961244.0,26866.0,468595.0,246942138.36,36.39,527.25,47.93,25271.09,1.3,0.25,,,,
2,2024-01-01,IN9175A01010,25684,570004,JISLDVREQS,JISLDVREQS,EQ,B,NSE,BSE,JAIN DVR EQUITY SHARES,32.9,34.15,32.9,33.4,33.45,32.95,33.4,16556.0,554303.25,251.0,13268.0,444219.35,3256.0,109209.0,92.0,2660.0,89084.0,19812.0,663512.25,343.0,15928.0,533303.35,80.4,33.49,57.76,1934.38,0.09,0.27,,,,
3,2024-01-01,IN9397D01014,,890157,,AIRTELPP,,A,,BSE,Bharti Airtel  Ltd.,641.95,641.95,607.3,617.65,617.75,638.2,620.85,,,,,,8676.0,5364655.0,565.0,4816.0,2974603.0,8676.0,5364655.0,565.0,4816.0,2974603.0,55.51,618.33,15.36,9497.55,0.68,0.11,,,,
4,2024-01-01,IN9414Y01013,,890181,,SGRLPP,,B,,BSE,Shree Ganesh Remedies Limited,606.0,606.0,600.0,600.05,600.05,600.8,600.05,,,,,,21.0,12660.0,4.0,21.0,12602.0,21.0,12660.0,4.0,21.0,12602.0,100.0,602.86,5.25,3165.02,2.81,0.47,,,,
5,2024-01-01,IN9623B01058,17006,570002,FELDVR,FELDVR,BE,T,NSE,BSE,FUTURE ENTERPRISES LTD,5.05,5.3,5.05,5.25,5.25,5.3,5.25,124100.0,639303.0,253.0,124100.0,639303.0,4063.0,23776.0,16.0,4063.0,23776.0,128163.0,663079.0,269.0,128163.0,663079.0,100.0,5.17,476.44,2463.19,-0.08,-1.52,,,,
6,2024-01-01,IN9898S01019,,890168,,AURUMPP,,B,,BSE,Aurum PropTech Limited,66.0,69.42,65.0,65.0,65.0,66.07,65.95,,,,,,6056.0,401256.0,68.0,3180.0,206700.0,6056.0,401256.0,68.0,3180.0,206700.0,52.51,66.26,89.06,5901.12,1.26,1.94,,,,
7,2024-01-01,INE001B01026,10577,530813,KRBL,KRBL,EQ,A,NSE,BSE,KRBL LIMITED,376.5,380.9,375.1,376.75,376.5,375.1,376.75,492945.0,186453945.6,15127.0,244571.0,92507740.07,15030.0,5678012.0,644.0,6949.0,2612824.0,507975.0,192131957.6,15771.0,251520.0,95120564.07,49.51,378.23,32.21,12182.79,1.48,0.39,,,,
8,2024-01-01,INE001E01012,,530331,,PREMCO,,X,,BSE,PREMCO GLOBAL LTD.,414.0,418.8,412.0,416.75,414.05,414.05,416.75,,,,,,2302.0,954150.0,76.0,1926.0,802661.0,2302.0,954150.0,76.0,1926.0,802661.0,83.67,414.49,30.29,12554.9,-2.26,-0.54,,,,
9,2024-01-01,INE001F01019,,513303,,MDRNSTL,,XT,,BSE,MODERN STEELS LTD.,25.4,25.97,24.61,25.6,25.6,25.09,25.6,,,,,,11106.0,280981.0,135.0,11106.0,280981.0,11106.0,280981.0,135.0,11106.0,280981.0,100.0,25.3,82.27,2081.43,-0.3,-1.17,,,,
10,2024-01-01,INE001O01029,,530251,,RISAINTL,,XT,,BSE,RISA INTERNATIONAL LTD.,0.82,0.86,0.78,0.86,0.86,0.82,0.86,,,,,,716287.0,599502.0,605.0,716287.0,599502.0,716287.0,599502.0,605.0,716287.0,599502.0,100.0,0.84,1183.95,994.52,-0.02,-2.33,,,,
11,2024-01-01,INE002A01018,2885,500325,RELIANCE,RELIANCE,EQ,A,NSE,BSE,RELIANCE INDUSTRIES LTD,2580.55,2606.85,2573.15,2590.25,2588.45,2584.95,2590.25,2015270.0,5215808110.05,115559.0,877801.0,2271875021.61,67641.0,175008138.0,6352.0,29008.0,75126369.0,2082911.0,5390816248.05,121911.0,906809.0,2347001390.61,43.54,2588.12,17.09,44230.97,-2.13,-0.08,,,,
12,2024-01-01,INE002B01016,,532344,,SOFTSOL,,X,,BSE,SOFTSOL INDIA LTD.,297.7,297.7,297.7,297.7,297.7,283.55,297.7,,,,,,3231.0,961868.0,35.0,3231.0,961869.0,3231.0,961868.0,35.0,3231.0,961869.0,100.0,297.7,92.31,27480.69,0.0,0.0,,,,
13,2024-01-01,INE002E01010,,538992,,SAPL,,X,,BSE,Sar  Auto Products Limited,1632.0,1632.0,1632.0,1632.0,1632.0,1632.0,1632.0,,,,,,2.0,3264.0,1.0,2.0,3264.0,2.0,3264.0,1.0,2.0,3264.0,100.0,1632.0,2.0,3264.0,0.0,0.0,,,,
14,2024-01-01,INE002L01015,18883,533206,SJVN,SJVN,EQ,A,NSE,BSE,SJVN LTD,94.0,94.2,91.75,92.9,92.7,90.95,92.9,24607805.0,2286981229.8,81010.0,9647971.0,896655698.57,1468194.0,136379762.0,5987.0,330195.0,30701532.0,26075999.0,2423360991.8,86997.0,9978166.0,927357230.57,38.27,92.93,299.73,27853.91,0.03,0.03,,,,
15,2024-01-01,INE002S01010,17534,539957,MGL,MGL,EQ,A,NSE,BSE,MAHANAGAR GAS LTD.,1201.0,1224.75,1194.3,1203.65,1202.0,1200.5,1203.65,301407.0,365396185.05,20812.0,71553.0,86743815.6,14487.0,17517674.0,1193.0,4958.0,5971664.0,315894.0,382913859.05,22005.0,76511.0,92715479.6,24.22,1212.16,14.36,17406.62,8.51,0.71,,,,
16,2024-01-01,INE003A01024,3150,500550,SIEMENS,SIEMENS,EQ,A,NSE,BSE,SIEMENS LTD,4029.0,4058.0,4009.0,4025.55,4017.0,4024.7,4025.55,127992.0,516023810.6,13481.0,52994.0,213655273.92,15518.0,62540282.0,3956.0,11904.0,47917172.0,143510.0,578564092.6,17437.0,64898.0,261572445.92,45.22,4031.52,8.23,33179.41,5.97,0.15,,,,
17,2024-01-01,INE003B01014,,530259,,INTSTOIL,,XT,,BSE,INTER STATE OIL CARRIER LTD.,43.7,43.7,42.2,43.7,43.7,41.62,43.7,,,,,,13291.0,580731.0,58.0,13291.0,580731.0,13291.0,580731.0,58.0,13291.0,580731.0,100.0,43.69,229.16,10012.0,-0.01,-0.02,,,,
18,2024-01-01,INE003F01015,,501477,,MULLER,,XT,,BSE,MULLER & PHIPPS (INDIA) LTD.,211.95,211.95,199.3,199.35,199.35,209.75,199.35,,,,,,74.0,14787.0,6.0,74.0,14787.0,74.0,14787.0,6.0,74.0,14787.0,100.0,199.82,12.33,2463.78,0.47,0.24,,,,
19,2024-01-01,INE004A01022,,544021,,PROTEAN,,B,,BSE,Protean eGov Technologies Limi,1232.0,1269.95,1226.0,1260.95,1260.95,1199.95,1260.95,,,,,,412685.0,516495154.0,12564.0,235644.0,297135302.0,412685.0,516495154.0,12564.0,235644.0,297135302.0,57.1,1251.55,32.85,41113.42,-9.4,-0.75,,,,
20,2024-01-01,INE004C01028,,514386,,GUJCOTEX,,X,,BSE,GUJARAT COTEX LTD.,5.28,5.28,5.28,5.28,5.28,5.28,5.28,,,,,,131451.0,694061.0,433.0,127567.0,673554.0,131451.0,694061.0,433.0,127567.0,673554.0,97.05,5.28,303.58,1602.9,0.0,0.0,,,,
21,2024-01-01,INE004E01016,,524727,,SDL,,X,,BSE,Span Divergent Limited,14.67,14.68,14.67,14.68,14.68,14.67,14.68,,,,,,84.0,1233.0,3.0,84.0,1234.0,84.0,1233.0,3.0,84.0,1234.0,100.0,14.68,28.0,411.04,0.0,0.0,,,,
22,2024-01-01,INE005B01027,,532406,,AVANTEL,,B,,BSE,AVANTEL LTD.,115.0,118.5,113.35,117.25,117.25,112.7,117.25,,,,,,655177.0,75989414.0,5379.0,426163.0,49967612.0,655177.0,75989414.0,5379.0,426163.0,49967612.0,65.05,115.98,121.8,14126.36,-1.27,-1.08,,,,
23,2024-01-01,INE005C01017,,531215,,RTSPOWR,,XT,,BSE,RTS POWER CORPORATION LTD.,148.6,151.45,148.6,151.45,151.45,148.5,151.45,,,,,,3358.0,502451.0,33.0,3358.0,502451.0,3358.0,502451.0,33.0,3358.0,502451.0,100.0,149.63,101.76,15226.35,-1.82,-1.2,,,,
24,2024-01-01,INE005E01013,,531364,,EKANSH,,X,,BSE,Ekansh Concepts Limited,57.0,59.99,56.5,57.07,57.45,57.16,57.07,,,,,,10866.0,621998.0,96.0,7463.0,425914.0,10866.0,621998.0,96.0,7463.0,425914.0,68.68,57.24,113.19,6479.0,0.17,0.3,,,,
25,2024-01-01,INE005G01026,,539559,,DDIL,,X,,BSE,Deep Diamond India Limited,6.75,6.8,6.61,6.78,6.78,6.74,6.78,,,,,,131421.0,881932.0,567.0,91884.0,622974.0,131421.0,881932.0,567.0,91884.0,622974.0,69.92,6.71,231.78,1555.24,-0.07,-1.03,,,,
26,2024-01-01,INE005I01014,14402,532828,AMDIND,AMDIND,BE,T,NSE,BSE,AMD INDUSTRIES LIMITED,80.8,81.5,77.1,78.65,78.5,79.75,78.65,24366.0,1943144.05,207.0,24366.0,1943144.05,3009.0,244455.0,31.0,3009.0,244455.0,27375.0,2187599.05,238.0,27375.0,2187599.05,100.0,79.91,115.02,9191.25,1.26,1.6,,,,
27,2024-01-01,INE006C01015,,511728,,KZLFIN,,X,,BSE,K.Z.LEASING & FINANCE LTD.,28.5,28.5,26.08,26.59,26.84,27.43,26.59,,,,,,1116.0,29866.0,24.0,982.0,26112.0,1116.0,29866.0,24.0,982.0,26112.0,87.99,26.76,46.5,1244.34,0.17,0.64,,,,
28,2024-01-01,INE006F01018,,523242,,NBFOOT,,P,,BSE,NB FOOTWEAR LTD.,6.81,6.81,6.81,6.81,6.81,6.68,6.81,,,,,,100.0,681.0,1.0,100.0,681.0,100.0,681.0,1.0,100.0,681.0,100.0,6.81,100.0,681.0,0.0,0.0,,,,
29,2024-01-01,INE006I01046,14418,532830,ASTRAL,ASTRAL,EQ,A,NSE,BSE,ASTRAL LIMITED,1909.0,1913.95,1893.05,1904.95,1900.0,1907.55,1904.95,238462.0,453383864.9,22301.0,137403.0,261242056.13,5353.0,10178221.0,749.0,1879.0,3577992.0,243815.0,463562085.9,23050.0,139282.0,264820048.13,57.13,1901.29,10.58,20115.65,-3.66,-0.19,,,,
30,2024-01-01,INE006Z01016,2820,,ARVEE,,BE,,NSE,,ARVEE LABORATORIES I LTD,172.95,177.0,169.5,173.25,176.0,172.95,173.25,1860.0,323815.45,65.0,1860.0,323815.45,,,,,,1860.0,323815.45,65.0,1860.0,323815.45,100.0,174.09,28.62,4982.46,0.84,0.48,,,,
31,2024-01-01,INE007A01025,757,500092,CRISIL,CRISIL,EQ,A,NSE,BSE,CRISIL LTD,4329.65,4336.0,4260.1,4270.65,4275.0,4336.75,4270.65,18474.0,79123987.75,4893.0,10708.0,45862274.59,2003.0,8583966.0,611.0,816.0,3482240.0,20477.0,87707953.75,5504.0,11524.0,49344514.59,56.28,4283.24,3.72,15933.65,12.59,0.29,,,,
32,2024-01-01,INE007B01023,11896,532285,GEOJITFSL,GEOJITFSL,EQ,B,NSE,BSE,GEOJIT FINANCIAL SER L,78.7,81.0,77.9,79.7,79.85,78.2,79.7,993592.0,78603384.9,5867.0,429081.0,33944736.87,231766.0,18350401.0,1700.0,93887.0,7486550.0,1225358.0,96953785.9,7567.0,522968.0,41431286.87,42.68,79.12,161.93,12811.9,-0.58,-0.73,,,,
33,2024-01-01,INE007C01021,,526445,,INDRANIB,,X,,BSE,INDRAYANI BIOTECH LTD.,65.15,65.85,62.01,64.68,65.0,63.17,64.68,,,,,,64046.0,4108964.0,205.0,37971.0,2455965.0,64046.0,4108964.0,205.0,37971.0,2455965.0,59.29,64.16,312.42,20044.87,-0.52,-0.8,,,,
34,2024-01-01,INE007N01010,20322,544027,FEDFINA,FEDFINA,EQ,B,NSE,BSE,FEDBANK FINANCIAL SER L,136.15,138.3,136.15,137.2,137.25,136.15,137.2,415643.0,57077213.65,5704.0,243986.0,33504813.14,84393.0,11584763.0,1551.0,48077.0,6596165.0,500036.0,68661976.65,7255.0,292063.0,40100978.14,58.41,137.31,68.92,9463.41,0.11,0.08,,,,
35,2024-01-01,INE008A01015,1476,500116,IDBI,IDBI,EQ,A,NSE,BSE,IDBI BANK LIMITED,67.45,68.65,67.2,67.6,67.5,67.4,67.6,7511625.0,510711807.15,16146.0,3699984.0,251560150.44,1164966.0,79230641.0,5012.0,453489.0,30624113.0,8676591.0,589942448.15,21158.0,4153473.0,282184263.44,47.87,67.99,410.09,27882.02,0.39,0.58,,,,
36,2024-01-01,INE008B01013,,524288,,AIMCOPEST,,X,,BSE,AIMCO PESTICIDES LTD.,131.1,132.8,130.0,130.9,130.9,128.1,130.9,,,,,,10033.0,1322022.0,115.0,8138.0,1065265.0,10033.0,1322022.0,115.0,8138.0,1065265.0,81.11,131.77,87.24,11495.61,0.87,0.66,,,,
37,2024-01-01,INE008C01011,,526640,,RAYALEMA,,XT,,BSE,ROYALE MANOR HOTELS & INDUSTRI,29.65,30.23,29.01,29.89,29.89,29.7,29.89,,,,,,4137.0,123432.0,28.0,4137.0,123432.0,4137.0,123432.0,28.0,4137.0,123432.0,100.0,29.84,147.75,4408.86,-0.05,-0.17,,,,
38,2024-01-01,INE008N01018,,526675,,TIRTPLS,,XT,,BSE,TIRTH PLASTIC LTD.,21.66,21.66,21.66,21.66,21.66,21.24,21.66,,,,,,1.0,21.0,1.0,1.0,21.0,1.0,21.0,1.0,1.0,21.0,100.0,21.0,1.0,21.0,-0.66,-3.05,,,,
39,2024-01-01,INE008Z01020,143,,SRPL,,BE,,NSE,,SHREE RAM PROTEINS LTD.,1.1,1.1,1.1,1.1,1.1,1.1,1.1,873052.0,960357.2,219.0,873052.0,960357.2,,,,,,873052.0,960357.2,219.0,873052.0,960357.2,100.0,1.1,3986.54,4385.19,0.0,0.0,,,,
40,2024-01-01,INE009A01021,1594,500209,INFY,INFY,EQ,A,NSE,BSE,INFOSYS LIMITED,1539.0,1557.0,1535.25,1551.35,1548.0,1542.9,1551.35,2808451.0,4348239185.3,144697.0,1447369.0,2240917360.28,113496.0,175539570.0,4763.0,46682.0,72415453.0,2921947.0,4523778755.3,149460.0,1494051.0,2313332813.28,51.13,1548.21,19.55,30267.51,-3.14,-0.2,,,,
41,2024-01-01,INE009C01019,,514442,,SRIKPRIND,,X,,BSE,SRI KPR INDUSTRIES LTD.,24.98,24.98,22.76,23.59,23.59,23.51,23.59,,,,,,14679.0,345336.0,88.0,12311.0,290417.0,14679.0,345336.0,88.0,12311.0,290417.0,83.87,23.53,166.81,3925.04,-0.06,-0.25,,,,
42,2024-01-01,INE00C401011,19134,,MAL,,SM,,NSE,,MANGALAM ALLOYS LIMITED,51.1,51.5,50.55,51.15,51.0,51.15,51.15,28800.0,1467920.0,18.0,22400.0,1141715.56,,,,,,28800.0,1467920.0,18.0,22400.0,1141715.56,77.78,50.97,1600.0,81552.0,-0.18,-0.35,,,,
43,2024-01-01,INE00C501018,4083,,AMBANIORG,,SM,,NSE,,AMBANI ORGANICS LIMITED,129.9,129.9,129.9,129.9,129.9,124.5,129.9,1000.0,129900.0,1.0,1000.0,129900.0,,,,,,1000.0,129900.0,1.0,1000.0,129900.0,100.0,129.9,1000.0,129900.0,0.0,0.0,,,,
44,2024-01-01,INE00CA01015,7605,542233,TREJHARA,TREJHARA,BE,T,NSE,BSE,TREJHARA SOLUTIONS LTD,180.05,183.6,180.05,183.6,183.6,180.0,183.6,8340.0,1517095.0,36.0,8340.0,1517095.0,5269.0,966723.0,32.0,5269.0,966723.0,13609.0,2483818.0,68.0,13609.0,2483818.0,100.0,182.51,200.13,36525.73,-1.09,-0.59,,,,
45,2024-01-01,INE00CE01017,15126,,SVLL,,BE,,NSE,,SHREE VASU LOGISTICS LTD,224.0,224.15,223.5,224.15,224.15,213.5,224.15,14398.0,3226440.15,222.0,14398.0,3226440.15,,,,,,14398.0,3226440.15,222.0,14398.0,3226440.15,100.0,224.09,64.86,14534.48,-0.06,-0.03,,,,
46,2024-01-01,INE00D001018,5309,,REXPIPES,,SM,,NSE,,REX PIPES AND CABLES LTD,70.0,70.0,70.0,70.0,70.0,66.7,70.0,4000.0,280000.0,2.0,4000.0,280000.0,,,,,,4000.0,280000.0,2.0,4000.0,280000.0,100.0,70.0,2000.0,140000.0,0.0,0.0,,,,
47,2024-01-01,INE00E101023,11966,543653,BIKAJI,BIKAJI,EQ,B,NSE,BSE,BIKAJI FOODS INTERN LTD,546.0,556.0,543.05,546.4,547.0,546.1,546.4,145982.0,80126263.95,5638.0,62147.0,34111102.23,22424.0,12285072.0,1332.0,12560.0,6858388.0,168406.0,92411335.95,6970.0,74707.0,40969490.23,44.36,548.74,24.16,13257.56,2.34,0.43,,,,
48,2024-01-01,INE00EM01016,8153,541352,MEGASTAR,MEGASTAR,EQ,B,NSE,BSE,MEGASTAR FOODS LIMITED,365.0,370.35,362.75,364.85,365.75,366.05,364.85,8770.0,3211226.1,984.0,4932.0,1805902.75,940.0,344605.0,105.0,517.0,188783.0,9710.0,3555831.1,1089.0,5449.0,1994685.75,56.12,366.2,8.92,3266.5,1.35,0.37,,,,
49,2024-01-01,INE00ER01015,19692,,ONDOOR,,SM,,NSE,,ON DOOR CONCEPTS LIMITED,198.15,239.8,190.0,239.65,239.8,199.85,239.65,888600.0,182167740.0,632.0,703200.0,144159751.03,,,,,,888600.0,182167740.0,632.0,703200.0,144159751.03,79.14,205.01,1406.01,288246.11,-34.64,-14.45,,,,
50,2024-01-01,INE00EV01017,8968,543517,HARIOMPIPE,HARIOMPIPE,EQ,B,NSE,BSE,HARIOM PIPE INDUSTRIES L,626.9,631.1,621.1,626.55,628.1,625.55,626.55,27594.0,17293201.95,3137.0,15165.0,9503928.66,5455.0,3419997.0,772.0,2688.0,1685645.0,33049.0,20713198.95,3909.0,17853.0,11189573.66,54.02,626.74,8.45,5295.95,0.19,0.03,,,,
