TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-02-05,2024-02-05,CM,BSE,STK,500027,INE100A01010,ATUL,A,,,,,ATUL LTD.,6530.80,6530.80,6269.25,6285.40,6272.00,6371.65,,6288.45,,,777,4943469.00,305,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500028,INE447A01015,ATVPR,XT,,,,,ATV PROJECTS INDIA LTD.,22.00,22.90,21.00,22.90,22.90,21.81,,22.90,,,72477,1631186.00,324,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500031,INE193E01025,BAJAJELEC,A,,,,,BAJAJ ELECTRICALS LTD.,1057.00,1081.75,1048.85,1062.35,1062.35,1051.80,,1062.70,,,6063,6444552.00,716,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500032,INE306A01021,BAJAJHIND,A,,,,,BAJAJ HINDUSTHAN SUGAR LIMITED,31.51,35.39,31.28,33.63,33.63,31.20,,33.65,,,14161422,473734399.00,27447,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500033,INE451A01017,FORCEMOT,A,,,,,FORCE MOTORS LTD.,3925.00,4199.90,3808.65,4065.45,4065.45,3917.55,,4065.45,,,78536,319682527.00,5823,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500034,INE296A01024,BAJFINANCE,A,,,,,BAJAJ FINANCE LIMITED,6894.75,6894.75,6591.10,6605.90,6605.90,6847.70,,6608.15,,,85563,574732693.00,27187,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500038,INE119A01028,BALRAMCHIN,A,,,,,BALRAMPUR CHINI MILLS LTD.,395.75,404.50,392.10,397.70,397.70,393.60,,397.65,,,301502,120094191.00,6502,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500039,INE213C01025,BANCOINDIA,B,,,,,BANCO PRODUCTS (INDIA) LTD.,709.90,722.00,627.70,668.15,668.15,697.50,,662.50,,,116111,82392031.00,4350,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500040,INE055A01016,CENTURYTEX,A,,,,,CENTURY TEXTILES & INDUSTRIES,1577.80,1588.90,1471.00,1480.25,1480.25,1545.45,,1481.30,,,10404,15637761.00,1054,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500041,INE459A01010,BANARISUG,B,,,,,BANNARI AMMAN SUGARS LTD.,2448.95,2448.95,2351.00,2374.65,2400.00,2408.55,,2381.50,,,348,826810.00,156,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500042,INE373A01013,BASF,A,,,,,BASF INDIA LTD.,3035.90,3444.00,3030.35,3161.45,3161.45,3043.85,,3145.45,,,2339,7248259.00,412,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500043,INE176A01028,BATAINDIA,A,,,,,BATA INDIA LTD.,1454.50,1460.15,1425.10,1431.30,1427.00,1453.35,,1431.90,,,22541,32654731.00,1961,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500048,INE258A01016,BEML,A,,,,,BEML LTD.,3886.15,3886.15,3693.95,3723.60,3723.60,3831.30,,3725.10,,,32905,123038415.00,4509,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500049,INE263A01024,BEL,A,,,,,BHARAT ELECTRONICS LTD.,187.35,187.35,179.10,181.15,181.15,184.50,,181.55,,,824098,151193674.00,9979,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500052,INE922A01025,BEPL,B,,,,,BHANSALI ENGINEERING POLYMERS,105.95,108.35,104.50,105.35,105.70,105.65,,105.45,,,122349,12955665.00,1977,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500058,INE819C01011,BIHSPONG,XT,,,,,BIHAR SPONGE IRON LTD.,21.09,21.09,20.00,21.09,21.09,20.09,,21.09,,,796001,16671103.00,994,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500059,INE071A01013,BINANIIND,T,,,,,BINANI INDUSTRIES LTD.,17.03,17.11,17.03,17.10,17.10,17.00,,17.10,,,4530,77338.00,20,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500060,INE800A01015,BIRLACABLE,B,,,,,Birla Cable Limited,279.05,288.00,277.55,279.35,279.35,292.15,,279.70,,,47917,13500755.00,1731,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500067,INE472A01039,BLUESTARCO,A,,,,,BLUE STAR LTD.,1190.20,1204.50,1143.35,1159.75,1204.50,1188.15,,1167.65,,,11956,14074799.00,1212,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500068,INE131C01011,DISAQ,B,,,,,DISA INDIA LTD.,15425.00,15425.00,15102.20,15136.35,15125.00,15036.30,,15136.35,,,141,2157688.00,46,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500069,INE418C01012,QUESTCAP,X,,,,,QUEST CAPITAL MARKETS LIMITED,350.05,367.90,350.05,352.85,350.05,359.00,,352.85,,,910,322196.00,37,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500074,INE110A01019,BPL,B,,,,,BPL LTD.,122.40,122.70,115.30,118.00,117.35,120.00,,117.95,,,70911,8384952.00,1610,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500078,INE959C01023,OAL,B,,,,,ORIENTAL AROMATICS LIMITED,381.05,389.95,373.45,377.55,375.00,381.50,,381.65,,,4090,1548779.00,294,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500083,INE281A01026,CENTEXT,T,,,,,CENTURY EXTRUSIONS LTD.,27.25,27.50,26.29,26.29,26.29,27.67,,26.30,,,153042,4062103.00,860,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500084,INE486A01021,CESC,A,,,,,CESC LTD.,138.60,144.00,136.05,142.45,143.25,137.60,,142.45,,,605386,85175422.00,6478,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500085,INE085A01013,CHAMBLFERT,A,,,,,CHAMBAL FERTILISERS & CHEMICAL,359.25,361.50,346.25,347.40,347.40,359.55,,347.50,,,162621,57533857.00,5358,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500086,INE302A01020,EXIDEIND,A,,,,,EXIDE INDUSTRIES LTD.,349.50,354.00,341.35,346.85,346.85,343.25,,347.10,,,172662,60088874.00,5151,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500087,INE059A01026,CIPLA,A,,,,,CIPLA LTD.,1397.90,1447.05,1395.05,1433.45,1433.45,1391.45,,1433.90,,,46868,66967846.00,3919,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500089,INE303A01010,DICIND,B,,,,,DIC INDIA LTD.,498.00,501.80,482.00,484.10,488.25,502.00,,483.40,,,1131,562563.00,164,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500092,INE007A01025,CRISIL,A,,,,,CRISIL LTD.,4170.00,4186.00,4083.45,4179.45,4179.45,4176.05,,4182.05,,,2352,9751882.00,834,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500093,INE067A01029,CGPOWER,A,,,,,CG Power and Industrial Soluti,448.70,449.15,438.00,439.90,444.40,447.95,,439.65,,,59105,26166765.00,2414,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500096,INE016A01026,DABUR,A,,,,,DABUR INDIA LTD.,545.70,545.70,532.30,533.55,533.55,544.15,,533.65,,,28018,15085566.00,2481,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500097,INE495A01022,DALMIASUG,B,,,,,DALMIA BHARAT SUGAR AND INDUST,411.20,416.90,405.50,409.80,408.05,404.10,,410.80,,,8004,3285086.00,416,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500101,INE034A01011,ARVIND,A,,,,,ARVIND LTD.,318.05,318.05,307.90,311.80,311.80,312.15,,312.25,,,50099,15691042.00,1640,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500103,INE257A01026,BHEL,A,,,,,BHARAT HEAVY ELECTRICALS LTD.,235.70,243.30,232.35,235.30,235.30,233.70,,235.30,,,1727772,409328815.00,13759,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500104,INE094A01015,HINDPETRO,A,,,,,HINDUSTAN PETROLEUM CORPORATIO,499.65,517.00,490.65,508.45,508.45,489.15,,508.40,,,904327,457774636.00,13004,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500106,INE039A01010,IFCI,A,,,,,IFCI LTD.,60.99,63.38,58.75,62.18,62.18,60.37,,62.28,,,12697869,793434496.00,42221,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500108,INE153A01019,MTNL,B,,,,,MAHANAGAR TELEPHONE NIGAM LTD.,45.48,49.55,44.81,49.42,49.42,45.05,,49.40,,,2314626,111296751.00,7623,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500109,INE103A01014,MRPL,A,,,,,MANGALORE REFINERY & PETROCHEM,193.00,206.00,192.95,196.80,196.80,191.60,,197.00,,,1108551,221490940.00,12791,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500110,INE178A01016,CHENNPETRO,A,,,,,CHENNAI PETROLEUM CORPORATION,898.80,969.50,892.60,932.40,932.40,892.15,,932.35,,,92360,86494086.00,5106,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500111,INE013A01015,RELCAPITAL,T,,,,,RELIANCE CAPITAL LTD.,12.42,13.69,12.39,12.39,12.39,13.04,,12.40,,,428328,5458464.00,861,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500112,INE062A01020,SBIN,A,,,,,STATE BANK OF INDIA,641.30,654.65,638.50,643.10,643.10,650.40,,642.95,,,2104792,1360402454.00,37672,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500113,INE114A01011,SAIL,A,,,,,STEEL AUTHORITY OF INDIA LTD.,130.25,138.30,130.20,135.20,135.20,128.30,,135.30,,,8538512,1148305218.00,74448,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500114,INE280A01028,TITAN,A,,,,,TITAN COMPANY LIMITED,3619.40,3623.00,3538.00,3552.60,3552.60,3613.75,,3552.10,,,52148,187053498.00,8969,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500116,INE008A01015,IDBI,A,,,,,IDBI BANK LTD.,88.58,98.56,86.03,93.24,93.24,87.39,,93.25,,,9578038,906591316.00,38677,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500117,INE500A01029,DCW,B,,,,,DCW LTD.,68.34,72.40,67.56,69.04,69.04,67.59,,69.24,,,1981901,138699387.00,7392,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500119,INE041A01016,DHAMPURSUG,A,,,,,DHAMPUR SUGAR MILLS LTD.,262.80,268.55,257.00,260.90,260.90,261.30,,260.55,,,28198,7389373.00,1514,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500120,INE591D01014,DIAMINESQ,B,,,,,DIAMINES & CHEMICALS LTD.,495.00,502.55,481.05,485.15,493.15,499.80,,487.15,,,3948,1935865.00,469,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500123,INE280B01018,ELANTAS,B,,,,,ELANTAS BECK INDIA LTD.,7999.85,7999.85,7822.00,7876.15,7900.05,7900.00,,7876.15,,,345,2715748.00,98,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500124,INE089A01023,DRREDDY,A,,,,,DR.REDDYS LABORATORIES LTD.,6000.45,6138.95,5998.60,6091.80,6080.00,6038.80,,6094.45,,,8082,49304924.00,1705,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,643.85,658.15,635.00,649.95,647.50,641.45,,646.90,,,722680,462720419.00,1931,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,5205.00,5223.75,5085.00,5138.50,5152.00,5161.25,,5136.65,,,1047,5403366.00,313,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,183.25,192.00,183.00,189.35,189.35,182.90,,189.20,,,384728,72788871.00,3655,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500133,INE284A01012,ESABINDIA,A,,,,,ESAB INDIA LTD.,5616.20,5616.20,5350.75,5384.65,5408.90,5585.10,,5387.25,,,354,1930641.00,137,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,194.60,195.35,191.00,191.70,191.00,194.25,,191.75,,,88296,16961386.00,2014,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,97.73,97.73,93.55,93.67,94.15,96.53,,93.79,,,31940,3035951.00,569,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500142,INE512A01016,FGP,X,,,,,FGP LTD.,7.30,7.30,7.05,7.15,7.15,7.00,,7.15,,,7871,56524.00,24,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500143,INE160F01013,PHCAP,X,,,,,PH CAPITAL LTD.,145.25,145.25,145.25,145.25,145.25,138.35,,145.25,,,1216,176624.00,22,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,1050.55,1091.95,1050.55,1079.10,1076.55,1062.65,,1078.80,,,3293,3553387.00,409,F1,1,,,,,
2024-02-05,2024-02-05,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,3484.00,3500.00,3425.00,3459.30,3459.30,3426.40,,3459.30,,,4840,16796440.00,401,F1,1,,,,,
