TradDt,BizDt,Sgmt,Src,FinInstrmTp,FinInstrmId,ISIN,TckrSymb,SctySrs,XpryDt,FininstrmActlXpryDt,StrkPric,OptnTp,FinInstrmNm,OpnPric,HghPric,LwPric,ClsPric,LastPric,PrvsClsgPric,UndrlygPric,SttlmPric,OpnIntrst,ChngInOpnIntrst,TtlTradgVol,TtlTrfVal,TtlNbOfTxsExctd,SsnId,NewBrdLotQty,Rmks,Rsvd01,Rsvd02,Rsvd03,Rsvd04
2024-01-01,2024-01-01,CM,BSE,STK,500125,INE126A01031,EIDPARRY,A,,,,,E.I.D.-PARRY (INDIA) LTD.,559.95,565.00,558.10,560.25,564.70,556.70,,560.55,,,9236,5184929.00,400,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500126,INE199A01012,PGHL,A,,,,,PROCTER & GAMBLE HEALTH LIMITE,4988.35,4988.40,4940.10,4965.20,4950.00,4946.10,,4965.65,,,243,1204479.00,78,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500128,INE086A01029,ELECTCAST,A,,,,,ELECTROSTEEL CASTINGS LTD.,112.85,114.60,110.30,112.05,112.05,110.85,,112.05,,,128106,14329118.00,1716,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500133,INE284A01012,ESABINDIA,A,,,,,ESAB INDIA LTD.,5884.75,5884.75,5834.10,5836.55,5839.00,5877.40,,5839.75,,,261,1524826.00,70,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500135,INE255A01020,EPL,A,,,,,EPL LIMITED,204.65,204.65,200.00,200.55,200.00,201.85,,200.40,,,19116,3850099.00,426,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500136,INE778B01029,ESTER,B,,,,,ESTER INDUSTRIES LTD.,95.10,97.09,92.50,95.37,95.50,88.71,,95.20,,,47565,4507673.00,876,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500142,INE512A01016,FGP,X,,,,,FGP LTD.,7.66,7.88,7.50,7.88,7.88,7.51,,7.88,,,31210,245115.00,70,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500143,INE160F01013,PHCAP,X,,,,,PH CAPITAL LTD.,100.65,107.80,100.65,107.60,107.80,102.69,,107.60,,,1804,193772.00,39,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500144,INE235A01022,FINCABLES,A,,,,,FINOLEX CABLES LTD.,1052.65,1087.50,1048.00,1052.50,1055.00,1069.25,,1051.70,,,27221,28994286.00,1946,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500147,INE515A01019,COCKERILL,B,,,,,JOHN COCKERILL INDIA LIMITED,3096.35,3096.40,3060.05,3086.25,3087.00,3066.75,,3086.25,,,1128,3477292.00,136,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500148,INE516A01017,UFLEX,A,,,,,UFLEX LTD.,480.05,491.00,480.05,484.80,484.55,483.65,,485.45,,,24753,12015892.00,876,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500150,INE519A01011,FOSECOIND,B,,,,,FOSECO INDIA LTD.,3812.30,3812.30,3748.10,3785.70,3761.05,3821.75,,3769.60,,,254,961871.00,83,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500151,INE973A01010,GOLDENTOBC,Z,,,,,GOLDEN TOBACCO LTD.,50.20,51.95,49.80,50.50,50.50,49.75,,50.50,,,954,48463.00,19,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500153,INE388A01029,GANESHBE,B,,,,,GANESH BENZOPLAST LTD.,168.65,168.65,160.75,161.60,162.30,161.35,,161.55,,,4912,796015.00,209,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500159,INE085D01033,METROGLOBL,X,,,,,METROGLOBAL LIMITED,125.00,125.00,115.00,116.60,116.60,114.35,,116.60,,,10597,1249613.00,261,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500160,INE043A01012,GTL,B,,,,,GTL LTD.,10.30,10.68,9.71,10.68,10.68,8.90,,10.66,,,2038609,21263041.00,2198,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500163,INE260B01028,GODFRYPHLP,A,,,,,GODFREY PHILLIPS INDIA LTD.,2138.95,2138.95,2081.00,2087.55,2088.15,2109.05,,2092.20,,,3411,7139820.00,618,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500164,INE233A01035,GODREJIND,A,,,,,GODREJ INDUSTRIES LTD.,758.95,794.20,750.70,779.20,779.20,744.90,,779.85,,,96383,74289207.00,7499,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500165,INE531A01024,KANSAINER,A,,,,,KANSAI NEROLAC PAINTS LTD.,333.00,334.35,331.80,332.45,332.15,332.80,,332.50,,,12753,4251994.00,538,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500166,INE300A01016,GOODRICKE,X,,,,,GOODRICKE GROUP LTD.,197.00,201.65,196.70,197.00,197.00,196.95,,197.00,,,9647,1914956.00,94,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500168,INE533A01012,GOODYEAR,B,,,,,GOODYEAR INDIA LTD.,1315.05,1342.00,1315.05,1323.90,1322.00,1312.60,,1323.90,,,15268,20320219.00,1107,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500170,INE537A01013,GTNINDS,X,,,,,GTN INDUSTRIES LTD.,49.38,52.02,47.00,49.87,50.00,49.38,,49.87,,,46849,2368325.00,289,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500171,INE539A01019,GHCL,A,,,,,GHCL LTD.,591.65,608.80,584.15,606.65,606.65,580.15,,606.25,,,32013,19206736.00,1281,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500173,INE538A01037,GFLLIMITED,B,,,,,GFL LIMITED,99.00,99.25,97.35,97.93,97.36,97.37,,98.32,,,30267,2983480.00,434,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500174,INE540A01017,GLFL,B,,,,,GUJARAT LEASE FINANCING LTD.,4.98,4.98,4.98,4.98,4.98,4.75,,4.98,,,12205,60780.00,2,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500179,INE236A01020,HCL-INSYS,B,,,,,HCL INFOSYSTEMS LTD.,20.70,21.20,20.50,20.93,20.93,20.30,,20.95,,,541803,11353988.00,1587,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500180,INE040A01034,HDFCBANK,A,,,,,HDFC BANK LTD.,1709.65,1709.65,1691.50,1700.65,1700.65,1709.65,,1698.60,,,808998,1376685794.00,32792,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500182,INE158A01026,HEROMOTOCO,A,,,,,HERO MOTOCORP LTD.,4140.00,4182.10,4085.50,4115.65,4114.30,4138.20,,4118.50,,,12797,53013545.00,1501,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500183,INE548A01028,HFCL,A,,,,,HFCL LIMITED,86.00,88.59,84.12,84.61,84.61,84.16,,84.55,,,3959936,342732496.00,15969,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500184,INE019C01026,HSCL,A,,,,,Himadri Speciality Chemical Lt,311.35,339.50,309.40,332.30,332.30,309.40,,331.50,,,398691,130239874.00,7788,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500185,INE549A01026,HCC,A,,,,,HINDUSTAN CONSTRUCTION CO.LTD.,28.62,29.20,28.50,28.99,28.99,28.58,,28.95,,,2066360,59620350.00,2781,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500186,INE345A01011,HINDOILEXP,A,,,,,HINDUSTAN OIL EXPLORATION CO.L,182.95,186.00,181.00,181.65,181.95,182.40,,181.80,,,168319,30743689.00,2111,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500187,INE415A01038,AGI,A,,,,,AGI GREENPAC LIMITED,834.95,834.95,823.45,827.80,827.80,828.65,,827.65,,,11415,9458803.00,984,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500188,INE267A01025,HINDZINC,A,,,,,HINDUSTAN ZINC LTD.,319.95,320.35,317.00,318.40,318.40,318.00,,318.35,,,34313,10932541.00,1359,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500189,INE353A01023,NDLVENTURE,B,,,,,NDL Ventures Limited,144.75,146.90,141.95,142.55,142.05,143.60,,142.45,,,2534,364893.00,123,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500191,INE262A01018,HMT,Z,,,,,HMT LTD.,52.03,53.00,52.00,52.07,52.00,53.09,,52.21,,,18972,991693.00,121,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500192,INE962B01011,PRAGBOS,X,,,,,PRAG BOSIMI SYNTHETICS LTD.,3.00,3.10,2.81,2.87,2.89,2.94,,2.87,,,42474,123278.00,95,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500193,INE102A01024,HLVLTD,B,,,,,HLV LIMITED,27.14,30.06,27.00,28.74,28.70,26.94,,28.70,,,235368,6767250.00,1722,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500199,INE204A01010,IGPL,B,,,,,I G PETROCHEMICALS LTD.,469.00,493.80,466.75,488.50,488.50,468.50,,488.95,,,16734,8094907.00,1365,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500201,INE560A01015,INDIAGLYCO,A,,,,,INDIA GLYCOLS LTD.,761.05,850.00,761.05,829.80,829.80,766.75,,829.65,,,98169,81213467.00,4158,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500202,INE333C01013,INDLEASE,XT,,,,,INDIA LEASE DEVELOPMENT LTD.,11.75,11.75,11.70,11.70,11.70,11.75,,11.70,,,4485,52477.00,11,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500206,INE680B01019,MARGOFIN,XT,,,,,MARGO FINANCE LIMITED,40.90,40.90,40.86,40.86,40.86,41.69,,40.86,,,1039,42465.00,12,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500207,INE156A01020,INDORAMA,B,,,,,INDO RAMA SYNTHETICS (INDIA) L,52.21,53.22,52.21,52.62,52.50,52.05,,52.78,,,14870,784112.00,170,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500209,INE009A01021,INFY,A,,,,,INFOSYS LTD.,1542.00,1557.00,1536.90,1551.25,1551.25,1542.85,,1551.35,,,113496,175539570.00,4763,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500210,INE177A01018,INGERRAND,A,,,,,INGERSOLL-RAND (INDIA) LTD.,3091.00,3126.40,3085.00,3094.25,3085.00,3118.20,,3097.85,,,1209,3753338.00,348,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500213,INE262B01016,ITHL,X,,,,,INTERNATIONAL TRAVEL HOUSE LTD,468.00,479.80,462.05,477.30,479.80,467.15,,477.30,,,14165,6728794.00,313,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500214,INE570A01022,IONEXCHANG,A,,,,,ION EXCHANGE (INDIA) LTD.,573.15,573.20,558.15,562.55,561.95,561.95,,562.25,,,12766,7179327.00,725,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500215,INE209A01019,ATFL,B,,,,,AGRO TECH FOODS LTD.,866.00,871.20,859.95,865.40,871.20,868.55,,866.50,,,230,199132.00,59,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500219,INE175A01038,JISLJALEQS,A,,,,,JAIN IRRIGATION SYSTEMS LTD.,63.00,64.27,63.00,63.08,63.15,63.44,,63.10,,,104898,6670488.00,935,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500223,INE945A01026,JCTLTD,X,,,,,JCT LTD.,2.75,2.90,2.75,2.84,2.84,2.71,,2.84,,,2188276,6225857.00,1634,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500227,INE197D01010,JINDALPOLY,A,,,,,JINDAL POLY FILMS LTD.,636.65,692.40,636.65,656.30,657.65,633.60,,656.50,,,5297,3497403.00,471,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500228,INE019A01038,JSWSTEEL,A,,,,,JSW STEEL LTD.,879.95,884.40,874.95,877.35,877.35,880.40,,877.60,,,44773,39372483.00,2051,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500231,INE864B01027,UMANGDAIR,B,,,,,UMANG DAIRIES LTD.,77.09,77.79,75.70,76.94,76.80,75.58,,77.00,,,3852,295344.00,102,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500233,INE217B01036,KAJARIACER,A,,,,,KAJARIA CERAMICS LTD.,1324.95,1324.95,1302.55,1308.65,1307.50,1302.55,,1308.50,,,7975,10461205.00,1235,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500234,INE437B01014,KAKATCEM,B,,,,,KAKATIYA CEMENT SUGAR & INDUST,248.60,250.35,246.80,248.50,249.55,247.10,,248.95,,,1788,445066.00,135,F1,1,,,,,
2024-01-01,2024-01-01,CM,BSE,STK,500235,INE907A01026,KSL,B,,,,,KALYANI STEELS LTD.,485.00,568.00,485.00,550.40,550.40,484.45,,550.60,,,69400,37572415.00,3264,F1,1,,,,,
