DATE|SCRIP CODE|DELIVERY QTY|DELIVERY VAL|DAY'S VOLUME|DAY'S TURNOVER|DELV. PER.
01012024|500133|000000202|0000000001178984|000000261|0000000001524826|077.39
01012024|500135|000009165|0000000001838041|000019116|0000000003850099|047.94
01012024|500136|000033578|0000000003202334|000047565|0000000004507673|070.59
01012024|500142|000026095|0000000000205629|000031210|0000000000245115|083.61
01012024|500143|000001501|0000000000161508|000001804|0000000000193772|083.20
01012024|500144|000010953|0000000011528033|000027221|0000000028994286|040.24
01012024|500147|000000844|0000000002604795|000001128|0000000003477292|074.82
01012024|500148|000013213|0000000006405663|000024753|0000000012015892|053.38
01012024|500150|000000132|0000000000499713|000000254|0000000000961871|051.97
01012024|500151|000000954|0000000000048463|000000954|0000000000048463|100.00
01012024|500153|000001162|0000000000187780|000004912|0000000000796015|023.66
01012024|500159|000007856|0000000000916010|000010597|0000000001249613|074.13
01012024|500160|001707029|0000000018231070|002038609|0000000021263041|083.73
01012024|500163|000002108|0000000004400556|000003411|0000000007139820|061.80
01012024|500164|000038109|0000000029694533|000096383|0000000074289207|039.54
01012024|500165|000006392|0000000002125021|000012753|0000000004251994|050.12
01012024|500166|000008437|0000000001662089|000009647|0000000001914956|087.46
01012024|500168|000009573|0000000012673695|000015268|0000000020320219|062.70
01012024|500170|000040716|0000000002030507|000046849|0000000002368325|086.91
