Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,01012024,1854021525,0002356
Trade Date <01-JAN-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,555,DJML,EQ,6001,3386,56.42
20,556,DLF,EQ,1400824,639592,45.66
20,557,DLINKINDIA,EQ,126314,62715,49.65
20,558,DMART,EQ,131614,81710,62.08
20,559,DMCC,EQ,94978,58074,61.14
20,560,DODLA,EQ,43715,17251,39.46
20,561,DOLATALGO,EQ,279321,153423,54.93
20,562,DOLLAR,EQ,470158,190320,40.48
20,563,DOLLEX,SM,36000,20000,55.56
20,564,DOMS,EQ,260880,150823,57.81
20,565,DONEAR,EQ,94568,52322,55.33
20,566,DPABHUSHAN,EQ,9479,5822,61.42
20,567,DPSCLTD,EQ,2157733,1114002,51.63
20,568,DPWIRES,EQ,50507,25893,51.27
20,569,DREAMFOLKS,EQ,403781,166583,41.26
20,570,DREDGECORP,EQ,1220213,257703,21.12
20,571,DRL,ST,39000,39000,100.00
20,572,DRONE,SM,48000,31000,64.58
20,573,DRREDDY,EQ,195680,79107,40.43
20,574,DSPBANKETF,EQ,10494,6816,64.95
20,575,DSPGOLDETF,EQ,5281,3055,57.85
20,576,DSPITETF,EQ,6624,4439,67.01
20,577,DSPN50ETF,EQ,517,310,59.96
20,578,DSPNEWETF,EQ,3574,2595,72.61
20,579,DSPPSBKETF,EQ,6374,4498,70.57
20,580,DSPPVBKETF,EQ,36220,30457,84.09
20,581,DSPQ50ETF,EQ,7913,5088,64.30
20,582,DSPSENXETF,EQ,648,431,66.51
20,583,DSPSILVETF,EQ,125048,123033,98.39
20,584,DSSL,EQ,47907,21727,45.35
20,585,DTIL,EQ,11920,9850,82.63
20,586,DUCOL,SM,12000,8000,66.67
20,587,DUGLOBAL,SM,60000,45000,75.00
20,588,DVL,EQ,83106,39704,47.78
20,589,DWARKESH,EQ,1339521,624364,46.61
20,590,DYCL,EQ,124248,85064,68.46
20,591,DYNAMATECH,EQ,11192,4191,37.45
20,592,DYNAMIC,SM,20000,12000,60.00
20,593,DYNPRO,EQ,39365,21049,53.47
20,594,EASEMYTRIP,EQ,22465247,12006396,53.44
20,595,EBBETF0425,EQ,11340,10156,89.56
20,596,EBBETF0430,EQ,9194,6291,68.43
20,597,EBBETF0431,EQ,11968,10350,86.48
20,598,EBBETF0433,EQ,3851,3534,91.77
20,599,ECLERX,EQ,73500,33936,46.17
20,600,ECLFINANCE,NJ,172,141,81.98
20,601,ECLFINANCE,NK,110,110,100.00
20,602,ECLFINANCE,NR,238,210,88.24
20,603,ECLFINANCE,NS,30,30,100.00
20,604,EDELWEISS,EQ,3549636,1249844,35.21
20,605,EFACTOR,SM,12800,11200,87.50
20,606,EFORCE,ST,873600,838800,96.02
20,607,EGOLD,EQ,212,142,66.98
20,608,EICHERMOT,EQ,763454,299506,39.23
20,609,EIDPARRY,EQ,285351,139418,48.86
20,610,EIFFL,EQ,43551,28666,65.82
20,611,EIHAHOTELS,EQ,53651,26092,48.63
20,612,EIHOTEL,EQ,1025306,467299,45.58
20,613,EKC,EQ,365304,176084,48.20
20,614,ELDEHSG,EQ,573,330,57.59
20,615,ELECON,EQ,147484,59238,40.17
20,616,ELECTCAST,EQ,1643488,932162,56.72
20,617,ELGIEQUIP,EQ,75856,34686,45.73
20,618,ELIN,EQ,203656,109770,53.90
20,619,EMAMILTD,EQ,2442680,1153170,47.21
20,620,EMAMIPAP,EQ,64006,35439,55.37
20,621,EMBASSY,RR,150496,118106,78.48
20,622,EMIL,EQ,142749,87814,61.52
20,623,EMKAYTOOLS,SM,1200,1200,100.00
20,624,EMMBI,EQ,41341,26842,64.93
20,625,EMSLIMITED,EQ,706265,305026,43.19
20,626,EMUDHRA,EQ,118169,63576,53.80
20,627,ENDURANCE,EQ,71934,42242,58.72
20,628,ENGINERSIN,EQ,26971428,7990003,29.62
20,629,ENIL,EQ,58816,37193,63.24
20,630,EPIGRAL,EQ,74351,35678,47.99
20,631,EPL,EQ,342138,182146,53.24
20,632,EQUITASBNK,EQ,2984516,1359310,45.55
20,633,ERIS,EQ,35045,17876,51.01
20,634,EROSMEDIA,EQ,491222,325966,66.36
20,635,ESABINDIA,EQ,3818,2074,54.32
20,636,ESAFSFB,EQ,969466,465939,48.06
20,637,ESCORTS,EQ,318161,114516,35.99
20,638,ESFL,SM,80400,56400,70.15
20,639,ESG,EQ,13376,9334,69.78
20,640,ESILVER,EQ,57323,53433,93.21
20,641,ESSARSHPNG,EQ,133030,133030,100.00
20,642,ESSENTIA,EQ,17190573,12183003,70.87
20,643,ESTER,EQ,1005005,525653,52.30
20,644,ETHOSLTD,EQ,51790,21362,41.25
20,645,EUROBOND,SM,52000,6000,11.54
20,646,EUROTEXIND,EQ,3468,1063,30.65
20,647,EVEREADY,EQ,147910,76045,51.41
20,648,EVERESTIND,EQ,17556,8507,48.46
20,649,EXCELINDUS,EQ,79813,34673,43.44
20,650,EXIDEIND,EQ,4091951,1238076,30.26
20,651,EXPLEOSOL,EQ,12880,6781,52.65
20,652,EXXARO,EQ,81136,44900,55.34
20,653,FACT,EQ,2516139,383991,15.26
20,654,FAIRCHEMOR,EQ,42245,19476,46.10
20,655,FAZE3Q,EQ,28309,16466,58.17
20,656,FCL,EQ,337564,128069,37.94
20,657,FCSSOFT,EQ,13745287,8403524,61.14
20,658,FDC,EQ,150106,60460,40.28
20,659,FEDERALBNK,EQ,6210375,2983957,48.05
20,660,FEDFINA,EQ,415643,243986,58.70
20,661,FELIX,SM,10000,10000,100.00
20,662,FIBERWEB,EQ,150511,90713,60.27
20,663,FIDEL,SM,2000,2000,100.00
20,664,FIEMIND,EQ,221644,81030,36.56
20,665,FILATEX,EQ,467077,253701,54.32
20,666,FINCABLES,EQ,251346,114794,45.67
20,667,FINEORG,EQ,37728,15510,41.11
20,668,FINIETF,EQ,80517,69286,86.05
20,669,FINOPB,EQ,270013,135676,50.25
20,670,FINPIPE,EQ,259760,142216,54.75
20,671,FIVESTAR,EQ,145695,77299,53.06
20,672,FLAIR,EQ,201254,124837,62.03
20,673,FLEXITUFF,EQ,11724,8564,73.05
20,674,FLUOROCHEM,EQ,184135,103651,56.29
20,675,FMCGIETF,EQ,5594,3223,57.62
20,676,FMGOETZE,EQ,62114,36084,58.09
20,677,FMNL,EQ,193581,143636,74.20
20,678,FOCE,SM,1000,1000,100.00
20,679,FOCUS,EQ,65198,32836,50.36
20,680,FOODSIN,EQ,188257,98854,52.51
20,681,FORTIS,EQ,3687892,666147,18.06
20,682,FOSECOIND,EQ,5218,3036,58.18
20,683,FROG,SM,31600,20800,65.82
20,684,FSL,EQ,981796,450604,45.90
20,685,FUSION,EQ,352187,201246,57.14
20,686,GABRIEL,EQ,157513,85993,54.59
20,687,GAEL,EQ,268142,133330,49.72
20,688,GAIL,EQ,40952729,14912704,36.41
20,689,GALAXYSURF,EQ,22440,16656,74.22
20,690,GALLANTT,EQ,428884,201216,46.92
20,691,GANDHAR,EQ,893863,307414,34.39
20,692,GANDHITUBE,EQ,6490,3808,58.67
20,693,GANECOS,EQ,55952,41731,74.58
20,694,GANESHBE,EQ,125328,61711,49.24
20,695,GANESHHOUC,EQ,143962,65626,45.59
20,696,GANGESSECU,EQ,4482,2240,49.98
20,697,GARFIBRES,EQ,8680,3210,36.98
20,698,GATECHDVR,EQ,292654,236237,80.72
20,699,GATEWAY,EQ,537177,272292,50.69
20,700,GEECEE,EQ,13732,6966,50.73
20,701,GENESYS,EQ,183948,79004,42.95
20,702,GENUSPAPER,EQ,523264,217900,41.64
20,703,GENUSPOWER,EQ,407620,232071,56.93
20,704,GEOJITFSL,EQ,993592,429081,43.18
20,705,GEPIL,EQ,560658,133701,23.85
20,706,GESHIP,EQ,194886,86343,44.30
20,707,GFLLIMITED,EQ,118594,58680,49.48
20,708,GHCL,EQ,689328,306501,44.46
20,709,GHCLTEXTIL,EQ,194785,131645,67.58
20,710,GICHSGFIN,EQ,858474,294779,34.34
20,711,GICL,SM,6000,6000,100.00
20,712,GICRE,EQ,837234,160571,19.18
20,713,GILLANDERS,EQ,26382,17235,65.33
20,714,GILLETTE,EQ,10527,5188,49.28
20,715,GILT5YBEES,EQ,1035541,932053,90.01
20,716,GINNIFILA,EQ,106654,81703,76.61
20,717,GIPCL,EQ,2185744,913355,41.79
20,718,GIRIRAJ,ST,1500,1500,100.00
20,719,GLAND,EQ,106769,43854,41.07
20,720,GLAXO,EQ,599164,366848,61.23
20,721,GLENMARK,EQ,415165,194261,46.79
20,722,GLFL,EQ,14775,14775,100.00
20,723,GLOBAL,EQ,98714,48027,48.65
20,724,GLOBALPET,SM,4500,4500,100.00
20,725,GLOBALVECT,EQ,177013,69960,39.52
20,726,GLOBUSSPR,EQ,114388,61626,53.87
20,727,GLS,EQ,60771,43499,71.58
20,728,GMBREW,EQ,116101,60300,51.94
20,729,GMDCLTD,EQ,15590376,4970372,31.88
20,730,GMMPFAUDLR,EQ,170413,101936,59.82
20,731,GMRINFRA,EQ,37830090,14022117,37.07
20,732,GMRP&UI,EQ,10327061,4208392,40.75
20,733,GNA,EQ,109637,66611,60.76
20,734,GNFC,EQ,5430757,933780,17.19
20,735,GOACARBON,EQ,49248,21695,44.05
20,736,GOCLCORP,EQ,52135,29514,56.61
20,737,GOCOLORS,EQ,103494,50022,48.33
20,738,GODFRYPHLP,EQ,31493,17536,55.68
20,739,GODREJAGRO,EQ,149419,65892,44.10
20,740,GODREJCP,EQ,686392,460504,67.09
20,741,GODREJIND,EQ,1340729,239763,17.88
20,742,GODREJPROP,EQ,208868,62158,29.76
20,743,GOKEX,EQ,231771,104634,45.15
20,744,GOKUL,EQ,5932304,1990902,33.56
20,745,GOKULAGRO,EQ,305599,127463,41.71
20,746,GOLDBEES,EQ,3996865,3028295,75.77
20,747,GOLDETF,EQ,56286,36882,65.53
20,748,GOLDIAM,EQ,519980,253098,48.67
20,749,GOLDIETF,EQ,1487062,1228952,82.64
20,750,GOLDSHARE,EQ,82005,70101,85.48
20,751,GOLDSTAR,ST,225000,213750,95.00
20,752,GOODLUCK,EQ,272703,129273,47.40
20,753,GOYALSALT,SM,12000,12000,100.00
20,754,GPIL,EQ,639838,188482,29.46
20,755,GPPL,EQ,6785151,2489911,36.70
20,756,GRANULES,EQ,3168914,1153186,36.39
20,757,GRAPHISAD,SM,85200,57600,67.61
20,758,GRAPHITE,EQ,766047,207563,27.10
20,759,GRASIM,EQ,804466,367085,45.63
20,760,GRAVITA,EQ,70772,35559,50.24
20,761,GRCL,SM,2000,2000,100.00
20,762,GREAVESCOT,EQ,4749242,2286664,48.15
20,763,GREENCHEF,SM,23200,20800,89.66
20,764,GREENLAM,EQ,43931,20076,45.70
20,765,GREENPANEL,EQ,350373,143349,40.91
20,766,GREENPLY,EQ,409392,202205,49.39
20,767,GREENPOWER,EQ,13832711,6455191,46.67
20,768,GRINDWELL,EQ,68098,38982,57.24
20,769,GRINFRA,EQ,107335,71169,66.31
20,770,GRMOVER,EQ,117809,57211,48.56
20,771,GROBTEA,EQ,377,263,69.76
20,772,GRPLTD,EQ,24,17,70.83
20,773,GRSE,EQ,604835,231539,38.28
20,774,GRWRHITECH,EQ,12908,8231,63.77
20,775,GSEC10IETF,EQ,1643,1615,98.30
20,776,GSEC10YEAR,EQ,6,4,66.67
20,777,GSEC5IETF,EQ,4024,3257,80.94
20,778,GSFC,EQ,34305864,6181573,18.02
20,779,GSLSU,EQ,401667,176416,43.92
20,780,GSPL,EQ,4231364,1185154,28.01
20,781,GSS,EQ,7982,4486,56.20
20,782,GSTL,ST,5000,5000,100.00
20,783,GTL,EQ,6752086,3819090,56.56
20,784,GTLINFRA,EQ,63396164,38164419,60.20
20,785,GTPL,EQ,138236,67678,48.96
20,786,GUFICBIO,EQ,77391,42061,54.35
20,787,GUJALKALI,EQ,1228333,321451,26.17
20,788,GUJAPOLLO,EQ,270409,142681,52.76
20,789,GUJGASLTD,EQ,5898898,2042595,34.63
20,790,GULFOILLUB,EQ,134262,71465,53.23
20,791,GULPOLY,EQ,74581,40032,53.68
20,792,GVKPIL,EQ,1963600,1956100,99.62
20,793,HAL,EQ,1038164,363974,35.06
20,794,HAPPSTMNDS,EQ,300820,143984,47.86
20,795,HAPPYFORGE,EQ,421088,218425,51.87
20,796,HARDWYN,EQ,103741,64802,62.47
20,797,HARIOMPIPE,EQ,27594,15165,54.96
20,798,HARSHA,EQ,102212,60928,59.61
20,799,HATHWAY,EQ,9604307,3518461,36.63
20,800,HATSUN,EQ,20877,10790,51.68
20,801,HAVELLS,EQ,240757,100212,41.62
20,802,HBLPOWER,EQ,979687,462651,47.22
20,803,HCC,EQ,20359995,6487576,31.86
20,804,HCG,EQ,38014,16499,43.40
20,805,HCL-INSYS,EQ,1391715,809957,58.20
20,806,HCLTECH,EQ,1222315,561899,45.97
20,807,HDFCAMC,EQ,151964,67906,44.69
20,808,HDFCBANK,EQ,7119843,4416670,62.03
20,809,HDFCBSE500,EQ,24981,11889,47.59
20,810,HDFCGOLD,EQ,693631,523013,75.40
20,811,HDFCGROWTH,EQ,2591,1498,57.82
20,812,HDFCLIFE,EQ,1343888,767285,57.09
20,813,HDFCLIQUID,EQ,317,314,99.05
20,814,HDFCLOWVOL,EQ,22716,10788,47.49
20,815,HDFCMID150,EQ,438181,271647,61.99
20,816,HDFCMOMENT,EQ,27379,21360,78.02
20,817,HDFCNEXT50,EQ,6689,4234,63.30
20,818,HDFCNIF100,EQ,69488,55538,79.92
20,819,HDFCNIFBAN,EQ,2894,2145,74.12
20,820,HDFCNIFIT,EQ,4079,2131,52.24
20,821,HDFCNIFTY,EQ,35750,22696,63.49
20,822,HDFCPVTBAN,EQ,7333,5358,73.07
20,823,HDFCQUAL,EQ,3250,2368,72.86
20,824,HDFCSENSEX,EQ,2492,2068,82.99
20,825,HDFCSILVER,EQ,121232,105420,86.96
20,826,HDFCSML250,EQ,196012,158652,80.94
20,827,HDFCVALUE,EQ,5706,1983,34.75
20,828,HEADSUP,EQ,118394,76279,64.43
20,829,HEALTHIETF,EQ,11493,8950,77.87
20,830,HEALTHY,EQ,251745,158260,62.87
20,831,HEG,EQ,303300,89486,29.50
20,832,HEIDELBERG,EQ,216446,95093,43.93
20,833,HEMIPROP,EQ,626527,341169,54.45
20,834,HERANBA,EQ,483849,241622,49.94
20,835,HERCULES,EQ,74496,34905,46.85
20,836,HERITGFOOD,EQ,402989,224742,55.77
20,837,HEROMOTOCO,EQ,392408,121948,31.08
20,838,HESTERBIO,EQ,4061,2516,61.96
20,839,HEUBACHIND,EQ,54846,33400,60.90
20,840,HEXATRADEX,EQ,5267,3093,58.72
20,841,HFCL,EQ,39295978,12182955,31.00
20,842,HGINFRA,EQ,56257,32264,57.35
20,843,HGS,EQ,18753,11375,60.66
20,844,HIGREEN,SM,156800,81600,52.04
20,845,HIKAL,EQ,341901,174988,51.18
20,846,HIL,EQ,11508,6683,58.07
20,847,HILTON,EQ,1207573,377818,31.29
20,848,HIMATSEIDE,EQ,386488,183178,47.40
20,849,HINDALCO,EQ,2961919,1270789,42.90
20,850,HINDCOMPOS,EQ,14147,7611,53.80
20,851,HINDCOPPER,EQ,15856420,4634667,29.23
20,852,HINDMOTORS,EQ,1031381,777817,75.42
20,853,HINDOILEXP,EQ,1031941,398502,38.62
20,854,HINDPETRO,EQ,5801006,2496017,43.03
20,855,HINDUNILVR,EQ,526353,283398,53.84
20,856,HINDWAREAP,EQ,58046,24439,42.10
20,857,HINDZINC,EQ,579455,326175,56.29
20,858,HIRECT,EQ,15649,10105,64.57
20,859,HISARMETAL,EQ,28070,18929,67.43
20,860,HITECH,EQ,900241,495221,55.01
20,861,HITECHCORP,EQ,11067,5711,51.60
20,862,HITECHGEAR,EQ,42978,20796,48.39
20,863,HLEGLAS,EQ,58938,37009,62.79
20,864,HLVLTD,EQ,2204723,1310051,59.42
20,865,HMAAGRO,EQ,2567413,1737637,67.68
20,866,HMVL,EQ,100948,50908,50.43
20,867,HNDFDS,EQ,71467,33226,46.49
20,868,HNGSNGBEES,EQ,58376,40056,68.62
20,869,HOLMARC,SM,18000,15000,83.33
20,870,HOMEFIRST,EQ,84437,41856,49.57
20,871,HOMESFY,SM,2100,1800,85.71
20,872,HONASA,EQ,435620,241678,55.48
20,873,HONAUT,EQ,6084,2818,46.32
20,874,HONDAPOWER,EQ,8748,5210,59.56
20,875,HPAL,EQ,353808,170393,48.16
20,876,HPL,EQ,1847997,860618,46.57
20,877,HSCL,EQ,6026134,2849570,47.29
20,878,HTMEDIA,EQ,418507,181995,43.49
20,879,HUBTOWN,EQ,143828,95499,66.40
20,880,HUDCO,EQ,59160163,10246947,17.32
20,881,HUDCO,N2,270,145,53.70
20,882,HUDCO,N5,1484,573,38.61
20,883,HUDCO,N8,1,1,100.00
20,884,HUDCO,N9,736,721,97.96
20,885,HUDCO,ND,32,32,100.00
20,886,HUDCO,NE,864,595,68.87
20,887,HUHTAMAKI,EQ,131832,75103,56.97
20,888,IBREALEST,EQ,6232515,1994926,32.01
20,889,IBUCCREDIT,NB,30,30,100.00
20,890,IBUCCREDIT,NO,25,25,100.00
20,891,IBUCCREDIT,NS,27,17,62.96
20,892,IBULHSG,NB,5,5,100.00
20,893,IBULHSG,NV,529,483,91.30
20,894,IBULHSG,NZ,45,45,100.00
20,895,IBULHSG,Y1,50,50,100.00
20,896,IBULHSG,Y3,1,1,100.00
20,897,IBULHSG,Y5,5,5,100.00
20,898,IBULHSG,Y7,1,1,100.00
20,899,IBULHSG,YC,2,2,100.00
20,900,IBULHSG,YK,2,2,100.00
20,901,IBULHSG,YM,1,1,100.00
20,902,IBULHSGFIN,AB,1,1,100.00
20,903,IBULHSGFIN,AT,6,6,100.00
20,904,IBULHSGFIN,AX,129,129,100.00
20,905,IBULHSGFIN,BC,10,10,100.00
20,906,IBULHSGFIN,EQ,11686905,6534448,55.91
20,907,IBULHSGFIN,N0,71,71,100.00
20,908,IBULHSGFIN,NA,373,373,100.00
20,909,IBULHSGFIN,NO,410,400,97.56
20,910,IBULHSGFIN,NS,5,5,100.00
20,911,IBULHSGFIN,NT,21,21,100.00
20,912,IBULHSGFIN,Y5,1,1,100.00
20,913,IBULHSGFIN,Y6,90,55,61.11
20,914,IBULHSGFIN,YG,15,15,100.00
20,915,IBULHSGFIN,YK,2,2,100.00
20,916,IBULHSGFIN,YX,20,20,100.00
20,917,IBULHSGFIN,Z3,104,68,65.38
20,918,IBULHSGFIN,ZP,5,5,100.00
20,919,IBULHSGFIN,ZU,1,1,100.00
20,920,IBULHSGFIN,ZY,20,20,100.00
20,921,ICEMAKE,EQ,16251,11204,68.94
20,922,ICICIB22,EQ,1345075,1158286,86.11
20,923,ICICIBANK,EQ,7683792,4134924,53.81
20,924,ICICIGI,EQ,156358,59979,38.36
20,925,ICICIPRULI,EQ,1578322,1111528,70.42
20,926,ICIL,EQ,357148,188012,52.64
20,927,ICRA,EQ,2956,2004,67.79
20,928,IDBI,EQ,7511625,3699984,49.26
20,929,IDEA,EQ,1784392277,263969859,14.79
20,930,IDEAFORGE,EQ,50042,25039,50.04
20,931,IDFC,EQ,3714944,2026147,54.54
20,932,IDFCFIRSTB,EQ,34249920,17876633,52.19
20,933,IDFNIFTYET,EQ,593,473,79.76
20,934,IEX,EQ,29812120,9156490,30.71
20,935,IFBAGRO,EQ,81793,36708,44.88
20,936,IFBIND,EQ,29151,11989,41.13
20,937,IFCI,EQ,16660307,4524864,27.16
20,938,IFCI,NH,693,535,77.20
20,939,IFCI,NL,200,200,100.00
20,940,IFGLEXPOR,EQ,17939,12736,71.00
20,941,IGARASHI,EQ,29260,11727,40.08
20,942,IGL,EQ,2097206,807176,38.49
20,943,IGPL,EQ,153278,76938,50.20
20,944,IIFCL,N4,110,110,100.00
20,945,IIFL,EQ,755028,421850,55.87
20,946,IIFL,N7,130,130,100.00
20,947,IIFL,NC,1,1,100.00
20,948,IIFL,NF,2845,2245,78.91
20,949,IIFL,NG,10,10,100.00
20,950,IIFL,NL,371,371,100.00
20,951,IIFL,NM,150,150,100.00
20,952,IIFL,NN,100,100,100.00
20,953,IIFL,NO,420,420,100.00
20,954,IIFL,NP,40,40,100.00
20,955,IIFL,NQ,589,589,100.00
20,956,IIFL,NR,10,10,100.00
20,957,IIFL,NS,4645,4336,93.35
20,958,IIFL,NT,386,386,100.00
20,959,IIFL,NU,11,11,100.00
20,960,IIFL,NW,20,20,100.00
20,961,IIFL,NX,5,5,100.00
20,962,IIFL,NZ,150,150,100.00
20,963,IIFL,Y0,120,120,100.00
20,964,IIFLSAMFIN,N0,85,85,100.00
20,965,IIFLSAMFIN,N1,40,40,100.00
20,966,IIFLSAMFIN,N4,65,65,100.00
20,967,IIFLSAMFIN,N5,55,55,100.00
20,968,IIFLSEC,EQ,1100046,379512,34.50
20,969,IIHFL,N4,200,200,100.00
20,970,IIHFL,N5,2641,1914,72.47
20,971,IIHFL,N6,100,100,100.00
20,972,IIHFL,N7,8,8,100.00
20,973,IIHFL,N8,200,200,100.00
20,974,IIHFL,N9,440,440,100.00
20,975,IKIO,EQ,683759,465078,68.02
20,976,IMAGICAA,EQ,3704833,1508142,40.71
20,977,IMC1,N0,122,122,100.00
20,978,IMC1,N1,57,37,64.91
20,979,IMC1,N2,21,21,100.00
20,980,IMC1,N3,20,20,100.00
20,981,IMFA,EQ,288806,113464,39.29
20,982,IMPAL,EQ,4146,2361,56.95
20,983,IMPEXFERRO,EQ,16232,16232,100.00
20,984,INCREDFIN,N2,25,25,100.00
20,985,INCREDFIN,N3,1,1,100.00
20,986,INCREDFIN,N4,304,304,100.00
20,987,INDBANK,EQ,449107,215840,48.06
20,988,INDHOTEL,EQ,928581,431667,46.49
20,989,INDIACEM,EQ,3165280,1023082,32.32
20,990,INDIAGLYCO,EQ,1870068,431519,23.08
20,991,INDIAMART,EQ,92309,32102,34.78
20,992,INDIANB,EQ,2159907,1411539,65.35
20,993,INDIANCARD,EQ,6028,4402,73.03
20,994,INDIANHUME,EQ,47936,24676,51.48
20,995,INDIASHLTR,EQ,338263,142728,42.19
20,996,INDIFRA,ST,42000,42000,100.00
20,997,INDIGO,EQ,615820,262068,42.56
20,998,INDIGOPNTS,EQ,32780,15903,48.51
20,999,INDIGRID,IV,174874,167815,95.96
20,1000,INDIGRID,NJ,40,40,100.00
20,1001,INDIGRID,NL,50,50,100.00
20,1002,INDNIPPON,EQ,8462,3829,45.25
20,1003,INDOAMIN,EQ,1828184,808975,44.25
20,1004,INDOBORAX,EQ,241060,137961,57.23
20,1005,INDOCO,EQ,54880,27837,50.72
20,1006,INDORAMA,EQ,174502,111584,63.94
20,1007,INDOTECH,EQ,3271,3271,100.00
20,1008,INDOTHAI,EQ,3047,1401,45.98
20,1009,INDSWFTLAB,EQ,519168,303885,58.53
20,1010,INDTERRAIN,EQ,69894,43638,62.43
20,1011,INDUSINDBK,EQ,1341121,548895,40.93
20,1012,INDUSTOWER,EQ,25210453,5978721,23.72
20,1013,INFIBEAM,EQ,20090727,7350849,36.59
20,1014,INFINIUM,SM,8500,5500,64.71
20,1015,INFOBEAN,EQ,53979,31806,58.92
20,1016,INFOLLION,SM,27200,20800,76.47
20,1017,INFRABEES,EQ,9311,7886,84.70
20,1018,INFRAIETF,EQ,26272,23186,88.25
20,1019,INFY,EQ,2808451,1447369,51.54
20,1020,INGERRAND,EQ,14577,7631,52.35
20,1021,INNOVACAP,EQ,3492240,1121631,32.12
20,1022,INNOVANA,SM,4400,3600,81.82
20,1023,INNOVATIVE,SM,84000,84000,100.00
20,1024,INOXGREEN,EQ,10273705,5118052,49.82
20,1025,INOXINDIA,EQ,395867,215622,54.47
20,1026,INOXWIND,EQ,2443885,1549099,63.39
20,1027,INSECTICID,EQ,7819,4820,61.64
20,1028,INSPIRE,SM,18000,18000,100.00
20,1029,INTELLECT,EQ,111419,46126,41.40
20,1030,INTENTECH,EQ,266301,163482,61.39
20,1031,INTLCONV,EQ,371465,185506,49.94
20,1032,INVENTURE,EQ,3227355,1875000,58.10
20,1033,IOB,EQ,12879177,3587625,27.86
20,1034,IOC,EQ,18629028,8739702,46.91
20,1035,IOLCP,EQ,437166,170104,38.91
20,1036,IONEXCHANG,EQ,147210,76067,51.67
20,1037,IPCALAB,EQ,254640,96793,38.01
20,1038,IPL,EQ,766710,300723,39.22
20,1039,IRB,EQ,20165348,8060043,39.97
20,1040,IRBINVIT,IV,123756,105051,84.89
20,1041,IRCON,EQ,17625826,7275627,41.28
20,1042,IRCTC,EQ,9040913,2357694,26.08
20,1043,IREDA,EQ,49275011,18571739,37.69
20,1044,IREDA,N1,1,1,100.00
20,1045,IREDA,N4,1,1,100.00
20,1046,IREDA,N6,1,1,100.00
20,1047,IREDA,N7,30,30,100.00
20,1048,IRFC,EQ,102849848,29679475,28.86
20,1049,IRFC,N2,119,119,100.00
20,1050,IRFC,N4,260,201,77.31
20,1051,IRFC,NA,160,159,99.38
20,1052,IRFC,NE,1,1,100.00
20,1053,IRFC,NI,65,65,100.00
20,1054,IRFC,NJ,501,501,100.00
20,1055,IRFC,NK,456,456,100.00
20,1056,IRFC,NO,1228,1000,81.43
20,1057,IRIS,EQ,52614,34205,65.01
20,1058,IRISDOREME,EQ,506809,168321,33.21
20,1059,IRMENERGY,EQ,227444,118172,51.96
20,1060,ISEC,EQ,230557,132335,57.40
20,1061,ISFT,EQ,11061,5878,53.14
20,1062,ISGEC,EQ,82290,43391,52.73
20,1063,ISHAN,ST,52800,49600,93.94
20,1064,ISMTLTD,EQ,258167,147027,56.95
20,1065,ITBEES,EQ,4456432,2935637,65.87
20,1066,ITC,EQ,9346277,5465510,58.48
20,1067,ITDC,EQ,83245,33225,39.91
20,1068,ITDCEM,EQ,699875,299405,42.78
20,1069,ITETF,EQ,23171,12352,53.31
20,1070,ITI,EQ,2622245,494392,18.85
20,1071,ITIETF,EQ,3218767,2679602,83.25
20,1072,IVP,EQ,17259,10068,58.33
20,1073,IVZINGOLD,EQ,34,24,70.59
20,1074,IVZINNIFTY,EQ,5,5,100.00
20,1075,JAGRAN,EQ,280628,165974,59.14
20,1076,JAGSNPHARM,EQ,39749,25454,64.04
20,1077,JAICORPLTD,EQ,2193195,853428,38.91
20,1078,JAINAM,SM,4000,4000,100.00
20,1079,JAIPURKURT,EQ,60880,34544,56.74
20,1080,JALAN,ST,3000,3000,100.00
20,1081,JAMNAAUTO,EQ,828008,476159,57.51
20,1082,JASH,EQ,6854,4989,72.79
20,1083,JAYAGROGN,EQ,30972,13257,42.80
20,1084,JAYBARMARU,EQ,1298419,570307,43.92
20,1085,JAYNECOIND,EQ,508134,356554,70.17
20,1086,JAYSREETEA,EQ,209208,130533,62.39
20,1087,JBCHEPHARM,EQ,126077,71583,56.78
20,1088,JBMA,EQ,971472,274564,28.26
20,1089,JCHAC,EQ,9015,3845,42.65
20,1090,JETFREIGHT,EQ,135807,84558,62.26
20,1091,JFLLIFE,SM,16000,14000,87.50
20,1092,JHS,EQ,214482,175079,81.63
20,1093,JINDALPHOT,EQ,7333,3845,52.43
20,1094,JINDALPOLY,EQ,101552,47956,47.22
20,1095,JINDALSAW,EQ,1587727,753991,47.49
20,1096,JINDALSTEL,EQ,1153090,456631,39.60
20,1097,JINDRILL,EQ,46417,20773,44.75
20,1098,JINDWORLD,EQ,66274,29384,44.34
20,1099,JIOFIN,EQ,7919961,4830228,60.99
20,1100,JISLDVREQS,EQ,16556,13268,80.14
20,1101,JISLJALEQS,EQ,1704975,918809,53.89
20,1102,JIWANRAM,SM,6000,6000,100.00
20,1103,J&KBANK,EQ,4601461,2220392,48.25
20,1104,JKCEMENT,EQ,118855,70598,59.40
