Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,01012024,1854021525,0002356
Trade Date <01-JAN-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,218,ARIHANTCAP,EQ,270312,209208,77.40
20,219,ARIHANTSUP,EQ,69485,43268,62.27
20,220,ARISTO,SM,4800,3200,66.67
20,221,ARMANFIN,EQ,89073,38210,42.90
20,222,ARROWGREEN,EQ,34124,14994,43.94
20,223,ARTEMISMED,EQ,613446,249735,40.71
20,224,ARTNIRMAN,EQ,10306,4617,44.80
20,225,ARVIND,EQ,479518,276405,57.64
20,226,ARVINDFASN,EQ,165266,86404,52.28
20,227,ARVSMART,EQ,36588,25085,68.56
20,228,ASAHIINDIA,EQ,167523,98960,59.07
20,229,ASAHISONG,EQ,35995,28299,78.62
20,230,ASAL,EQ,23340,10210,43.74
20,231,ASALCBR,EQ,96496,47186,48.90
20,232,ASHIANA,EQ,532308,99561,18.70
20,233,ASHIMASYN,EQ,316276,211685,66.93
20,234,ASHOKA,EQ,1731028,950935,54.93
20,235,ASHOKAMET,EQ,799925,487765,60.98
20,236,ASHOKLEY,EQ,39354793,19509736,49.57
20,237,ASIANENE,EQ,46620,28864,61.91
20,238,ASIANPAINT,EQ,283951,141679,49.90
20,239,ASIANTILES,EQ,717697,361571,50.38
20,240,ASKAUTOLTD,EQ,133432,81623,61.17
20,241,ASPINWALL,EQ,6758,3845,56.90
20,242,ASTEC,EQ,38866,26160,67.31
20,243,ASTERDM,EQ,155897,59443,38.13
20,244,ASTRAL,EQ,238462,137403,57.62
20,245,ASTRAMICRO,EQ,219528,98027,44.65
20,246,ASTRAZEN,EQ,30202,7289,24.13
20,247,ASTRON,EQ,390680,234068,59.91
20,248,ATAM,EQ,74416,39253,52.75
20,249,ATFL,EQ,3785,1964,51.89
20,250,ATGL,EQ,1726490,615376,35.64
20,251,ATL,EQ,2338981,1401023,59.90
20,252,ATUL,EQ,29878,12224,40.91
20,253,ATULAUTO,EQ,249608,92083,36.89
20,254,AUBANK,EQ,1258532,461354,36.66
20,255,AURDIS,SM,2000,2000,100.00
20,256,AUROIMPEX,SM,24000,19200,80.00
20,257,AUROPHARMA,EQ,985073,321363,32.62
20,258,AURUM,EQ,52090,31109,59.72
20,259,AURUMPP,E1,5894,5694,96.61
20,260,AUTOAXLES,EQ,14062,8416,59.85
20,261,AUTOBEES,EQ,101941,63252,62.05
20,262,AUTOIETF,EQ,8937,6109,68.36
20,263,AUTOIND,EQ,115565,63100,54.60
20,264,AVADHSUGAR,EQ,52222,21036,40.28
20,265,AVALON,EQ,181698,84854,46.70
20,266,AVANTIFEED,EQ,1272023,361168,28.39
20,267,AVG,EQ,144743,69879,48.28
20,268,AVONMORE,EQ,114849,58286,50.75
20,269,AVROIND,EQ,16317,9083,55.67
20,270,AVTNPL,EQ,1196996,583362,48.74
20,271,AWHCL,EQ,174835,71425,40.85
20,272,AWL,EQ,3843900,1319984,34.34
20,273,AXISBANK,EQ,4083732,2258877,55.31
20,274,AXISBNKETF,EQ,2360,1211,51.31
20,275,AXISBPSETF,EQ,28956,19309,66.68
20,276,AXISCADES,EQ,76072,34125,44.86
20,277,AXISCETF,EQ,2708,1596,58.94
20,278,AXISGOLD,EQ,72647,56667,78.00
20,279,AXISHCETF,EQ,4226,3491,82.61
20,280,AXISILVER,EQ,22837,20084,87.95
20,281,AXISNIFTY,EQ,6854,4460,65.07
20,282,AXISTECETF,EQ,2068,980,47.39
20,283,AXITA,EQ,3045706,1202884,39.49
20,284,AXSENSEX,EQ,2131,1550,72.74
20,285,AYMSYNTEX,EQ,27846,20743,74.49
20,286,AZAD,EQ,762525,415344,54.47
20,287,BABAFP,SM,44800,32000,71.43
20,288,BAGFILMS,EQ,1343435,543067,40.42
20,289,BAHETI,SM,6750,6000,88.89
20,290,BAJAJ-AUTO,EQ,253274,84938,33.54
20,291,BAJAJCON,EQ,1508686,855047,56.67
20,292,BAJAJELEC,EQ,34648,17919,51.72
20,293,BAJAJFINSV,EQ,692280,403683,58.31
20,294,BAJAJHCARE,EQ,51111,27946,54.68
20,295,BAJAJHIND,EQ,8071505,4483012,55.54
20,296,BAJAJHLDNG,EQ,17080,4896,28.67
20,297,BAJFINANCE,EQ,331489,112857,34.05
20,298,BALAJITELE,EQ,246469,123415,50.07
20,299,BALAMINES,EQ,237557,64527,27.16
20,300,BALAXI,EQ,3890,2521,64.81
20,301,BALKRISHNA,EQ,48861,27171,55.61
20,302,BALKRISIND,EQ,119304,47864,40.12
20,303,BALMLAWRIE,EQ,1442212,389166,26.98
20,304,BALPHARMA,EQ,24737,14957,60.46
20,305,BALRAMCHIN,EQ,3344980,1408317,42.10
20,306,BANARBEADS,EQ,11832,5676,47.97
20,307,BANARISUG,EQ,687,513,74.67
20,308,BANCOINDIA,EQ,179852,93505,51.99
20,309,BANDHANBNK,EQ,6663982,2429974,36.46
20,310,BANKA,EQ,1282241,387362,30.21
20,311,BANKBARODA,EQ,13199707,4910740,37.20
20,312,BANKBEES,EQ,316307,170259,53.83
20,313,BANKETF,EQ,1317,1056,80.18
20,314,BANKIETF,EQ,782840,688187,87.91
20,315,BANKINDIA,EQ,16485079,10119090,61.38
20,316,BANSWRAS,EQ,76845,43889,57.11
20,317,BARBEQUE,EQ,30473,11385,37.36
20,318,BASF,EQ,11625,6558,56.41
20,319,BASILIC,SM,111600,81600,73.12
20,320,BASML,EQ,85511,59538,69.63
20,321,BATAINDIA,EQ,234872,109959,46.82
20,322,BAYERCROP,EQ,39511,24181,61.20
20,323,BBETF0432,EQ,1318,1204,91.35
20,324,BBL,EQ,37684,14858,39.43
20,325,BBNPPGOLD,EQ,1003325,1003164,99.98
20,326,BBTC,EQ,456619,122528,26.83
20,327,BBTCL,EQ,5747,3124,54.36
20,328,BCG,EQ,22469646,8859347,39.43
20,329,BCLIND,EQ,685620,354568,51.71
20,330,BDL,EQ,487179,129411,26.56
20,331,BECTORFOOD,EQ,128741,69534,54.01
20,332,BEDMUTHA,EQ,150874,105667,70.04
20,333,BEL,EQ,18008785,10285339,57.11
20,334,BEML,EQ,173851,36144,20.79
20,335,BEPL,EQ,1573379,694088,44.11
20,336,BERGEPAINT,EQ,631961,302133,47.81
20,337,BETA,SM,8000,5000,62.50
20,338,BEWLTD,SM,375,375,100.00
20,339,BFINVEST,EQ,63681,24024,37.73
20,340,BFSI,EQ,516466,503753,97.54
20,341,BFUTILITIE,EQ,151494,71023,46.88
20,342,BGRENERGY,EQ,1585015,658274,41.53
20,343,BHAGCHEM,EQ,2612,1952,74.73
20,344,BHAGERIA,EQ,22680,12289,54.18
20,345,BHAGYANGR,EQ,454959,161540,35.51
20,346,BHARATFORG,EQ,609955,191605,31.41
20,347,BHARATGEAR,EQ,49792,35150,70.59
20,348,BHARATRAS,EQ,1834,729,39.75
20,349,BHARATWIRE,EQ,261745,161524,61.71
20,350,BHARTIARTL,EQ,3804406,2188481,57.52
20,351,BHEL,EQ,75665268,19653594,25.97
20,352,BIGBLOC,EQ,78085,42186,54.03
20,353,BIKAJI,EQ,145982,62147,42.57
20,354,BIOCON,EQ,7038993,3082588,43.79
20,355,BIOFILCHEM,EQ,48378,30089,62.20
20,356,BIRET,RR,96245,81051,84.21
20,357,BIRLACABLE,EQ,57348,34656,60.43
20,358,BIRLACORPN,EQ,201822,75589,37.45
20,359,BIRLAMONEY,EQ,5657239,1136667,20.09
20,360,BLAL,EQ,310431,142527,45.91
20,361,BLBLIMITED,EQ,174481,136913,78.47
20,362,BLISSGVS,EQ,288571,164725,57.08
20,363,BLKASHYAP,EQ,2870722,1197901,41.73
20,364,BLS,EQ,4374515,1097744,25.09
20,365,BLUEDART,EQ,5155,2656,51.52
20,366,BLUEJET,EQ,235647,155392,65.94
20,367,BLUESTARCO,EQ,108660,66641,61.33
20,368,BMETRICS,SM,11600,10400,89.66
20,369,BODALCHEM,EQ,1368175,660549,48.28
20,370,BOMDYEING,EQ,1899153,906541,47.73
20,371,BOROLTD,EQ,54597,29839,54.65
20,372,BORORENEW,EQ,216085,113426,52.49
20,373,BOSCHLTD,EQ,19391,6204,31.99
20,374,BPCL,EQ,3503144,1418988,40.51
20,375,BRIGADE,EQ,259042,119300,46.05
20,376,BRIGHT,ST,219000,186000,84.93
20,377,BRITANNIA,EQ,130032,47714,36.69
20,378,BRITANNIA,N3,2536,1962,77.37
20,379,BRNL,EQ,783244,296979,37.92
20,380,BROOKS,EQ,80168,52528,65.52
20,381,BSE,EQ,488056,215297,44.11
20,382,BSE500IETF,EQ,229450,169410,73.83
20,383,BSHSL,EQ,10927,7048,64.50
20,384,BSL,EQ,13023,7234,55.55
20,385,BSLGOLDETF,EQ,20300,9221,45.42
20,386,BSLNIFTY,EQ,218803,162871,74.44
20,387,BSLSENETFG,EQ,1091,997,91.38
20,388,BSOFT,EQ,2508444,834900,33.28
20,389,BTML,EQ,189713,76958,40.57
20,390,BUTTERFLY,EQ,11570,6403,55.34
20,391,CADSYS,SM,13000,12000,92.31
20,392,CAMLINFINE,EQ,467775,263733,56.38
20,393,CAMPUS,EQ,887572,452438,50.97
20,394,CAMS,EQ,66066,35711,54.05
20,395,CANARYS,SM,132000,104000,78.79
20,396,CANBK,EQ,4340269,1574971,36.29
20,397,CANFINHOME,EQ,474059,253105,53.39
20,398,CANTABIL,EQ,162065,67368,41.57
20,399,CAPACITE,EQ,1180472,435509,36.89
20,400,CAPLIPOINT,EQ,313018,113591,36.29
20,401,CAPTRUST,EQ,312782,114438,36.59
20,402,CARBORUNIV,EQ,48609,22232,45.74
20,403,CAREERP,EQ,32946,20841,63.26
20,404,CARERATING,EQ,61992,38538,62.17
20,405,CARTRADE,EQ,65017,24589,37.82
20,406,CARYSIL,EQ,76249,42670,55.96
20,407,CASTROLIND,EQ,28004549,7702484,27.50
20,408,CBAZAAR,SM,48000,48000,100.00
20,409,CCHHL,EQ,741747,415080,55.96
20,410,CCL,EQ,135892,87702,64.54
20,411,CDSL,EQ,454570,238908,52.56
20,412,CEATLTD,EQ,80911,34198,42.27
20,413,CELLECOR,SM,186000,116400,62.58
20,414,CELLO,EQ,194900,114523,58.76
20,415,CELLPOINT,SM,30000,22800,76.00
20,416,CENTENKA,EQ,37981,21413,56.38
20,417,CENTEXT,EQ,664000,412030,62.05
20,418,CENTRALBK,EQ,14747454,4500435,30.52
20,419,CENTRUM,EQ,1989295,952912,47.90
20,420,CENTUM,EQ,36102,18834,52.17
20,421,CENTURYPLY,EQ,317997,128478,40.40
20,422,CENTURYTEX,EQ,479572,212731,44.36
20,423,CERA,EQ,22294,15316,68.70
20,424,CESC,EQ,16092130,5554482,34.52
20,425,CGCL,EQ,39942,29464,73.77
20,426,CGPOWER,EQ,552939,326539,59.06
20,427,CHALET,EQ,188557,88800,47.09
20,428,CHAMBLFERT,EQ,3629242,1057558,29.14
20,429,CHAVDA,SM,62000,46000,74.19
20,430,CHEMBOND,EQ,68167,31196,45.76
20,431,CHEMCON,EQ,170904,75674,44.28
20,432,CHEMFAB,EQ,14194,7177,50.56
20,433,CHEMPLASTS,EQ,114011,57207,50.18
20,434,CHENNPETRO,EQ,634118,221007,34.85
20,435,CHEVIOT,EQ,7231,3924,54.27
20,436,CHOICEIN,EQ,613292,60771,9.91
20,437,CHOLAFIN,EQ,726699,345446,47.54
20,438,CHOLAFIN,N1,210,210,100.00
20,439,CHOLAFIN,NB,416,416,100.00
20,440,CHOLAFIN,NC,25,25,100.00
20,441,CHOLAFIN,ND,16,16,100.00
20,442,CHOLAFIN,NG,10,10,100.00
20,443,CHOLAHLDNG,EQ,448796,160965,35.87
20,444,CIEINDIA,EQ,1838941,716856,38.98
20,445,CIGNITITEC,EQ,117433,65698,55.95
20,446,CIPLA,EQ,343584,131258,38.20
20,447,CLEAN,EQ,488216,184703,37.83
20,448,CLEDUCATE,EQ,109901,61502,55.96
20,449,CLOUD,SM,676000,453000,67.01
20,450,CLSEL,EQ,484308,168247,34.74
20,451,CLSL,SM,42000,32000,76.19
20,452,CMNL,SM,99000,75000,75.76
20,453,CMRSL,SM,8000,5600,70.00
20,454,CMSINFO,EQ,228752,135977,59.44
20,455,COALINDIA,EQ,11124690,3415755,30.70
20,456,COASTCORP,EQ,139861,82788,59.19
20,457,COCHINSHIP,EQ,1408663,469327,33.32
20,458,COFFEEDAY,EQ,5445302,1899892,34.89
20,459,COFORGE,EQ,183642,90994,49.55
20,460,COLPAL,EQ,357687,174305,48.73
20,461,COMMITTED,SM,54400,49600,91.18
20,462,COMMOIETF,EQ,77739,73175,94.13
20,463,CONCOR,EQ,759906,306396,40.32
20,464,CONCORDBIO,EQ,53612,26958,50.28
20,465,CONFIPET,EQ,883429,520119,58.88
20,466,CONSOFINVT,EQ,37849,23606,62.37
20,467,CONSUMBEES,EQ,33003,26451,80.15
20,468,CONSUMIETF,EQ,4689,3661,78.08
20,469,CONTROLPR,EQ,56523,28974,51.26
20,470,COOLCAPS,SM,3750,3500,93.33
20,471,CORALFINAC,EQ,148252,88133,59.45
20,472,CORDSCABLE,EQ,30760,20106,65.36
20,473,COROMANDEL,EQ,181841,50930,28.01
20,474,COSMOFIRST,EQ,99334,54011,54.37
20,475,CPS,SM,6000,4800,80.00
20,476,CPSEETF,EQ,1425698,1093953,76.73
20,477,CRAFTSMAN,EQ,13491,6537,48.45
20,478,CRAYONS,SM,46000,28000,60.87
20,479,CREATIVE,EQ,180878,50581,27.96
20,480,CREATIVEYE,EQ,3690,3690,100.00
20,481,CREDITACC,EQ,143057,101318,70.82
20,482,CREDITACC,N1,58,58,100.00
20,483,CREDITACC,N4,3000,3000,100.00
20,484,CREDITACC,N6,257,257,100.00
20,485,CREDITACC,ND,164,164,100.00
20,486,CREST,EQ,50828,30380,59.77
20,487,CRISIL,EQ,18474,10708,57.96
20,488,CROMPTON,EQ,2198792,760523,34.59
20,489,CSBBANK,EQ,182117,106906,58.70
20,490,CSLFINANCE,EQ,42705,21507,50.36
20,491,CTE,EQ,38839,25736,66.26
20,492,CUB,EQ,4698244,2119040,45.10
20,493,CUMMINSIND,EQ,231172,107317,46.42
20,494,CYBERMEDIA,EQ,77035,46117,59.86
20,495,CYBERTECH,EQ,196755,77463,39.37
20,496,CYIENT,EQ,140667,60757,43.19
20,497,CYIENTDLM,EQ,113261,55992,49.44
20,498,DABUR,EQ,1417550,471080,33.23
20,499,DALBHARAT,EQ,802488,348328,43.41
20,500,DALMIASUG,EQ,149501,49099,32.84
20,501,DAMODARIND,EQ,31974,24201,75.69
20,502,DATAMATICS,EQ,240815,74674,31.01
20,503,DATAPATTNS,EQ,404794,311117,76.86
20,504,DBCORP,EQ,147262,79419,53.93
20,505,DBL,EQ,400706,195514,48.79
20,506,DBOL,EQ,163528,77892,47.63
20,507,DBREALTY,EQ,1092731,550342,50.36
20,508,DCAL,EQ,3335175,899947,26.98
20,509,DCBBANK,EQ,24454253,7972264,32.60
20,510,DCM,EQ,47695,32767,68.70
20,511,DCMNVL,EQ,50379,39005,77.42
20,512,DCMSHRIRAM,EQ,132595,88917,67.06
20,513,DCMSRIND,EQ,146379,81860,55.92
20,514,DCW,EQ,3032516,1465219,48.32
20,515,DCXINDIA,EQ,285723,110517,38.68
20,516,DECCANCE,EQ,23072,12964,56.19
20,517,DEEPAKFERT,EQ,1506451,579100,38.44
20,518,DEEPAKNTR,EQ,499429,131065,26.24
20,519,DEEPENR,EQ,34989,17742,50.71
20,520,DEEPINDS,EQ,155570,62771,40.35
20,521,DELHIVERY,EQ,644267,324372,50.35
20,522,DELPHIFX,EQ,85436,67341,78.82
20,523,DELTACORP,EQ,16591005,6019024,36.28
20,524,DELTAMAGNT,EQ,9999,6515,65.16
20,525,DEN,EQ,2742019,1093291,39.87
20,526,DENEERS,SM,20400,14400,70.59
20,527,DENORA,EQ,22084,12451,56.38
20,528,DENTALKART,SM,8500,5500,64.71
20,529,DEVYANI,EQ,1006774,584998,58.11
20,530,DGCONTENT,EQ,18799,15188,80.79
20,531,DHAMPURSUG,EQ,1834544,523703,28.55
20,532,DHANBANK,EQ,2513058,1175936,46.79
20,533,DHANI,EQ,1126165,598921,53.18
20,534,DHANILOANS,N6,85,85,100.00
20,535,DHANILOANS,N8,899,899,100.00
20,536,DHANILOANS,NO,10,10,100.00
20,537,DHANILOANS,NU,24,24,100.00
20,538,DHANILOANS,NX,1,1,100.00
20,539,DHANILOANS,Y5,110,110,100.00
20,540,DHANUKA,EQ,67758,34859,51.45
20,541,DHARMAJ,EQ,238749,112943,47.31
20,542,DHRUV,EQ,19838,14718,74.19
20,543,DHUNINV,EQ,3183,2047,64.31
20,544,DIAMINESQ,EQ,17537,9656,55.06
20,545,DIAMONDYD,EQ,122476,65343,53.35
20,546,DICIND,EQ,1446,1166,80.64
20,547,DIGIKORE,SM,40000,32000,80.00
20,548,DIGISPICE,EQ,112814,68915,61.09
20,549,DIL,EQ,1856296,1570799,84.62
20,550,DISHTV,EQ,42163867,15012121,35.60
20,551,DIVGIITTS,EQ,17091,9561,55.94
20,552,DIVISLAB,EQ,240126,98442,41.00
20,553,DIVOPPBEES,EQ,50586,38385,75.88
20,554,DIXON,EQ,268871,124734,46.39
