Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,01012025,782413376,0002609
Trade Date <01-JAN-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,2252,SRGHFL,EQ,5011,3234,64.54
20,2253,SRHHYPOLTD,EQ,29068,11044,37.99
20,2254,SRIVASAVI,SM,12000,9000,75.00
20,2255,SRM,EQ,54413,26240,48.22
20,2256,SSDL,EQ,56691,21838,38.52
20,2257,SSEGL,ST,20400,19200,94.12
20,2258,SSFL,ST,7000,6000,85.71
20,2259,SSWL,EQ,713309,110566,15.50
20,2260,STANLEY,EQ,35829,15215,42.47
20,2261,STAR,EQ,3458627,730306,21.12
20,2262,STARCEMENT,EQ,941172,281361,29.89
20,2263,STARHEALTH,EQ,289465,123468,42.65
20,2264,STARPAPER,EQ,16505,7078,42.88
20,2265,STARTECK,EQ,9555,4910,51.39
20,2266,STCINDIA,EQ,71330,29378,41.19
20,2267,STEELCAS,EQ,2642,1360,51.48
20,2268,STEELCITY,EQ,33994,19054,56.05
20,2269,STEELXIND,EQ,728183,481285,66.09
20,2270,STEL,EQ,4561,3033,66.50
20,2271,STERTOOLS,EQ,350356,116999,33.39
20,2272,STLTECH,EQ,477354,197502,41.37
20,2273,STOVEKRAFT,EQ,46025,18666,40.56
20,2274,STYLAMIND,EQ,69446,30074,43.31
20,2275,STYLEBAAZA,EQ,115938,56172,48.45
20,2276,STYRENIX,EQ,30171,14734,48.83
20,2277,SUBEXLTD,EQ,5538543,1440909,26.02
20,2278,SUBROS,EQ,23410,11271,48.15
20,2279,SUDARSCHEM,EQ,47546,23563,49.56
20,2280,SUKHJITS,EQ,3678,1967,53.48
20,2281,SULA,EQ,93569,35636,38.09
20,2282,SUMICHEM,EQ,130920,72038,55.02
20,2283,SUMMITSEC,EQ,6371,3458,54.28
20,2284,SUNCLAY,EQ,4566,2883,63.14
20,2285,SUNDARAM,EQ,467915,375843,80.32
20,2286,SUNDARMFIN,EQ,35109,16987,48.38
20,2287,SUNDARMHLD,EQ,45241,23025,50.89
20,2288,SUNDRMFAST,EQ,83788,49863,59.51
20,2289,SUNLITE,SM,12000,10800,90.00
20,2290,SUNPHARMA,EQ,1338092,699316,52.26
20,2291,SUNTECK,EQ,69163,32945,47.63
20,2292,SUNTV,EQ,201022,31351,15.60
20,2293,SUPERHOUSE,EQ,4023,2543,63.21
20,2294,SUPRAJIT,EQ,40925,20400,49.85
20,2295,SUPREMEIND,EQ,244103,210362,86.18
20,2296,SUPREMEPWR,ST,36000,31500,87.50
20,2297,SUPRIYA,EQ,415322,166474,40.08
20,2298,SURAJEST,EQ,15990,8770,54.85
20,2299,SURAKSHA,EQ,236740,77298,32.65
20,2300,SURANAT&P,EQ,90358,49378,54.65
20,2301,SURANI,ST,5600,5400,96.43
20,2302,SURYALAXMI,EQ,18900,7727,40.88
20,2303,SURYAROSNI,EQ,835723,298403,35.71
20,2304,SURYODAY,EQ,205238,102810,50.09
20,2305,SUTLEJTEX,EQ,91003,38358,42.15
20,2306,SUVEN,EQ,238050,106835,44.88
20,2307,SUVENPHAR,EQ,855007,314118,36.74
20,2308,SUVIDHAA,EQ,552450,297081,53.78
20,2309,SUYOG,EQ,19847,8497,42.81
20,2310,SUZLON,EQ,62229972,20930646,33.63
20,2311,SWANENERGY,EQ,1926380,454888,23.61
20,2312,SWARAJ,ST,7500,7000,93.33
20,2313,SWARAJENG,EQ,3315,1850,55.81
20,2314,SWASTIK,SM,6000,6000,100.00
20,2315,SWELECTES,EQ,22954,11225,48.90
20,2316,SWIGGY,EQ,4500187,705092,15.67
20,2317,SWSOLAR,EQ,826494,364627,44.12
20,2318,SYLVANPLY,SM,6000,6000,100.00
20,2319,SYMPHONY,EQ,54025,23560,43.61
20,2320,SYNCOMF,EQ,2539057,1091584,42.99
20,2321,SYNGENE,EQ,741531,474313,63.96
20,2322,SYRMA,EQ,5396426,861178,15.96
20,2323,SYSTANGO,SM,28800,23200,80.56
20,2324,TAC,ST,4000,4000,100.00
20,2325,TAINWALCHM,EQ,1496,940,62.83
20,2326,TAJGVK,EQ,3593262,894728,24.90
20,2327,TAKE,EQ,101410,66036,65.12
20,2328,TALBROAUTO,EQ,61696,31213,50.59
20,2329,TANLA,EQ,26072951,929623,3.57
20,2330,TAPIFRUIT,SM,3000,3000,100.00
20,2331,TARACHAND,EQ,854580,315077,36.87
20,2332,TARC,EQ,193020,85033,44.05
20,2333,TARMAT,EQ,28924,11409,39.44
20,2334,TARSONS,EQ,19862,10456,52.64
20,2335,TASTYBITE,EQ,1237,700,56.59
20,2336,TATACHEM,EQ,630282,234828,37.26
20,2337,TATACOMM,EQ,115875,48582,41.93
20,2338,TATACONSUM,EQ,641424,342590,53.41
20,2339,TATAELXSI,EQ,91883,33253,36.19
20,2340,TATAGOLD,EQ,2560137,1674216,65.40
20,2341,TATAINVEST,EQ,40662,11172,27.48
20,2342,TATAMOTORS,EQ,7792251,2687348,34.49
20,2343,TATAPOWER,EQ,4404708,2024886,45.97
20,2344,TATASTEEL,EQ,18169498,7838300,43.14
20,2345,TATATECH,EQ,438587,188385,42.95
20,2346,TATSILV,EQ,759454,719990,94.80
20,2347,TATVA,EQ,26726,17376,65.02
20,2348,TBI,ST,7800,7800,100.00
20,2349,TBOTEK,EQ,81691,30923,37.85
20,2350,TBZ,EQ,303904,116140,38.22
20,2351,TCHF30,NB,50,50,100.00
20,2352,TCI,EQ,28047,9737,34.72
20,2353,TCIEXP,EQ,11760,7356,62.55
20,2354,TCL,SM,17600,12800,72.73
20,2355,TCLCONS,EQ,338144,150080,44.38
20,2356,TCPLPACK,EQ,758,316,41.69
20,2357,TCS,EQ,763161,369867,48.47
20,2358,TDPOWERSYS,EQ,334889,223692,66.80
20,2359,TEAMLEASE,EQ,9410,4036,42.89
20,2360,TECH,EQ,2268,2083,91.84
20,2361,TECHERA,ST,126400,126400,100.00
20,2362,TECHLABS,ST,99750,96125,96.37
20,2363,TECHM,EQ,721479,323173,44.79
20,2364,TECHNOE,EQ,660930,149739,22.66
20,2365,TEGA,EQ,18988,7968,41.96
20,2366,TEJASNET,EQ,399734,176198,44.08
20,2367,TEXINFRA,EQ,194435,82499,42.43
20,2368,TEXMOPIPES,EQ,41086,18932,46.08
20,2369,TEXRAIL,EQ,1316097,459882,34.94
20,2370,TFCILTD,EQ,189754,80025,42.17
20,2371,TGBHOTELS,EQ,31824,24790,77.90
20,2372,TGL,ST,18800,16800,89.36
20,2373,THANGAMAYL,EQ,14018,6148,43.86
20,2374,THEINVEST,EQ,13167,5447,41.37
20,2375,THEJO,EQ,3025,1812,59.90
20,2376,THEMISMED,EQ,40663,26348,64.80
20,2377,THERMAX,EQ,74475,32839,44.09
20,2378,THESL,ST,15000,15000,100.00
20,2379,THOMASCOOK,EQ,383367,181159,47.25
20,2380,THYROCARE,EQ,10832,6356,58.68
20,2381,TI,EQ,567601,236949,41.75
20,2382,TIIL,EQ,7133,3891,54.55
20,2383,TIINDIA,EQ,54944,24750,45.05
20,2384,TIMETECHNO,EQ,905739,200558,22.14
20,2385,TIMKEN,EQ,105998,68642,64.76
20,2386,TIPSMUSIC,EQ,321646,186874,58.10
20,2387,TIRUMALCHM,EQ,213921,101905,47.64
20,2388,TIRUPATI,SM,12500,10250,82.00
20,2389,TITAGARH,EQ,995689,275150,27.63
20,2390,TITAN,EQ,357376,195460,54.69
20,2391,TMB,EQ,23605,14187,60.10
20,2392,TNIDETF,EQ,26306,20367,77.42
20,2393,TNPETRO,EQ,41610,19725,47.40
20,2394,TNPL,EQ,540783,124129,22.95
20,2395,TOKYOPLAST,EQ,10582,5555,52.49
20,2396,TOLINS,EQ,164276,66718,40.61
20,2397,TOP100CASE,EQ,180448,158020,87.57
20,2398,TOP10ADD,EQ,18328,13831,75.46
20,2399,TORNTPHARM,EQ,174032,92288,53.03
20,2400,TORNTPOWER,EQ,535228,266630,49.82
20,2401,TOTAL,EQ,7385,3474,47.04
20,2402,TOUCHWOOD,EQ,6990,4822,68.98
20,2403,TPLPLASTEH,EQ,149575,29660,19.83
20,2404,TRACXN,EQ,311801,184244,59.09
20,2405,TRANSRAILL,EQ,2521127,738915,29.31
20,2406,TRANSTEEL,ST,78000,74000,94.87
20,2407,TRANSWORLD,EQ,42804,17242,40.28
20,2408,TREJHARA,EQ,9822,7302,74.34
20,2409,TREL,EQ,232710,108364,46.57
20,2410,TRENT,EQ,412650,146705,35.55
20,2411,TRF,EQ,15112,7597,50.27
20,2412,TRIDENT,EQ,5252775,1160527,22.09
20,2413,TRIDHYA,SM,3000,3000,100.00
20,2414,TRIGYN,EQ,122731,44914,36.60
20,2415,TRITURBINE,EQ,282573,101766,36.01
20,2416,TRIVENI,EQ,1506026,264332,17.55
20,2417,TROM,SM,24000,18600,77.50
20,2418,TRUST,SM,45600,22800,50.00
20,2419,TTKHLTCARE,EQ,725,387,53.38
20,2420,TTKPRESTIG,EQ,9714,4417,45.47
20,2421,TTML,EQ,4736167,890605,18.80
20,2422,TUNWAL,SM,148000,102000,68.92
20,2423,TVSELECT,EQ,156535,59224,37.83
20,2424,TVSHLTD,EQ,124434,53116,42.69
20,2425,TVSMOTOR,EQ,330907,122619,37.06
20,2426,TVSSCS,EQ,292144,109828,37.59
20,2427,TVSSRICHAK,EQ,1292,824,63.78
20,2428,TVTODAY,EQ,91223,45456,49.83
20,2429,UBL,EQ,164563,51018,31.00
20,2430,UCOBANK,EQ,2797343,889427,31.80
20,2431,UDAICEMENT,EQ,141424,71567,50.60
20,2432,UDS,EQ,144190,84484,58.59
20,2433,UFLEX,EQ,47935,21729,45.33
20,2434,UFO,EQ,28217,16471,58.37
20,2435,UGARSUGAR,EQ,368862,166853,45.23
20,2436,UGROCAP,EQ,62438,36755,58.87
20,2437,UHTL,ST,144000,134000,93.06
20,2438,UJJIVANSFB,EQ,4011301,1971595,49.15
20,2439,ULTRACEMCO,EQ,107951,42274,39.16
20,2440,UMA,SM,368000,232000,63.04
20,2441,UMAEXPORTS,EQ,127444,41280,32.39
20,2442,UMESLTD,EQ,17036,13887,81.52
20,2443,UNICHEMLAB,EQ,16066,8594,53.49
20,2444,UNIDT,EQ,14335,9871,68.86
20,2445,UNIECOM,EQ,412819,113696,27.54
20,2446,UNIENTER,EQ,14773,6929,46.90
20,2447,UNIHEALTH,SM,14000,10000,71.43
20,2448,UNIINFO,EQ,11936,4957,41.53
20,2449,UNILEX,SM,36800,36800,100.00
20,2450,UNIMECH,EQ,4977937,826645,16.61
20,2451,UNIONBANK,EQ,8788317,3735412,42.50
20,2452,UNIPARTS,EQ,21137,10037,47.49
20,2453,UNITDSPR,EQ,433570,123776,28.55
20,2454,UNITEDTEA,EQ,160175,50754,31.69
20,2455,UNIVASTU,EQ,377293,144734,38.36
20,2456,UNIVCABLES,EQ,47272,19831,41.95
20,2457,UNOMINDA,EQ,215442,112626,52.28
20,2458,UPL,EQ,588602,261159,44.37
20,2459,UPLPP,E1,240992,201070,83.43
20,2460,URAVI,EQ,972,552,56.79
20,2461,URBAN,ST,2800,2800,100.00
20,2462,USHAFIN,SM,10400,7200,69.23
20,2463,USHAMART,EQ,382882,126661,33.08
20,2464,USK,EQ,203957,111975,54.90
20,2465,UTIAMC,EQ,196319,110881,56.48
20,2466,UTIBANKETF,EQ,49234,43470,88.29
20,2467,UTINEXT50,EQ,39498,29738,75.29
20,2468,UTINIFTETF,EQ,8427,7048,83.64
20,2469,UTISENSETF,EQ,1802,932,51.72
20,2470,UTISXN50,EQ,1417,1351,95.34
20,2471,UTKARSHBNK,EQ,1173854,499721,42.57
20,2472,UTSSAV,ST,13200,13200,100.00
20,2473,UTTAMSUGAR,EQ,43940,14595,33.22
20,2474,UWCSL,ST,1000,1000,100.00
20,2475,UYFINCORP,EQ,49996,29868,59.74
20,2476,VADILALIND,EQ,2058,1043,50.68
20,2477,VAIBHAVGBL,EQ,443600,182513,41.14
20,2478,VAKRANGEE,EQ,6898746,2415324,35.01
20,2479,VAL30IETF,EQ,39342,21632,54.98
20,2480,VALIANTLAB,EQ,39220,21686,55.29
20,2481,VALIANTORG,EQ,24094,12148,50.42
20,2482,VARDHACRLC,EQ,42215,20204,47.86
20,2483,VARROC,EQ,143062,41872,29.27
20,2484,VASA,SM,4000,4000,100.00
20,2485,VASCONEQ,EQ,570174,250313,43.90
20,2486,VBL,EQ,2625048,1491166,56.81
20,2487,VDEAL,SM,28800,27600,95.83
20,2488,VEDL,EQ,5403126,2260473,41.84
20,2489,VEEDOL,EQ,10542,6679,63.36
20,2490,VEEKAYEM,ST,5500,5500,100.00
20,2491,VELS,SM,1200,1200,100.00
20,2492,VENKEYS,EQ,30266,14569,48.14
20,2493,VENTIVE,EQ,548645,231422,42.18
20,2494,VENUSPIPES,EQ,71100,16776,23.59
20,2495,VENUSREM,EQ,15551,8650,55.62
20,2496,VERANDA,EQ,27770,17438,62.79
20,2497,VERITAAS,SM,4800,3600,75.00
20,2498,VERTOZ,EQ,1079475,683319,63.30
20,2499,VESUVIUS,EQ,9564,5574,58.28
20,2500,VGUARD,EQ,1869368,246410,13.18
20,2501,VHL,EQ,752,409,54.39
20,2502,VIAZ,SM,6000,6000,100.00
20,2503,VIDHIING,EQ,24200,11552,47.74
20,2504,VIESL,SM,128800,73600,57.14
20,2505,VIJAYA,EQ,72172,26874,37.24
20,2506,VIKASECO,EQ,7462449,2996751,40.16
20,2507,VIKASLIFE,EQ,2498045,1519851,60.84
20,2508,VILAS,ST,17500,17000,97.14
20,2509,VILINBIO,SM,12000,8000,66.67
20,2510,VIMTALABS,EQ,60883,20934,34.38
20,2511,VINATIORGA,EQ,13093,5293,40.43
20,2512,VINCOFE,EQ,372027,219295,58.95
20,2513,VINDHYATEL,EQ,10929,5770,52.80
20,2514,VINEETLAB,EQ,16880,8188,48.51
20,2515,VINSYS,SM,4000,4000,100.00
20,2516,VINYAS,ST,2400,2200,91.67
20,2517,VINYLINDIA,EQ,6611,3624,54.82
20,2518,VIPCLOTHNG,EQ,828322,598757,72.29
20,2519,VIPIND,EQ,262108,182215,69.52
20,2520,VIRINCHI,EQ,171150,107940,63.07
20,2521,VISAKAIND,EQ,83045,46523,56.02
20,2522,VISHNU,EQ,33955,19350,56.99
20,2523,VISHNUINFR,ST,4500,4500,100.00
20,2524,VISHWARAJ,EQ,557858,256274,45.94
20,2525,VISHWAS,SM,11200,6400,57.14
20,2526,VITAL,SM,9600,8400,87.50
20,2527,VIVIANA,ST,5875,5625,95.74
20,2528,VIVIDHA,EQ,289036,246745,85.37
20,2529,VIVO,SM,1600,1600,100.00
20,2530,VLEGOV,EQ,1293664,819310,63.33
20,2531,VLINFRA,ST,13500,13500,100.00
20,2532,VLSFINANCE,EQ,18240,8389,45.99
20,2533,VMARCIND,ST,33250,32500,97.74
20,2534,VMART,EQ,20683,12511,60.49
20,2535,VMM,EQ,11689297,4349342,37.21
20,2536,VOLTAMP,EQ,19834,6539,32.97
20,2537,VOLTAS,EQ,831427,322787,38.82
20,2538,VPRPL,EQ,493007,167953,34.07
20,2539,VR,ST,3600,3600,100.00
20,2540,VRAJ,EQ,53959,23011,42.65
20,2541,VRLLOG,EQ,42212,18481,43.78
20,2542,VSSL,EQ,39063,18958,48.53
20,2543,VSTIND,EQ,136975,60758,44.36
20,2544,VSTL,EQ,19581,12223,62.42
20,2545,VSTTILLERS,EQ,21651,9163,42.32
20,2546,VTL,EQ,185598,129337,69.69
20,2547,WAAREEENER,EQ,833148,171348,20.57
20,2548,WABAG,EQ,296793,95622,32.22
20,2549,WALCHANNAG,EQ,597991,188072,31.45
20,2550,WALPAR,SM,8000,8000,100.00
20,2551,WANBURY,EQ,299393,159782,53.37
20,2552,WCIL,EQ,272693,117591,43.12
20,2553,WEIZMANIND,EQ,6873,3462,50.37
20,2554,WEL,EQ,781480,300392,38.44
20,2555,WELCORP,EQ,138440,67763,48.95
20,2556,WELENT,EQ,129951,62764,48.30
20,2557,WELINV,EQ,1226,910,74.23
20,2558,WELSPUNLIV,EQ,1785947,439322,24.60
20,2559,WENDT,EQ,459,362,78.87
20,2560,WESTLIFE,EQ,50506,17502,34.65
20,2561,WEWIN,EQ,41261,26030,63.09
20,2562,WHEELS,EQ,32991,18437,55.88
20,2563,WHIRLPOOL,EQ,29114,11085,38.07
20,2564,WILLAMAGOR,EQ,26669,19249,72.18
20,2565,WINDLAS,EQ,52559,29651,56.41
20,2566,WINDMACHIN,EQ,74196,46027,62.03
20,2567,WINSOL,SM,13200,9600,72.73
20,2568,WIPRO,EQ,7878201,3953484,50.18
20,2569,WOCKPHARMA,EQ,253775,101593,40.03
20,2570,WOL3D,SM,2000,2000,100.00
20,2571,WOMANCART,ST,3600,3600,100.00
20,2572,WONDERLA,EQ,178791,91137,50.97
20,2573,WORTH,EQ,708303,166854,23.56
20,2574,WSI,EQ,81114,35644,43.94
20,2575,WSTCSTPAPR,EQ,67595,30736,45.47
20,2576,WTICAB,ST,3500,3500,100.00
20,2577,XCHANGING,EQ,86403,41536,48.07
20,2578,XELPMOC,EQ,19210,10611,55.24
20,2579,XPROINDIA,EQ,48375,21869,45.21
20,2580,XTGLOBAL,EQ,619373,181023,29.23
20,2581,YASHO,EQ,4091,2593,63.38
20,2582,YASHOPTICS,SM,12800,6400,50.00
20,2583,YATHARTH,EQ,332033,192794,58.06
20,2584,YATRA,EQ,192415,95459,49.61
20,2585,YCCL,SM,3000,3000,100.00
20,2586,YESBANK,EQ,51991164,12599771,24.23
20,2587,YUDIZ,SM,2400,2400,100.00
20,2588,YUKEN,EQ,5072,3186,62.82
20,2589,ZAGGLE,EQ,377214,221904,58.83
20,2590,ZEAL,SM,6000,4200,70.00
20,2591,ZEEL,EQ,9718803,2812805,28.94
20,2592,ZEELEARN,EQ,812817,599664,73.78
20,2593,ZEEMEDIA,EQ,1464959,802317,54.77
20,2594,ZENITHDRUG,ST,39200,34400,87.76
20,2595,ZENITHEXPO,EQ,176,99,56.25
20,2596,ZENITHSTL,EQ,74766,51799,69.28
20,2597,ZENSARTECH,EQ,229158,96647,42.17
20,2598,ZENTEC,EQ,240791,77270,32.09
20,2599,ZFCVINDIA,EQ,3073,1640,53.37
20,2600,ZIMLAB,EQ,47211,19010,40.27
20,2601,ZODIAC,EQ,12152,6251,51.44
20,2602,ZODIACLOTH,EQ,11565,3756,32.48
20,2603,ZOMATO,EQ,14417581,5668159,39.31
20,2604,ZOTA,EQ,34782,19852,57.08
20,2605,ZTECH,ST,300,300,100.00
20,2606,ZUARI,EQ,271107,100023,36.89
20,2607,ZUARIIND,EQ,44027,17987,40.85
20,2608,ZYDUSLIFE,EQ,436960,262876,60.16
20,2609,ZYDUSWELL,EQ,23139,3941,17.03
