Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,05022024,2874361421,0002392
Trade Date <05-FEB-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,147,AEROFLEX,EQ,619572,355250,57.34
20,148,AETHER,EQ,74428,39859,53.55
20,149,AFFLE,EQ,624456,392911,62.92
20,150,AGARIND,EQ,59544,21190,35.59
20,151,AGARWALFT,SM,12000,12000,100.00
20,152,AGI,EQ,178004,55465,31.16
20,153,AGNI,ST,55000,55000,100.00
20,154,AGRITECH,EQ,14661,10432,71.15
20,155,AGROPHOS,EQ,3064561,1212587,39.57
20,156,AGUL,SM,4000,4000,100.00
20,157,AHL,EQ,83884,47828,57.02
20,158,AHLADA,EQ,93946,57219,60.91
20,159,AHLEAST,EQ,86250,53206,61.69
20,160,AHLUCONT,EQ,292437,79738,27.27
20,161,AIAENG,EQ,104268,63712,61.10
20,162,AILIMITED,SM,6000,6000,100.00
20,163,AIROLAM,EQ,49828,17525,35.17
20,164,AIRTELPP,E1,213706,147577,69.06
20,165,AISL,SM,12000,10800,90.00
20,166,AJANTPHARM,EQ,129144,101770,78.80
20,167,AJMERA,EQ,164801,58877,35.73
20,168,AKANKSHA,SM,264000,186000,70.45
20,169,AKG,EQ,290041,239056,82.42
20,170,AKSHARCHEM,EQ,16722,10525,62.94
20,171,AKZOINDIA,EQ,23915,13357,55.85
20,172,ALBERTDAVD,EQ,51777,25872,49.97
20,173,ALEMBICLTD,EQ,8030505,2763244,34.41
20,174,ALICON,EQ,17719,7969,44.97
20,175,ALKALI,EQ,44215,24117,54.54
20,176,ALKEM,EQ,305754,90211,29.50
20,177,ALKYLAMINE,EQ,79411,44110,55.55
20,178,ALLCARGO,EQ,1845411,787362,42.67
20,179,ALLETEC,SM,114400,77600,67.83
20,180,ALLSEC,EQ,31433,18609,59.20
20,181,ALPA,EQ,109157,74229,68.00
20,182,ALPHAETF,EQ,134966,105919,78.48
20,183,ALPHAGEO,EQ,58879,30288,51.44
20,184,ALPL30IETF,EQ,118844,93194,78.42
20,185,ALPSINDUS,EQ,121016,108873,89.97
20,186,AMBER,EQ,223640,131187,58.66
20,187,AMBICAAGAR,EQ,54554,37691,69.09
20,188,AMBIKCO,EQ,15354,9811,63.90
20,189,AMBUJACEM,EQ,2366641,819704,34.64
20,190,AMEYA,SM,44000,30000,68.18
20,191,AMIABLE,SM,3200,3200,100.00
20,192,AMIORG,EQ,125685,65326,51.98
20,193,AMJLAND,EQ,427893,231749,54.16
20,194,AMNPLST,EQ,42943,27017,62.91
20,195,AMRUTANJAN,EQ,17966,11256,62.65
20,196,ANANDRATHI,EQ,90330,42112,46.62
20,197,ANANTRAJ,EQ,2413797,1376494,57.03
20,198,ANDHRAPAP,EQ,889582,588885,66.20
20,199,ANDHRSUGAR,EQ,857595,391505,45.65
20,200,ANGELONE,EQ,244132,111237,45.56
20,201,ANLON,SM,6000,4000,66.67
20,202,ANMOL,EQ,2059081,1048174,50.90
20,203,ANNAPURNA,SM,102500,75000,73.17
20,204,ANUP,EQ,18545,6697,36.11
20,205,ANURAS,EQ,96963,47698,49.19
20,206,APARINDS,EQ,115955,48088,41.47
20,207,APCL,EQ,72854,36217,49.71
20,208,APCOTEXIND,EQ,92517,59555,64.37
20,209,APEX,EQ,394242,159019,40.34
20,210,APLAPOLLO,EQ,1413379,1042822,73.78
20,211,APLLTD,EQ,776370,140456,18.09
20,212,APOLLOHOSP,EQ,147909,75104,50.78
20,213,APOLLOPIPE,EQ,61184,31291,51.14
20,214,APOLLOTYRE,EQ,1330649,518175,38.94
20,215,APOLSINHOT,EQ,10540,5762,54.67
20,216,APS,SM,378000,210000,55.56
20,217,APTECHT,EQ,273423,144523,52.86
20,218,APTUS,EQ,417210,210059,50.35
20,219,ARABIAN,SM,52000,52000,100.00
20,220,ARCHIDPLY,EQ,127087,88544,69.67
20,221,ARCHIES,EQ,376667,246595,65.47
20,222,ARE&M,EQ,635018,301469,47.47
20,223,ARENTERP,EQ,27637,18399,66.57
20,224,ARHAM,SM,25000,17000,68.00
20,225,ARIES,EQ,276254,163801,59.29
20,226,ARIHANTACA,SM,31200,24000,76.92
20,227,ARIHANTCAP,EQ,3981072,1887833,47.42
20,228,ARIHANTSUP,EQ,164357,68233,41.52
20,229,ARISTO,SM,126400,76800,60.76
20,230,ARMANFIN,EQ,124509,68477,55.00
20,231,AROGRANITE,EQ,85830,61322,71.45
20,232,ARROWGREEN,EQ,210656,56834,26.98
20,233,ARTEMISMED,EQ,132497,76233,57.54
20,234,ARVIND,EQ,460366,271394,58.95
20,235,ARVINDFASN,EQ,197161,103174,52.33
20,236,ARVSMART,EQ,79926,38959,48.74
20,237,ASAHIINDIA,EQ,257179,138491,53.85
20,238,ASAHISONG,EQ,44934,39578,88.08
20,239,ASAL,EQ,66922,26223,39.18
20,240,ASALCBR,EQ,62889,33659,53.52
20,241,ASCOM,ST,500,500,100.00
20,242,ASHIANA,EQ,1302825,406020,31.16
20,243,ASHIMASYN,EQ,8447407,3123017,36.97
20,244,ASHOKA,EQ,6188676,2155549,34.83
20,245,ASHOKLEY,EQ,56970804,29123896,51.12
20,246,ASIANENE,EQ,78550,53579,68.21
20,247,ASIANPAINT,EQ,923435,550083,59.57
20,248,ASIANTILES,EQ,1098089,604355,55.04
20,249,ASKAUTOLTD,EQ,617512,320821,51.95
20,250,ASMS,EQ,222647,204598,91.89
20,251,ASPINWALL,EQ,60663,27648,45.58
20,252,ASTEC,EQ,41813,21173,50.64
20,253,ASTERDM,EQ,365398,238668,65.32
20,254,ASTRAL,EQ,814203,367783,45.17
20,255,ASTRAMICRO,EQ,1580563,726678,45.98
20,256,ASTRAZEN,EQ,6162,3653,59.28
20,257,ATALREAL,EQ,926444,595879,64.32
20,258,ATAM,EQ,36594,21768,59.49
20,259,ATFL,EQ,16711,11413,68.30
20,260,ATGL,EQ,2482752,1288639,51.90
20,261,ATL,EQ,2294537,1241487,54.11
20,262,ATUL,EQ,30387,13316,43.82
20,263,ATULAUTO,EQ,146974,70558,48.01
20,264,AUBANK,EQ,5678989,2384435,41.99
20,265,AURDIS,SM,6500,5000,76.92
20,266,AUROIMPEX,SM,107200,80000,74.63
20,267,AUROPHARMA,EQ,9198598,5025518,54.63
20,268,AURUMPP,E1,28361,25317,89.27
20,269,AUSOMENT,EQ,42572,23659,55.57
20,270,AUTOAXLES,EQ,17689,12941,73.16
20,271,AUTOBEES,EQ,118157,76079,64.39
20,272,AUTOIETF,EQ,26568,22045,82.98
20,273,AUTOIND,EQ,187249,116638,62.29
20,274,AVADHSUGAR,EQ,222197,87907,39.56
20,275,AVALON,EQ,246743,159021,64.45
20,276,AVANTIFEED,EQ,726730,271285,37.33
20,277,AVG,EQ,74145,55021,74.21
20,278,AVONMORE,EQ,65924,42432,64.37
20,279,AVROIND,EQ,80942,49982,61.75
20,280,AVTNPL,EQ,395774,132734,33.54
20,281,AWHCL,EQ,834722,366069,43.86
20,282,AWL,EQ,1834038,1120444,61.09
20,283,AXISBANK,EQ,12569454,6255483,49.77
20,284,AXISBNKETF,EQ,5982,5568,93.08
20,285,AXISBPSETF,EQ,68741,34176,49.72
20,286,AXISCADES,EQ,46449,21250,45.75
20,287,AXISCETF,EQ,1588,858,54.03
20,288,AXISGOLD,EQ,92443,63356,68.54
20,289,AXISHCETF,EQ,7582,4535,59.81
20,290,AXISILVER,EQ,35550,30347,85.36
20,291,AXISNIFTY,EQ,4435,3414,76.98
20,292,AXISTECETF,EQ,6047,5506,91.05
20,293,AXITA,EQ,3113194,1490795,47.89
20,294,AXSENSEX,EQ,892,382,42.83
20,295,AYMSYNTEX,EQ,35636,22603,63.43
20,296,AZAD,EQ,536826,286230,53.32
20,297,BABAFP,SM,44800,36800,82.14
20,298,BAHETI,SM,93750,80250,85.60
20,299,BAIDFIN,EQ,1114685,338003,30.32
20,300,BAJAJ-AUTO,EQ,252401,112761,44.68
20,301,BAJAJCON,EQ,495371,279534,56.43
20,302,BAJAJELEC,EQ,231284,75750,32.75
20,303,BAJAJFINSV,EQ,2578535,1783676,69.17
20,304,BAJAJHCARE,EQ,115019,60583,52.67
20,305,BAJAJHIND,EQ,92989812,41120772,44.22
20,306,BAJAJHLDNG,EQ,18949,8200,43.27
20,307,BAJEL,EQ,2822537,1265556,44.84
20,308,BAJFINANCE,EQ,1771222,1059976,59.84
20,309,BALAJITELE,EQ,1886081,951257,50.44
20,310,BALAMINES,EQ,81023,42795,52.82
20,311,BALAXI,EQ,4489,2749,61.24
20,312,BALKRISIND,EQ,414992,187429,45.16
20,313,BALMLAWRIE,EQ,1104552,455052,41.20
20,314,BALPHARMA,EQ,125858,92286,73.33
20,315,BALRAMCHIN,EQ,2718537,1101614,40.52
20,316,BANARBEADS,EQ,37314,22569,60.48
20,317,BANARISUG,EQ,3246,1418,43.68
20,318,BANCOINDIA,EQ,296931,120953,40.73
20,319,BANDHANBNK,EQ,12335899,5006787,40.59
20,320,BANKBARODA,EQ,21283536,7002123,32.90
20,321,BANKBEES,EQ,1244789,631770,50.75
20,322,BANKBETF,EQ,7201,4291,59.59
20,323,BANKETF,EQ,5316,3592,67.57
20,324,BANKIETF,EQ,80384,48230,60.00
20,325,BANKINDIA,EQ,72223881,37600880,52.06
20,326,BANSWRAS,EQ,154134,106576,69.15
20,327,BARBEQUE,EQ,202254,58017,28.69
20,328,BASF,EQ,37449,28365,75.74
20,329,BASILIC,SM,100800,62400,61.90
20,330,BASML,EQ,422483,270618,64.05
20,331,BATAINDIA,EQ,381770,148836,38.99
20,332,BAYERCROP,EQ,19572,11512,58.82
20,333,BBETF0432,EQ,10094,9945,98.52
20,334,BBL,EQ,25333,9206,36.34
20,335,BBNPPGOLD,EQ,10848,10792,99.48
20,336,BBOX,EQ,103463,74827,72.32
20,337,BBTC,EQ,85142,33275,39.08
20,338,BBTCL,EQ,22730,14563,64.07
20,339,BCG,EQ,45750918,13422993,29.34
20,340,BCLIND,EQ,1576544,847594,53.76
20,341,BDL,EQ,577547,232581,40.27
20,342,BECTORFOOD,EQ,100469,59135,58.86
20,343,BEL,EQ,23880364,14742482,61.73
20,344,BEML,EQ,379094,107977,28.48
20,345,BEPL,EQ,886124,435790,49.18
20,346,BERGEPAINT,EQ,732928,333087,45.45
20,347,BETA,SM,5800,4700,81.03
20,348,BEWLTD,SM,2125,1875,88.24
20,349,BFINVEST,EQ,209369,75347,35.99
20,350,BFSI,EQ,654311,381172,58.26
20,351,BFUTILITIE,EQ,773681,380216,49.14
20,352,BGRENERGY,EQ,556288,200154,35.98
20,353,BHAGCHEM,EQ,19359,17385,89.80
20,354,BHAGERIA,EQ,61016,28775,47.16
20,355,BHAGYANGR,EQ,444160,203823,45.89
20,356,BHANDARI,EQ,2896061,2061509,71.18
20,357,BHARATFORG,EQ,1419072,541707,38.17
20,358,BHARATGEAR,EQ,58274,37164,63.77
20,359,BHARATRAS,EQ,1604,1041,64.90
20,360,BHARTIARTL,EQ,7809331,5801157,74.28
20,361,BHEL,EQ,32248058,9982232,30.95
20,362,BIGBLOC,EQ,1249519,460131,36.82
20,363,BIKAJI,EQ,407859,184584,45.26
20,364,BIOCON,EQ,10372100,4721712,45.52
20,365,BIOFILCHEM,EQ,154944,103548,66.83
20,366,BIRET,RR,2145739,2113220,98.48
20,367,BIRLACABLE,EQ,519481,296431,57.06
20,368,BIRLACORPN,EQ,138398,80985,58.52
20,369,BLAL,EQ,1665215,755096,45.35
20,370,BLBLIMITED,EQ,2746783,1285090,46.79
20,371,BLISSGVS,EQ,734283,352867,48.06
20,372,BLKASHYAP,EQ,5680032,2341948,41.23
20,373,BLS,EQ,2617396,1050206,40.12
20,374,BLUEDART,EQ,9556,5650,59.13
20,375,BLUEJET,EQ,440050,283968,64.53
20,376,BLUESTARCO,EQ,222852,117445,52.70
20,377,BMETRICS,SM,12800,10000,78.13
20,378,BODALCHEM,EQ,758453,422510,55.71
20,379,BOMDYEING,EQ,1924961,1039347,53.99
20,380,BOROLTD,EQ,132025,56065,42.47
20,381,BORORENEW,EQ,1105881,507307,45.87
20,382,BOSCHLTD,EQ,14936,4467,29.91
20,383,BPCL,EQ,22512945,8497802,37.75
20,384,BPL,EQ,352887,223700,63.39
20,385,BRIGADE,EQ,177448,73297,41.31
20,386,BRIGHT,SM,177000,177000,100.00
20,387,BRITANNIA,EQ,231620,105980,45.76
20,388,BRITANNIA,N3,3589,3589,100.00
20,389,BRNL,EQ,555508,306169,55.12
20,390,BROOKS,EQ,176970,115647,65.35
20,391,BSE,EQ,1544810,797116,51.60
20,392,BSE500IETF,EQ,108337,86539,79.88
20,393,BSHSL,EQ,75985,49430,65.05
20,394,BSL,EQ,17672,10827,61.27
20,395,BSLGOLDETF,EQ,10493,6324,60.27
20,396,BSLNIFTY,EQ,492376,384756,78.14
20,397,BSLSENETFG,EQ,2903,2505,86.29
20,398,BSOFT,EQ,1162903,463108,39.82
20,399,BTML,EQ,101033,67866,67.17
20,400,BUTTERFLY,EQ,35154,21445,61.00
20,401,CADSYS,SM,12000,9000,75.00
20,402,CAMLINFINE,EQ,355259,212765,59.89
20,403,CAMPUS,EQ,610401,349503,57.26
20,404,CAMS,EQ,336280,158796,47.22
20,405,CANARYS,SM,328000,288000,87.80
20,406,CANBK,EQ,8228172,2731062,33.19
20,407,CANFINHOME,EQ,1318696,595058,45.12
20,408,CANTABIL,EQ,241759,103450,42.79
20,409,CAPACITE,EQ,1603774,778728,48.56
20,410,CAPLIPOINT,EQ,151214,98536,65.16
20,411,CAPTRUST,EQ,30381,17850,58.75
20,412,CARBORUNIV,EQ,143536,104877,73.07
20,413,CARERATING,EQ,96459,42990,44.57
20,414,CARTRADE,EQ,69229,29473,42.57
20,415,CARYSIL,EQ,825073,269527,32.67
20,416,CASTROLIND,EQ,9370696,3485668,37.20
20,417,CBAZAAR,SM,72000,72000,100.00
20,418,CCL,EQ,206015,94407,45.83
20,419,CCSP,N1,250,250,100.00
20,420,CDSL,EQ,1620802,640343,39.51
20,421,CEATLTD,EQ,189129,65510,34.64
20,422,CELLECOR,SM,224400,84000,37.43
20,423,CELLO,EQ,349674,185417,53.03
20,424,CELLPOINT,SM,109200,102000,93.41
20,425,CENTENKA,EQ,42768,22656,52.97
20,426,CENTRALBK,EQ,155196600,27843641,17.94
20,427,CENTRUM,EQ,7407603,2830931,38.22
20,428,CENTUM,EQ,45568,24937,54.72
20,429,CENTURYPLY,EQ,355523,204460,57.51
20,430,CENTURYTEX,EQ,264714,124149,46.90
20,431,CERA,EQ,8011,4765,59.48
20,432,CESC,EQ,12812541,5942002,46.38
20,433,CGCL,EQ,369334,117642,31.85
20,434,CGPOWER,EQ,2941526,1971867,67.04
20,435,CHALET,EQ,218420,77687,35.57
20,436,CHAMBLFERT,EQ,1150588,514642,44.73
20,437,CHAVDA,SM,170000,122000,71.76
20,438,CHEMBOND,EQ,36859,17792,48.27
20,439,CHEMCON,EQ,73595,42735,58.07
20,440,CHEMFAB,EQ,34444,18930,54.96
20,441,CHEMPLASTS,EQ,87480,49303,56.36
20,442,CHENNPETRO,EQ,2074480,478355,23.06
20,443,CHEVIOT,EQ,5098,2868,56.26
20,444,CHOICEIN,EQ,338300,96603,28.56
20,445,CHOLAFIN,EQ,1564033,832674,53.24
20,446,CHOLAFIN,N0,240,200,83.33
20,447,CHOLAFIN,N5,210,210,100.00
20,448,CHOLAFIN,NA,10,10,100.00
20,449,CHOLAFIN,NC,60,60,100.00
20,450,CHOLAFIN,NL,385248,384239,99.74
20,451,CHOLAHLDNG,EQ,286502,202574,70.71
20,452,CIEINDIA,EQ,998769,452570,45.31
20,453,CIGNITITEC,EQ,163848,103815,63.36
20,454,CINELINE,EQ,318645,232621,73.00
20,455,CINEVISTA,EQ,133302,94403,70.82
20,456,CIPLA,EQ,2369316,1362377,57.50
20,457,CLEAN,EQ,222174,119564,53.82
20,458,CLEDUCATE,EQ,549480,328930,59.86
20,459,CLOUD,SM,585000,363000,62.05
20,460,CLSEL,EQ,156451,87902,56.19
20,461,CLSL,SM,54000,42000,77.78
20,462,CMNL,SM,106500,73500,69.01
20,463,CMRSL,SM,5600,4800,85.71
20,464,CMSINFO,EQ,573205,325365,56.76
20,465,COALINDIA,EQ,31418925,11625195,37.00
20,466,COASTCORP,EQ,25399,14085,55.45
20,467,COCHINSHIP,EQ,2538611,839277,33.06
20,468,COFFEEDAY,EQ,10251090,3423389,33.40
20,469,COFORGE,EQ,430785,138387,32.12
20,470,COLPAL,EQ,229185,128531,56.08
20,471,COMMITTED,SM,110400,100800,91.30
20,472,COMMOIETF,EQ,140726,109230,77.62
20,473,COMSYN,EQ,33416,26350,78.85
20,474,CONCOR,EQ,3238887,1171103,36.16
20,475,CONCORDBIO,EQ,132592,103017,77.69
20,476,CONFIPET,EQ,17577450,6397362,36.40
20,477,CONSOFINVT,EQ,132298,89529,67.67
20,478,CONSUMBEES,EQ,77572,67603,87.15
20,479,CONSUMIETF,EQ,52087,47185,90.59
20,480,CONTI,SM,29997,29997,100.00
20,481,CONTROLPR,EQ,79010,52693,66.69
20,482,COOLCAPS,SM,7750,7500,96.77
20,483,CORDSCABLE,EQ,693778,394704,56.89
20,484,COROMANDEL,EQ,385786,219381,56.87
20,485,COSMOFIRST,EQ,87536,57367,65.54
20,486,CPS,SM,3600,3600,100.00
20,487,CPSEETF,EQ,13258456,7025329,52.99
20,488,CRAFTSMAN,EQ,51763,33166,64.07
20,489,CRAYONS,SM,27000,22000,81.48
20,490,CREATIVE,EQ,24706,15494,62.71
20,491,CREDITACC,EQ,167809,101927,60.74
20,492,CREDITACC,N1,40,40,100.00
20,493,CREDITACC,N5,97,97,100.00
20,494,CREDITACC,N7,53,53,100.00
20,495,CREDITACC,N8,50,50,100.00
20,496,CREDITACC,N9,15,15,100.00
20,497,CREST,EQ,165666,101813,61.46
20,498,CRISIL,EQ,36459,23306,63.92
20,499,CROMPTON,EQ,2335471,1415119,60.59
20,500,CSBBANK,EQ,242780,112244,46.23
20,501,CSLFINANCE,EQ,83593,32180,38.50
20,502,CTE,EQ,449415,270201,60.12
20,503,CUB,EQ,8703760,4722307,54.26
20,504,CUMMINSIND,EQ,1055164,486291,46.09
20,505,CYBERTECH,EQ,121982,50103,41.07
20,506,CYIENT,EQ,400600,207304,51.75
20,507,CYIENTDLM,EQ,847981,272570,32.14
20,508,DABUR,EQ,1417520,875253,61.75
20,509,DALBHARAT,EQ,382206,241827,63.27
20,510,DALMIASUG,EQ,268083,120155,44.82
20,511,DAMODARIND,EQ,344300,203593,59.13
20,512,DANGEE,EQ,944167,647884,68.62
20,513,DATAMATICS,EQ,119344,50718,42.50
20,514,DATAPATTNS,EQ,133091,73505,55.23
20,515,DAVANGERE,EQ,106810,37781,35.37
20,516,DBCORP,EQ,276359,202435,73.25
20,517,DBL,EQ,1245817,546985,43.91
20,518,DBOL,EQ,753425,313118,41.56
20,519,DBREALTY,EQ,7276649,3786533,52.04
20,520,DBSTOCKBRO,EQ,11004,7953,72.27
20,521,DCAL,EQ,834271,287730,34.49
20,522,DCBBANK,EQ,2108012,1208781,57.34
20,523,DCI,EQ,28038,21115,75.31
20,524,DCM,EQ,114311,72127,63.10
20,525,DCMNVL,EQ,171233,108025,63.09
20,526,DCMSHRIRAM,EQ,49404,17669,35.76
20,527,DCMSRIND,EQ,223327,119764,53.63
20,528,DCW,EQ,23323058,7870186,33.74
20,529,DCXINDIA,EQ,1847249,1168049,63.23
20,530,DECCANCE,EQ,34322,17703,51.58
20,531,DEEPAKFERT,EQ,1495356,833815,55.76
20,532,DEEPAKNTR,EQ,186156,95007,51.04
20,533,DEEPENR,EQ,57479,29819,51.88
20,534,DEEPINDS,EQ,111920,69579,62.17
20,535,DELAPLEX,ST,268800,261600,97.32
20,536,DELHIVERY,EQ,9783058,5084472,51.97
20,537,DELPHIFX,EQ,17575,12080,68.73
20,538,DELTACORP,EQ,2283916,1116052,48.87
20,539,DELTAMAGNT,EQ,14782,11611,78.55
20,540,DEN,EQ,12763828,3992566,31.28
20,541,DENEERS,SM,24000,16800,70.00
20,542,DENORA,EQ,36844,20297,55.09
20,543,DENTALKART,SM,12750,10750,84.31
20,544,DESTINY,SM,3000,3000,100.00
20,545,DEVIT,EQ,20265,13404,66.14
20,546,DEVYANI,EQ,4756026,2984561,62.75
20,547,DGCONTENT,EQ,10775,9126,84.70
20,548,DHAMPURSUG,EQ,712253,188292,26.44
20,549,DHANBANK,EQ,2718587,1923290,70.75
20,550,DHANI,EQ,1662867,914628,55.00
20,551,DHANILOANS,N6,14,14,100.00
20,552,DHANILOANS,NF,333,333,100.00
20,553,DHANILOANS,NO,10,10,100.00
20,554,DHANILOANS,NV,1,1,100.00
20,555,DHANILOANS,NW,2,2,100.00
20,556,DHANILOANS,NX,362,60,16.57
20,557,DHANUKA,EQ,291675,122094,41.86
20,558,DHARMAJ,EQ,135980,65260,47.99
20,559,DHRUV,EQ,1532527,778901,50.82
20,560,DHTL,ST,6400,6400,100.00
20,561,DHUNINV,EQ,7215,4158,57.63
20,562,DIAMINESQ,EQ,15405,9539,61.92
20,563,DIAMONDYD,EQ,295367,175111,59.29
20,564,DICIND,EQ,8825,6773,76.75
20,565,DIGIKORE,SM,2400,1600,66.67
20,566,DIGISPICE,EQ,787533,448923,57.00
20,567,DIL,EQ,4592894,2814349,61.28
20,568,DISHTV,EQ,44280959,11133367,25.14
20,569,DIVGIITTS,EQ,122956,67179,54.64
20,570,DIVISLAB,EQ,518516,314414,60.64
20,571,DIVOPPBEES,EQ,72636,49977,68.80
20,572,DIXON,EQ,483413,125918,26.05
20,573,DJML,EQ,24485,15789,64.48
20,574,DKEGL,SM,12000,4500,37.50
20,575,DLF,EQ,3023829,1401307,46.34
20,576,DLINKINDIA,EQ,528603,288005,54.48
20,577,DMART,EQ,216052,155391,71.92
20,578,DMCC,EQ,15526,8166,52.60
20,579,DODLA,EQ,40680,19369,47.61
20,580,DOLATALGO,EQ,1543199,726497,47.08
20,581,DOLLAR,EQ,68587,32494,47.38
20,582,DOLLEX,SM,128000,84000,65.63
20,583,DOMS,EQ,54743,37343,68.22
20,584,DONEAR,EQ,1208920,546130,45.18
20,585,DPABHUSHAN,EQ,6716,4353,64.82
20,586,DPSCLTD,EQ,3459616,2052967,59.34
20,587,DPWIRES,EQ,39335,18678,47.48
20,588,DREAMFOLKS,EQ,372187,161729,43.45
20,589,DRL,SM,6000,6000,100.00
20,590,DRONE,SM,49000,35000,71.43
20,591,DRREDDY,EQ,425297,233459,54.89
20,592,DSPBANKETF,EQ,32306,16432,50.86
20,593,DSPGOLDETF,EQ,13351,11387,85.29
20,594,DSPITETF,EQ,19393,8936,46.08
20,595,DSPN50ETF,EQ,1351,766,56.70
20,596,DSPNEWETF,EQ,4576,2497,54.57
20,597,DSPPSBKETF,EQ,57269,20300,35.45
20,598,DSPPVBKETF,EQ,58626,39587,67.52
20,599,DSPQ50ETF,EQ,2611,1297,49.67
20,600,DSPSENXETF,EQ,468,351,75.00
20,601,DSPSILVETF,EQ,5347,4912,91.86
20,602,DSSL,EQ,53138,26675,50.20
20,603,DTIL,EQ,29965,13791,46.02
20,604,DUCOL,SM,12800,9600,75.00
20,605,DUGLOBAL,SM,57500,45000,78.26
20,606,DVL,EQ,98380,51115,51.96
20,607,DWARKESH,EQ,4503833,1449656,32.19
20,608,DYCL,EQ,120911,56381,46.63
20,609,DYNAMATECH,EQ,32454,23587,72.68
20,610,DYNAMIC,SM,46000,32000,69.57
20,611,DYNPRO,EQ,32618,18550,56.87
20,612,EASEMYTRIP,EQ,41765480,17916321,42.90
20,613,EBBETF0425,EQ,7793,7367,94.53
20,614,EBBETF0430,EQ,10834,8715,80.44
20,615,EBBETF0431,EQ,15056,13558,90.05
20,616,EBBETF0433,EQ,3354,3048,90.88
20,617,ECLERX,EQ,85615,46143,53.90
20,618,ECLFINANCE,NJ,115,100,86.96
20,619,ECLFINANCE,NR,258,219,84.88
20,620,ECLFINANCE,NS,98,98,100.00
20,621,EDELWEISS,EQ,7630230,3480541,45.62
20,622,EFACTOR,SM,43200,30400,70.37
20,623,EFORCE,SM,310800,213600,68.73
20,624,EGOLD,EQ,10487,4694,44.76
20,625,EICHERMOT,EQ,592181,316209,53.40
20,626,EIDPARRY,EQ,941855,565179,60.01
20,627,EIFFL,EQ,23751,20421,85.98
20,628,EIHAHOTELS,EQ,255515,41573,16.27
20,629,EIHOTEL,EQ,1183958,445902,37.66
20,630,EKC,EQ,6439979,2469041,38.34
20,631,ELDEHSG,EQ,6030,3289,54.54
20,632,ELECON,EQ,282890,144401,51.04
20,633,ELECTCAST,EQ,6966951,4657335,66.85
20,634,ELGIEQUIP,EQ,196719,99407,50.53
20,635,ELGIRUBCO,EQ,80108,56896,71.02
20,636,ELIN,EQ,222227,122864,55.29
20,637,EMAMILTD,EQ,309361,164113,53.05
20,638,EMAMIPAP,EQ,115504,61231,53.01
20,639,EMBASSY,RR,240346,171532,71.37
20,640,EMIL,EQ,167071,100010,59.86
20,641,EMKAYTOOLS,SM,1200,900,75.00
20,642,EMMBI,EQ,201398,129851,64.47
20,643,EMSLIMITED,EQ,559371,367197,65.64
20,644,EMUDHRA,EQ,1393155,479024,34.38
20,645,ENDURANCE,EQ,27792,11747,42.27
20,646,ENGINERSIN,EQ,21578662,7164418,33.20
20,647,ENIL,EQ,1824333,519860,28.50
20,648,EPACK,EQ,2353708,833665,35.42
20,649,EPIGRAL,EQ,57930,31003,53.52
20,650,EPL,EQ,852500,455594,53.44
20,651,EQUITASBNK,EQ,5591537,3041920,54.40
20,652,ERFLNCDI,N5,1,1,100.00
20,653,ERIS,EQ,123372,68726,55.71
20,654,EROSMEDIA,EQ,1154532,537954,46.59
20,655,ESABINDIA,EQ,6918,3996,57.76
20,656,ESAFSFB,EQ,1609616,763846,47.46
20,657,ESCORTS,EQ,124224,42068,33.86
20,658,ESFL,SM,25200,21600,85.71
20,659,ESG,EQ,60746,53679,88.37
20,660,ESILVER,EQ,44886,43278,96.42
20,661,ESSARSHPNG,EQ,415362,287476,69.21
20,662,ESTER,EQ,136489,85404,62.57
20,663,ETHOSLTD,EQ,68983,51817,75.12
20,664,EUROBOND,SM,6000,4000,66.67
20,665,EUROTEXIND,EQ,4235,3963,93.58
20,666,EVEREADY,EQ,287979,148144,51.44
20,667,EVERESTIND,EQ,19623,9206,46.91
20,668,EXCELINDUS,EQ,12901,8372,64.89
20,669,EXIDEIND,EQ,4765223,1916879,40.23
20,670,EXPLEOSOL,EQ,16419,8060,49.09
20,671,EXXARO,EQ,230448,153925,66.79
20,672,FACT,EQ,634597,278290,43.85
20,673,FAIRCHEMOR,EQ,32625,22399,68.66
20,674,FAZE3Q,EQ,110071,48305,43.89
20,675,FCL,EQ,284118,137662,48.45
20,676,FCSSOFT,EQ,48064932,25713450,53.50
20,677,FDC,EQ,365189,139650,38.24
20,678,FEDERALBNK,EQ,15973650,5561301,34.82
20,679,FEDFINA,EQ,450887,290295,64.38
20,680,FELIX,ST,15000,15000,100.00
20,681,FIBERWEB,EQ,427499,241202,56.42
20,682,FIDEL,SM,15000,14000,93.33
20,683,FIEMIND,EQ,78506,48531,61.82
20,684,FILATEX,EQ,3006436,1474776,49.05
20,685,FINCABLES,EQ,194770,105723,54.28
20,686,FINEORG,EQ,39048,19384,49.64
20,687,FINIETF,EQ,232517,191111,82.19
20,688,FINOPB,EQ,1904159,655002,34.40
20,689,FINPIPE,EQ,574923,269782,46.92
20,690,FIVESTAR,EQ,557484,369116,66.21
20,691,FLAIR,EQ,161113,95998,59.58
20,692,FLEXITUFF,EQ,36518,27737,75.95
20,693,FLUOROCHEM,EQ,89756,45136,50.29
