Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,02012024,2129454565,0002349
Trade Date <02-JAN-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,45,699GS2051,GS,130,130,100.00
20,46,706GS2028,GS,2503,2501,99.92
20,47,710GS2029,GS,38800,37166,95.79
20,48,717GS2030,GS,424,322,75.94
20,49,718GS2033,GS,2100,2100,100.00
20,50,718GS2037,GS,3123,3123,100.00
20,51,725GS2063,GS,108237,107837,99.63
20,52,726GS2032,GS,21975,21975,100.00
20,53,726GS2033,GS,1067,1067,100.00
20,54,727GS2026,GS,1,1,100.00
20,55,732GS2030,GS,2600,2600,100.00
20,56,733GS2026,GS,2247,2147,95.55
20,57,736GS2052,GS,6200,5300,85.48
20,58,737GS2028,GS,43042,43041,100.00
20,59,738GS2027,GS,220794,220794,100.00
20,60,73GS2053,GS,66113,63513,96.07
20,61,741GS2036,GS,43858,43858,100.00
20,62,746GS2073,GS,5730,5730,100.00
20,63,74GS2062,GS,304,234,76.97
20,64,753TS47,SG,3000,3000,100.00
20,65,754GS2036,GS,536444,514866,95.98
20,66,771JK48,SG,100,100,100.00
20,67,773RJ38,SG,100,100,100.00
20,68,813GS2045,GS,195,195,100.00
20,69,828GS2027,GS,590,590,100.00
20,70,828GS2032,GS,200,200,100.00
20,71,82GS2025,GS,6700,5000,74.63
20,72,83GS2040,GS,1000,1000,100.00
20,73,91D010224,TB,1000,1000,100.00
20,74,91D070324,TB,1000,1000,100.00
20,75,91D080224,TB,800,800,100.00
20,76,91D140324,TB,300,300,100.00
20,77,91D150224,TB,300,300,100.00
20,78,91D180124,TB,100,100,100.00
20,79,91D210324,TB,200,200,100.00
20,80,91D220224,TB,800,800,100.00
20,81,91D290224,TB,600,600,100.00
20,82,92GS2030,GS,18155,18155,100.00
20,83,AAATECH,EQ,407909,238346,58.43
20,84,AAREYDRUGS,EQ,778664,420106,53.95
20,85,AARON,EQ,7101,3756,52.89
20,86,AARTECH,EQ,57572,38984,67.71
20,87,AARTIDRUGS,EQ,801234,233271,29.11
20,88,AARTIIND,EQ,2079464,874777,42.07
20,89,AARTIPHARM,EQ,169489,71794,42.36
20,90,AARTIPP,E1,1450,1348,92.97
20,91,AARTISURF,EQ,84358,24964,29.59
20,92,AARVEEDEN,EQ,111024,59404,53.51
20,93,AARVI,EQ,33393,19380,58.04
20,94,AATMAJ,SM,74000,60000,81.08
20,95,AAVAS,EQ,397197,293446,73.88
20,96,ABB,EQ,178550,81546,45.67
20,97,ABBOTINDIA,EQ,55844,34382,61.57
20,98,ABCAPITAL,EQ,12968451,5342869,41.20
20,99,ABCOTS,SM,14000,14000,100.00
20,100,ABFL,N0,20,20,100.00
20,101,ABFL,N2,1,1,100.00
20,102,ABFL,N4,705,705,100.00
20,103,ABFL,N5,150,150,100.00
20,104,ABFRL,EQ,27564558,7546780,27.38
20,105,ABSLAMC,EQ,71316,36567,51.27
20,106,ABSLBANETF,EQ,216970,161271,74.33
20,107,ABSLLIQUID,EQ,2123,2120,99.86
20,108,ABSLNN50ET,EQ,6158,4621,75.04
20,109,ACC,EQ,534118,169028,31.65
20,110,ACCELYA,EQ,37188,20115,54.09
20,111,ACCENTMIC,SM,216000,153000,70.83
20,112,ACE,EQ,595007,266763,44.83
20,113,ACEINTEG,EQ,54007,28735,53.21
20,114,ACI,EQ,425081,206898,48.67
20,115,ACL,EQ,45111,32721,72.53
20,116,ACLGATI,EQ,1369875,539411,39.38
20,117,ACSAL,SM,48000,39000,81.25
20,118,ADANIENSOL,EQ,2716805,1447429,53.28
20,119,ADANIENT,EQ,2671368,586095,21.94
20,120,ADANIGREEN,EQ,1031651,424969,41.19
20,121,ADANIPORTS,EQ,6344621,1623708,25.59
20,122,ADFFOODS,EQ,106725,52198,48.91
20,123,ADORWELD,EQ,14206,6215,43.75
20,124,ADSL,EQ,372044,162268,43.62
20,125,ADVANIHOTR,EQ,413560,160722,38.86
20,126,ADVENZYMES,EQ,281351,85370,30.34
20,127,AEGISCHEM,EQ,340934,187936,55.12
20,128,AEROFLEX,EQ,717026,407470,56.83
20,129,AETHER,EQ,99105,47613,48.04
20,130,AFFLE,EQ,377951,176204,46.62
20,131,AGARIND,EQ,49473,19821,40.06
20,132,AGARWALFT,SM,3000,3000,100.00
20,133,AGI,EQ,245954,103115,41.92
20,134,AGNI,SM,60000,55000,91.67
20,135,AGRITECH,EQ,20236,12744,62.98
20,136,AGROPHOS,EQ,803315,423105,52.67
20,137,AGSTRA,EQ,877199,383243,43.69
20,138,AGUL,ST,10000,8000,80.00
20,139,AHL,EQ,95062,42918,45.15
20,140,AHLADA,EQ,909349,338908,37.27
20,141,AHLEAST,EQ,12017,7697,64.05
20,142,AHLUCONT,EQ,33748,18864,55.90
20,143,AIAENG,EQ,24277,10731,44.20
20,144,AILIMITED,SM,6000,6000,100.00
20,145,AIRAN,EQ,2638581,1374739,52.10
20,146,AIROLAM,EQ,16237,11313,69.67
20,147,AIRTELPP,E1,457973,421595,92.06
20,148,AISL,SM,3600,3600,100.00
20,149,AJANTPHARM,EQ,127933,58232,45.52
20,150,AJMERA,EQ,73895,28701,38.84
20,151,AKASH,EQ,3642513,895633,24.59
20,152,AKG,EQ,317616,219459,69.10
20,153,AKSHAR,EQ,4104967,4104947,100.00
20,154,AKSHARCHEM,EQ,44875,22296,49.68
20,155,AKSHOPTFBR,EQ,1519087,939393,61.84
20,156,AKZOINDIA,EQ,15791,10758,68.13
20,157,ALBERTDAVD,EQ,15269,7275,47.65
20,158,ALEMBICLTD,EQ,3039499,1062460,34.96
20,159,ALICON,EQ,15154,8796,58.04
20,160,ALKALI,EQ,24250,17153,70.73
20,161,ALKEM,EQ,101061,43925,43.46
20,162,ALKYLAMINE,EQ,274792,81791,29.76
20,163,ALLCARGO,EQ,25954115,5919453,22.81
20,164,ALLETEC,SM,121600,83200,68.42
20,165,ALLSEC,EQ,11521,7255,62.97
20,166,ALMONDZ,EQ,68005,50082,73.64
20,167,ALOKINDS,EQ,93697408,34495861,36.82
20,168,ALPA,EQ,823478,422652,51.33
20,169,ALPHAETF,EQ,84922,68483,80.64
20,170,ALPHAGEO,EQ,44230,28267,63.91
20,171,ALPL30IETF,EQ,57706,28119,48.73
20,172,ALPSINDUS,EQ,132191,118076,89.32
20,173,AMBANIORG,SM,4000,2000,50.00
20,174,AMBER,EQ,35576,14984,42.12
20,175,AMBICAAGAR,EQ,13518,9058,67.01
20,176,AMBIKCO,EQ,8549,4438,51.91
20,177,AMBUJACEM,EQ,2655551,752682,28.34
20,178,AMEYA,SM,36000,34000,94.44
20,179,AMIORG,EQ,196987,91924,46.67
20,180,AMJLAND,EQ,126263,69571,55.10
20,181,AMNPLST,EQ,23008,13625,59.22
20,182,AMRUTANJAN,EQ,148775,65430,43.98
20,183,ANANDRATHI,EQ,65002,35712,54.94
20,184,ANANTRAJ,EQ,2179168,1054992,48.41
20,185,ANDHRAPAP,EQ,283454,156901,55.35
20,186,ANDHRSUGAR,EQ,326958,178144,54.49
20,187,ANGELONE,EQ,286624,102189,35.65
20,188,ANLON,SM,2400,1600,66.67
20,189,ANMOL,EQ,904495,412188,45.57
20,190,ANNAPURNA,SM,83500,60000,71.86
20,191,ANUP,EQ,13998,9084,64.89
20,192,ANURAS,EQ,415086,186914,45.03
20,193,APARINDS,EQ,89835,28688,31.93
20,194,APCL,EQ,15371,10228,66.54
20,195,APCOTEXIND,EQ,38130,21522,56.44
20,196,APEX,EQ,86273,37598,43.58
20,197,APLAPOLLO,EQ,1576938,901050,57.14
20,198,APLLTD,EQ,2305676,323745,14.04
20,199,APOLLOHOSP,EQ,166449,51574,30.98
20,200,APOLLOPIPE,EQ,30131,15640,51.91
20,201,APOLLOTYRE,EQ,2359662,1180090,50.01
20,202,APOLSINHOT,EQ,2373,1783,75.14
20,203,APTECHT,EQ,1146619,442091,38.56
20,204,APTUS,EQ,455560,260685,57.22
20,205,ARABIAN,SM,10000,8000,80.00
20,206,ARCHIES,EQ,121069,88636,73.21
20,207,ARE&M,EQ,579382,264960,45.73
20,208,ARENTERP,EQ,16114,13236,82.14
20,209,ARHAM,SM,18000,14000,77.78
20,210,ARIES,EQ,459707,180369,39.24
20,211,ARIHANTACA,SM,9600,9600,100.00
20,212,ARIHANTCAP,EQ,266918,147491,55.26
20,213,ARIHANTSUP,EQ,652087,202421,31.04
20,214,ARISTO,SM,19200,14400,75.00
20,215,ARMANFIN,EQ,54261,22646,41.74
20,216,ARROWGREEN,EQ,88784,44625,50.26
20,217,ARTEMISMED,EQ,281474,138052,49.05
20,218,ARTNIRMAN,EQ,7339,4048,55.16
20,219,ARVIND,EQ,489850,252938,51.64
20,220,ARVINDFASN,EQ,433185,147913,34.15
20,221,ARVSMART,EQ,342180,128834,37.65
20,222,ASAHIINDIA,EQ,743574,602873,81.08
20,223,ASAHISONG,EQ,26416,20093,76.06
20,224,ASAL,EQ,29513,15004,50.84
20,225,ASALCBR,EQ,126365,64122,50.74
20,226,ASHIANA,EQ,218673,81391,37.22
20,227,ASHIMASYN,EQ,226322,155590,68.75
20,228,ASHOKA,EQ,1380968,585066,42.37
20,229,ASHOKAMET,EQ,355069,183427,51.66
20,230,ASHOKLEY,EQ,34044615,13694340,40.22
20,231,ASIANENE,EQ,88922,50294,56.56
20,232,ASIANPAINT,EQ,552394,285006,51.59
20,233,ASIANTILES,EQ,774103,346066,44.71
20,234,ASKAUTOLTD,EQ,315195,185572,58.88
20,235,ASPINWALL,EQ,11664,2552,21.88
20,236,ASTEC,EQ,45134,20655,45.76
20,237,ASTERDM,EQ,972360,853708,87.80
20,238,ASTRAL,EQ,279468,148956,53.30
20,239,ASTRAMICRO,EQ,303739,154115,50.74
20,240,ASTRAZEN,EQ,30876,5103,16.53
20,241,ASTRON,EQ,196037,121067,61.76
20,242,ATAM,EQ,33761,20304,60.14
20,243,ATFL,EQ,7420,4803,64.73
20,244,ATGL,EQ,2907798,1402752,48.24
20,245,ATL,EQ,2129159,809623,38.03
20,246,ATUL,EQ,27505,9140,33.23
20,247,ATULAUTO,EQ,163266,51769,31.71
20,248,AUBANK,EQ,2202630,1130624,51.33
20,249,AURDIS,SM,4000,4000,100.00
20,250,AUROIMPEX,SM,30400,27200,89.47
20,251,AUROPHARMA,EQ,3350206,981018,29.28
20,252,AURUM,EQ,55384,35464,64.03
20,253,AURUMPP,E1,3408,3310,97.12
20,254,AUTOAXLES,EQ,23656,11830,50.01
20,255,AUTOBEES,EQ,210127,180148,85.73
20,256,AUTOIETF,EQ,29550,24968,84.49
20,257,AUTOIND,EQ,124586,77283,62.03
20,258,AVADHSUGAR,EQ,38603,16517,42.79
20,259,AVALON,EQ,310990,179244,57.64
20,260,AVANTIFEED,EQ,358313,152330,42.51
20,261,AVG,EQ,80787,47519,58.82
20,262,AVONMORE,EQ,57145,33486,58.60
20,263,AVROIND,EQ,67172,51929,77.31
20,264,AVTNPL,EQ,1095406,530975,48.47
20,265,AWHCL,EQ,202527,74546,36.81
20,266,AWL,EQ,1767457,655042,37.06
20,267,AXISBANK,EQ,7895577,4495327,56.93
20,268,AXISBNKETF,EQ,1328,1098,82.68
20,269,AXISBPSETF,EQ,57181,38114,66.66
20,270,AXISCADES,EQ,107466,65800,61.23
20,271,AXISCETF,EQ,2819,1824,64.70
20,272,AXISGOLD,EQ,74261,52391,70.55
20,273,AXISHCETF,EQ,22813,14832,65.02
20,274,AXISILVER,EQ,13715,9780,71.31
20,275,AXISNIFTY,EQ,3106,1669,53.73
20,276,AXISTECETF,EQ,3320,2555,76.96
20,277,AXITA,EQ,2472783,1014421,41.02
20,278,AXSENSEX,EQ,4705,3865,82.15
20,279,AYMSYNTEX,EQ,31671,23805,75.16
20,280,AZAD,EQ,787783,314584,39.93
20,281,BABAFP,SM,49600,40000,80.65
20,282,BAGFILMS,EQ,8256397,4087174,49.50
20,283,BAHETI,SM,6750,4500,66.67
20,284,BAJAJ-AUTO,EQ,361379,169501,46.90
20,285,BAJAJCON,EQ,525860,229292,43.60
20,286,BAJAJELEC,EQ,23994,11620,48.43
20,287,BAJAJFINSV,EQ,1099965,443175,40.29
20,288,BAJAJHCARE,EQ,82679,40087,48.49
20,289,BAJAJHIND,EQ,5486660,2938401,53.56
20,290,BAJAJHLDNG,EQ,30786,12525,40.68
20,291,BAJFINANCE,EQ,1112990,523094,47.00
20,292,BALAJITELE,EQ,1604514,603048,37.58
20,293,BALAMINES,EQ,236949,81196,34.27
20,294,BALAXI,EQ,4862,2855,58.72
20,295,BALKRISHNA,EQ,24656,16608,67.36
20,296,BALKRISIND,EQ,307356,218922,71.23
20,297,BALMLAWRIE,EQ,1064098,348115,32.71
20,298,BALPHARMA,EQ,83056,43496,52.37
20,299,BALRAMCHIN,EQ,2716627,1151229,42.38
20,300,BANARBEADS,EQ,5108,3682,72.08
20,301,BANARISUG,EQ,1331,944,70.92
20,302,BANCOINDIA,EQ,94987,50870,53.55
20,303,BANDHANBNK,EQ,8517423,3086670,36.24
20,304,BANKA,EQ,405163,202411,49.96
20,305,BANKBARODA,EQ,12803886,4480486,34.99
20,306,BANKBEES,EQ,1013076,596537,58.88
20,307,BANKETF,EQ,1444,1116,77.29
20,308,BANKIETF,EQ,138368,84415,61.01
20,309,BANKINDIA,EQ,23191028,9384978,40.47
20,310,BANSWRAS,EQ,163679,92591,56.57
20,311,BARBEQUE,EQ,51327,27703,53.97
20,312,BASF,EQ,13400,7862,58.67
20,313,BASILIC,SM,626400,421200,67.24
20,314,BASML,EQ,211598,139102,65.74
20,315,BATAINDIA,EQ,537992,298306,55.45
20,316,BAYERCROP,EQ,22552,12353,54.78
20,317,BBETF0432,EQ,560,442,78.93
20,318,BBL,EQ,28326,9460,33.40
20,319,BBNPPGOLD,EQ,315474,315242,99.93
20,320,BBTC,EQ,291892,62514,21.42
20,321,BBTCL,EQ,6746,3457,51.25
20,322,BCG,EQ,11185093,4044844,36.16
20,323,BCLIND,EQ,849337,374064,44.04
20,324,BDL,EQ,869786,352627,40.54
20,325,BECTORFOOD,EQ,480413,230125,47.90
20,326,BEDMUTHA,EQ,315334,175367,55.61
20,327,BEL,EQ,22790965,12230753,53.66
20,328,BEML,EQ,235182,65445,27.83
20,329,BEPL,EQ,11723520,4170629,35.57
20,330,BERGEPAINT,EQ,613442,241862,39.43
20,331,BETA,SM,5700,4200,73.68
20,332,BEWLTD,SM,875,625,71.43
20,333,BFINVEST,EQ,39823,14084,35.37
20,334,BFSI,EQ,348732,328539,94.21
20,335,BFUTILITIE,EQ,149142,68126,45.68
20,336,BGRENERGY,EQ,866226,258943,29.89
20,337,BHAGCHEM,EQ,2464,1475,59.86
20,338,BHAGERIA,EQ,27546,14109,51.22
20,339,BHAGYANGR,EQ,245660,121422,49.43
20,340,BHARATFORG,EQ,703395,357931,50.89
20,341,BHARATGEAR,EQ,183051,90603,49.50
20,342,BHARATRAS,EQ,663,443,66.82
20,343,BHARATWIRE,EQ,304266,176130,57.89
20,344,BHARTIARTL,EQ,6865791,5237800,76.29
20,345,BHEL,EQ,72765808,16676201,22.92
20,346,BIGBLOC,EQ,111747,49700,44.48
20,347,BIKAJI,EQ,156524,67783,43.31
20,348,BIOCON,EQ,17494142,6539483,37.38
20,349,BIOFILCHEM,EQ,738095,211460,28.65
20,350,BIRET,RR,130752,93508,71.52
20,351,BIRLACABLE,EQ,81187,44076,54.29
20,352,BIRLACORPN,EQ,98522,48261,48.98
20,353,BIRLAMONEY,EQ,1358545,453309,33.37
20,354,BLAL,EQ,750891,314511,41.89
20,355,BLBLIMITED,EQ,372336,256084,68.78
20,356,BLISSGVS,EQ,1456716,603299,41.42
20,357,BLKASHYAP,EQ,4934260,1998433,40.50
20,358,BLS,EQ,2217555,818428,36.91
20,359,BLUEDART,EQ,3977,1750,44.00
20,360,BLUEJET,EQ,698090,322126,46.14
20,361,BLUESTARCO,EQ,125731,81079,64.49
20,362,BMETRICS,SM,13600,10400,76.47
20,363,BODALCHEM,EQ,1188598,532231,44.78
20,364,BOMDYEING,EQ,919955,404128,43.93
20,365,BOROLTD,EQ,77560,40416,52.11
20,366,BORORENEW,EQ,257584,128011,49.70
20,367,BOSCHLTD,EQ,10969,3754,34.22
20,368,BPCL,EQ,4729409,1896255,40.09
20,369,BRIGADE,EQ,229127,113462,49.52
20,370,BRIGHT,ST,255000,213000,83.53
20,371,BRITANNIA,EQ,193517,95574,49.39
20,372,BRITANNIA,N3,5464,3863,70.70
20,373,BRNL,EQ,233529,140469,60.15
20,374,BROOKS,EQ,88377,52630,59.55
20,375,BSE,EQ,934165,331029,35.44
20,376,BSE500IETF,EQ,156155,85386,54.68
20,377,BSHSL,EQ,28454,24185,85.00
20,378,BSL,EQ,7382,4438,60.12
20,379,BSLGOLDETF,EQ,23844,14873,62.38
20,380,BSLNIFTY,EQ,339247,311513,91.82
20,381,BSLSENETFG,EQ,787,732,93.01
20,382,BSOFT,EQ,2436418,689589,28.30
20,383,BTML,EQ,162285,91839,56.59
20,384,BUTTERFLY,EQ,15757,11905,75.55
20,385,CADSYS,SM,8000,7000,87.50
20,386,CAMLINFINE,EQ,935163,486654,52.04
20,387,CAMPUS,EQ,3404098,1447390,42.52
20,388,CAMS,EQ,143141,57039,39.85
20,389,CANARYS,SM,92000,84000,91.30
20,390,CANBK,EQ,6633634,1653269,24.92
20,391,CANFINHOME,EQ,404115,170147,42.10
20,392,CANTABIL,EQ,156137,78508,50.28
20,393,CAPACITE,EQ,833283,353070,42.37
20,394,CAPLIPOINT,EQ,213457,56847,26.63
20,395,CAPTRUST,EQ,160570,71258,44.38
20,396,CARBORUNIV,EQ,62433,40882,65.48
20,397,CAREERP,EQ,65126,44615,68.51
20,398,CARERATING,EQ,60472,27114,44.84
20,399,CARTRADE,EQ,60800,20755,34.14
20,400,CARYSIL,EQ,77438,32811,42.37
20,401,CASTROLIND,EQ,13613043,4982371,36.60
20,402,CBAZAAR,SM,56000,48000,85.71
20,403,CCHHL,EQ,381479,207540,54.40
20,404,CCL,EQ,163082,100161,61.42
20,405,CDSL,EQ,556956,175627,31.53
20,406,CEATLTD,EQ,132338,45063,34.05
20,407,CELLECOR,SM,162000,130800,80.74
20,408,CELLO,EQ,586064,416497,71.07
20,409,CELLPOINT,SM,30000,19200,64.00
20,410,CENTENKA,EQ,84015,49017,58.34
20,411,CENTEXT,EQ,440783,277956,63.06
20,412,CENTRALBK,EQ,33188408,7755971,23.37
20,413,CENTRUM,EQ,690226,281977,40.85
20,414,CENTUM,EQ,12323,6251,50.73
20,415,CENTURYPLY,EQ,276030,106353,38.53
20,416,CENTURYTEX,EQ,110510,41210,37.29
20,417,CERA,EQ,33309,19231,57.74
20,418,CESC,EQ,8945971,3516219,39.31
20,419,CGCL,EQ,49002,32927,67.20
20,420,CGPOWER,EQ,1456207,898212,61.68
20,421,CHALET,EQ,260946,153553,58.84
20,422,CHAMBLFERT,EQ,2746779,908474,33.07
20,423,CHAVDA,SM,72000,46000,63.89
20,424,CHEMBOND,EQ,44710,22841,51.09
20,425,CHEMCON,EQ,154389,68789,44.56
20,426,CHEMFAB,EQ,16693,8741,52.36
20,427,CHEMPLASTS,EQ,150082,54546,36.34
20,428,CHENNPETRO,EQ,972406,229756,23.63
20,429,CHEVIOT,EQ,16296,5363,32.91
20,430,CHOICEIN,EQ,428519,64272,15.00
20,431,CHOLAFIN,EQ,2240606,1316874,58.77
20,432,CHOLAFIN,N0,402,352,87.56
20,433,CHOLAFIN,NB,330,330,100.00
20,434,CHOLAFIN,NC,60,60,100.00
20,435,CHOLAFIN,ND,25,25,100.00
20,436,CHOLAFIN,NE,25,25,100.00
20,437,CHOLAFIN,NG,10,10,100.00
20,438,CHOLAHLDNG,EQ,137045,70624,51.53
20,439,CIEINDIA,EQ,1424262,785006,55.12
20,440,CIGNITITEC,EQ,350493,171115,48.82
20,441,CIPLA,EQ,2589484,1218527,47.06
20,442,CLEAN,EQ,322107,134552,41.77
20,443,CLEDUCATE,EQ,1066549,398837,37.40
20,444,CLOUD,SM,845000,501000,59.29
20,445,CLSEL,EQ,183625,71253,38.80
20,446,CLSL,SM,58000,42000,72.41
20,447,CMNL,SM,42000,30000,71.43
20,448,CMRSL,SM,7200,5600,77.78
20,449,CMSINFO,EQ,283538,162800,57.42
20,450,COALINDIA,EQ,28363847,10161529,35.83
20,451,COASTCORP,EQ,57783,27551,47.68
20,452,COCHINSHIP,EQ,1384734,361897,26.13
20,453,COFFEEDAY,EQ,5830018,2058142,35.30
20,454,COFORGE,EQ,315763,142142,45.02
20,455,COLPAL,EQ,244582,109638,44.83
20,456,COMMITTED,SM,44800,38400,85.71
20,457,COMMOIETF,EQ,114430,30691,26.82
20,458,CONCOR,EQ,1362479,653822,47.99
20,459,CONCORDBIO,EQ,125477,40597,32.35
20,460,CONFIPET,EQ,2088189,1035067,49.57
20,461,CONSOFINVT,EQ,63233,43941,69.49
20,462,CONSUMBEES,EQ,36954,30175,81.66
20,463,CONSUMIETF,EQ,68570,5091,7.42
20,464,CONTROLPR,EQ,30198,15003,49.68
20,465,COOLCAPS,SM,1000,1000,100.00
20,466,CORALFINAC,EQ,159540,92533,58.00
20,467,CORDSCABLE,EQ,158778,73917,46.55
20,468,COROMANDEL,EQ,276631,132601,47.93
20,469,COSMOFIRST,EQ,53457,29006,54.26
20,470,CPS,SM,3000,3000,100.00
20,471,CPSEETF,EQ,3027104,1761768,58.20
20,472,CRAFTSMAN,EQ,20890,12927,61.88
20,473,CRAYONS,SM,59000,33000,55.93
20,474,CREATIVE,EQ,58797,22429,38.15
20,475,CREATIVEYE,EQ,5260,5260,100.00
20,476,CREDITACC,EQ,217805,143543,65.90
20,477,CREDITACC,N1,58,58,100.00
20,478,CREDITACC,N3,50,50,100.00
20,479,CREDITACC,N5,233,233,100.00
20,480,CREDITACC,N9,24,17,70.83
20,481,CREDITACC,ND,57,57,100.00
20,482,CREST,EQ,18090,8605,47.57
20,483,CRISIL,EQ,15342,7868,51.28
20,484,CROMPTON,EQ,2295282,1143665,49.83
20,485,CSBBANK,EQ,252364,170935,67.73
20,486,CSLFINANCE,EQ,41710,19340,46.37
20,487,CTE,EQ,45013,27137,60.29
20,488,CUB,EQ,3160012,1227813,38.85
20,489,CUMMINSIND,EQ,383818,210013,54.72
20,490,CYBERMEDIA,EQ,90720,56833,62.65
20,491,CYBERTECH,EQ,292599,79203,27.07
20,492,CYIENT,EQ,172597,80688,46.75
20,493,CYIENTDLM,EQ,202767,79307,39.11
20,494,DABUR,EQ,1201767,650183,54.10
20,495,DALBHARAT,EQ,297631,116035,38.99
20,496,DALMIASUG,EQ,94903,43169,45.49
20,497,DAMODARIND,EQ,64760,46360,71.59
20,498,DATAMATICS,EQ,85876,36335,42.31
20,499,DATAPATTNS,EQ,363749,125346,34.46
20,500,DBCORP,EQ,137334,85296,62.11
20,501,DBL,EQ,446553,179726,40.25
20,502,DBOL,EQ,177487,87144,49.10
20,503,DBREALTY,EQ,1245544,711901,57.16
20,504,DCAL,EQ,5247816,1480561,28.21
20,505,DCBBANK,EQ,12819868,5686960,44.36
20,506,DCM,EQ,55939,42392,75.78
20,507,DCMNVL,EQ,30468,20572,67.52
20,508,DCMSHRIRAM,EQ,155526,109733,70.56
20,509,DCMSRIND,EQ,199784,89610,44.85
20,510,DCW,EQ,11692876,3113129,26.62
20,511,DCXINDIA,EQ,254783,105508,41.41
20,512,DECCANCE,EQ,16869,9763,57.88
20,513,DEEPAKFERT,EQ,1149524,379871,33.05
20,514,DEEPAKNTR,EQ,361687,70163,19.40
20,515,DEEPENR,EQ,39013,23759,60.90
20,516,DEEPINDS,EQ,74408,26403,35.48
20,517,DELHIVERY,EQ,1000156,605534,60.54
20,518,DELPHIFX,EQ,42551,22946,53.93
20,519,DELTACORP,EQ,23124544,6358236,27.50
20,520,DELTAMAGNT,EQ,664635,150273,22.61
20,521,DEN,EQ,3911029,1137996,29.10
20,522,DENEERS,SM,2400,2400,100.00
20,523,DENORA,EQ,19278,8951,46.43
20,524,DENTALKART,SM,4250,3250,76.47
20,525,DEVYANI,EQ,933725,412832,44.21
20,526,DGCONTENT,EQ,20226,19067,94.27
20,527,DHAMPURSUG,EQ,774898,326057,42.08
20,528,DHANBANK,EQ,9346729,3306858,35.38
20,529,DHANI,EQ,1990489,1109815,55.76
20,530,DHANILOANS,N6,50,50,100.00
20,531,DHANILOANS,N7,293,293,100.00
20,532,DHANILOANS,N8,133,133,100.00
20,533,DHANILOANS,NF,2,2,100.00
20,534,DHANILOANS,NH,12,12,100.00
20,535,DHANILOANS,NO,301,301,100.00
20,536,DHANILOANS,NV,9,9,100.00
20,537,DHANILOANS,NX,310,310,100.00
20,538,DHANILOANS,Y2,200,200,100.00
20,539,DHANILOANS,Y5,140,140,100.00
20,540,DHANUKA,EQ,64759,35853,55.36
20,541,DHARMAJ,EQ,210033,99834,47.53
20,542,DHRUV,EQ,52394,34491,65.83
20,543,DHUNINV,EQ,5620,2844,50.60
20,544,DIAMINESQ,EQ,10926,6407,58.64
20,545,DIAMONDYD,EQ,87535,41038,46.88
20,546,DICIND,EQ,2708,1714,63.29
20,547,DIGIKORE,SM,62400,59200,94.87
20,548,DIGISPICE,EQ,100515,61409,61.09
20,549,DIL,EQ,1656002,1186751,71.66
20,550,DISHTV,EQ,48394222,18831955,38.91
20,551,DIVGIITTS,EQ,18826,10096,53.63
20,552,DIVISLAB,EQ,1386959,321671,23.19
20,553,DIVOPPBEES,EQ,55663,42060,75.56
