Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,02012024,2129454565,0002349
Trade Date <02-JAN-2024>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,554,DIXON,EQ,604541,220174,36.42
20,555,DJML,EQ,8547,5369,62.82
20,556,DKEGL,SM,6000,4500,75.00
20,557,DLF,EQ,2394602,748453,31.26
20,558,DLINKINDIA,EQ,96122,37134,38.63
20,559,DMART,EQ,843252,690879,81.93
20,560,DMCC,EQ,58686,27084,46.15
20,561,DODLA,EQ,71704,23312,32.51
20,562,DOLATALGO,EQ,292260,163867,56.07
20,563,DOLLAR,EQ,235805,103173,43.75
20,564,DOLLEX,SM,100000,88000,88.00
20,565,DOMS,EQ,211794,102260,48.28
20,566,DONEAR,EQ,219348,101878,46.45
20,567,DPABHUSHAN,EQ,48067,26702,55.55
20,568,DPSCLTD,EQ,2278867,1343092,58.94
20,569,DPWIRES,EQ,65799,37892,57.59
20,570,DREAMFOLKS,EQ,266613,100436,37.67
20,571,DREDGECORP,EQ,544482,148425,27.26
20,572,DRL,ST,33000,33000,100.00
20,573,DRONE,SM,35000,22000,62.86
20,574,DRREDDY,EQ,573856,240070,41.83
20,575,DSPBANKETF,EQ,25470,22271,87.44
20,576,DSPGOLDETF,EQ,8982,7095,78.99
20,577,DSPITETF,EQ,23674,10390,43.89
20,578,DSPN50ETF,EQ,1307,1126,86.15
20,579,DSPNEWETF,EQ,61670,41592,67.44
20,580,DSPPSBKETF,EQ,11370,5329,46.87
20,581,DSPPVBKETF,EQ,160235,143538,89.58
20,582,DSPQ50ETF,EQ,2724,1100,40.38
20,583,DSPSENXETF,EQ,563,353,62.70
20,584,DSPSILVETF,EQ,7648,3582,46.84
20,585,DSSL,EQ,58199,31530,54.18
20,586,DTIL,EQ,5185,3647,70.34
20,587,DUCOL,SM,5600,5600,100.00
20,588,DUGLOBAL,SM,42500,40000,94.12
20,589,DVL,EQ,99781,39540,39.63
20,590,DWARKESH,EQ,825291,412795,50.02
20,591,DYCL,EQ,97775,65667,67.16
20,592,DYNAMATECH,EQ,11075,5039,45.50
20,593,DYNAMIC,SM,30000,23000,76.67
20,594,DYNPRO,EQ,19287,9402,48.75
20,595,EASEMYTRIP,EQ,20404935,8115686,39.77
20,596,EBBETF0425,EQ,9506,8930,93.94
20,597,EBBETF0430,EQ,6860,6323,92.17
20,598,EBBETF0431,EQ,13303,13109,98.54
20,599,EBBETF0433,EQ,3029,1904,62.86
20,600,ECLERX,EQ,113297,55710,49.17
20,601,ECLFINANCE,NJ,2974,2974,100.00
20,602,ECLFINANCE,NK,795,786,98.87
20,603,ECLFINANCE,NR,1610,1546,96.02
20,604,ECLFINANCE,NS,381,381,100.00
20,605,EDELWEISS,EQ,3671102,1344945,36.64
20,606,EFACTOR,SM,19200,19200,100.00
20,607,EFORCE,ST,1274400,1222800,95.95
20,608,EGOLD,EQ,789,786,99.62
20,609,EICHERMOT,EQ,1221148,500675,41.00
20,610,EIDPARRY,EQ,411064,256859,62.49
20,611,EIFFL,EQ,45386,31088,68.50
20,612,EIHAHOTELS,EQ,106542,36580,34.33
20,613,EIHOTEL,EQ,6862998,2210820,32.21
20,614,EKC,EQ,676441,289416,42.79
20,615,ELDEHSG,EQ,2949,2112,71.62
20,616,ELECON,EQ,248544,106720,42.94
20,617,ELECTCAST,EQ,1502883,856312,56.98
20,618,ELGIEQUIP,EQ,143968,63952,44.42
20,619,ELIN,EQ,186857,85937,45.99
20,620,EMAMILTD,EQ,997994,459983,46.09
20,621,EMAMIPAP,EQ,108318,73829,68.16
20,622,EMBASSY,RR,1329680,1222852,91.97
20,623,EMIL,EQ,231665,119353,51.52
20,624,EMKAYTOOLS,SM,900,900,100.00
20,625,EMMBI,EQ,41865,23227,55.48
20,626,EMSLIMITED,EQ,371716,192048,51.67
20,627,EMUDHRA,EQ,108112,56775,52.51
20,628,ENDURANCE,EQ,57595,21030,36.51
20,629,ENGINERSIN,EQ,56855386,12187322,21.44
20,630,ENIL,EQ,82898,37416,45.13
20,631,EPIGRAL,EQ,475535,157643,33.15
20,632,EPL,EQ,571739,296779,51.91
20,633,EQUITASBNK,EQ,10205184,5021416,49.20
20,634,ERFLNCDI,N5,188,188,100.00
20,635,ERFLNCDI,N6,20,20,100.00
20,636,ERIS,EQ,256552,134026,52.24
20,637,EROSMEDIA,EQ,709212,404604,57.05
20,638,ESABINDIA,EQ,2194,1135,51.73
20,639,ESAFSFB,EQ,1639119,846319,51.63
20,640,ESCORTS,EQ,378020,156574,41.42
20,641,ESFL,SM,67200,40800,60.71
20,642,ESG,EQ,114383,103101,90.14
20,643,ESILVER,EQ,31084,29557,95.09
20,644,ESSARSHPNG,EQ,694822,403542,58.08
20,645,ESSENTIA,EQ,45699500,26976361,59.03
20,646,ESTER,EQ,455472,236928,52.02
20,647,ETHOSLTD,EQ,44281,19866,44.86
20,648,EUROBOND,SM,8000,6000,75.00
20,649,EUROTEXIND,EQ,7801,4465,57.24
20,650,EVEREADY,EQ,164187,80673,49.13
20,651,EVERESTIND,EQ,15429,7481,48.49
20,652,EXCELINDUS,EQ,32908,15749,47.86
20,653,EXIDEIND,EQ,3175785,941320,29.64
20,654,EXPLEOSOL,EQ,23214,13093,56.40
20,655,EXXARO,EQ,60992,33775,55.38
20,656,FACT,EQ,1829334,362399,19.81
20,657,FAIRCHEMOR,EQ,185438,91034,49.09
20,658,FAZE3Q,EQ,90717,23656,26.08
20,659,FCL,EQ,485711,128436,26.44
20,660,FCSSOFT,EQ,15351551,6823625,44.45
20,661,FDC,EQ,183845,77484,42.15
20,662,FEDERALBNK,EQ,13182359,7443412,56.46
20,663,FEDFINA,EQ,842877,398788,47.31
20,664,FELIX,SM,244000,106000,43.44
20,665,FIBERWEB,EQ,155646,95452,61.33
20,666,FIDEL,SM,4000,4000,100.00
20,667,FIEMIND,EQ,81042,34457,42.52
20,668,FILATEX,EQ,3223798,2683613,83.24
20,669,FINCABLES,EQ,198769,129984,65.39
20,670,FINEORG,EQ,37502,13827,36.87
20,671,FINIETF,EQ,325061,99537,30.62
20,672,FINOPB,EQ,216754,96099,44.34
20,673,FINPIPE,EQ,420254,182687,43.47
20,674,FIVESTAR,EQ,268560,166184,61.88
20,675,FLAIR,EQ,599164,495143,82.64
20,676,FLEXITUFF,EQ,32752,22739,69.43
20,677,FLUOROCHEM,EQ,239730,87238,36.39
20,678,FMCGIETF,EQ,17900,10840,60.56
20,679,FMGOETZE,EQ,85369,40001,46.86
20,680,FMNL,EQ,85698,64780,75.59
20,681,FOCE,SM,1000,1000,100.00
20,682,FOCUS,EQ,103837,43037,41.45
20,683,FOODSIN,EQ,268856,123302,45.86
20,684,FORTIS,EQ,1296066,668026,51.54
20,685,FOSECOIND,EQ,1711,925,54.06
20,686,FROG,SM,53600,42800,79.85
20,687,FSL,EQ,1626019,889240,54.69
20,688,FUSION,EQ,257250,121039,47.05
20,689,GABRIEL,EQ,138405,69891,50.50
20,690,GAEL,EQ,353577,118979,33.65
20,691,GAIL,EQ,40801901,11468682,28.11
20,692,GALAXYSURF,EQ,9629,4193,43.55
20,693,GALLANTT,EQ,510210,250057,49.01
20,694,GANDHAR,EQ,795520,442502,55.62
20,695,GANDHITUBE,EQ,6328,3819,60.35
20,696,GANECOS,EQ,35110,15043,42.85
20,697,GANESHBE,EQ,199564,114465,57.36
20,698,GANESHHOUC,EQ,73874,29830,40.38
20,699,GANGESSECU,EQ,4875,4034,82.75
20,700,GARFIBRES,EQ,12261,7422,60.53
20,701,GATECHDVR,EQ,704066,476246,67.64
20,702,GATEWAY,EQ,751074,385563,51.33
20,703,GEECEE,EQ,37211,19180,51.54
20,704,GENESYS,EQ,124036,50730,40.90
20,705,GENUSPAPER,EQ,486307,206984,42.56
20,706,GENUSPOWER,EQ,755541,440694,58.33
20,707,GEOJITFSL,EQ,879287,306281,34.83
20,708,GEPIL,EQ,627408,152548,24.31
20,709,GESHIP,EQ,406642,150628,37.04
20,710,GFLLIMITED,EQ,151379,84540,55.85
20,711,GHCL,EQ,395374,146466,37.04
20,712,GHCLTEXTIL,EQ,561163,329120,58.65
20,713,GICHSGFIN,EQ,359921,147829,41.07
20,714,GICL,SM,381000,249000,65.35
20,715,GICRE,EQ,661388,196926,29.77
20,716,GILLANDERS,EQ,62969,38866,61.72
20,717,GILLETTE,EQ,109330,103125,94.32
20,718,GILT5YBEES,EQ,300443,263326,87.65
20,719,GINNIFILA,EQ,130851,92743,70.88
20,720,GIPCL,EQ,4243140,1530048,36.06
20,721,GIRIRAJ,ST,2500,2500,100.00
20,722,GLAND,EQ,383355,112245,29.28
20,723,GLAXO,EQ,1002951,506770,50.53
20,724,GLENMARK,EQ,3980406,477701,12.00
20,725,GLFL,EQ,6041,4323,71.56
20,726,GLOBAL,EQ,339837,119040,35.03
20,727,GLOBALPET,SM,12000,9000,75.00
20,728,GLOBALVECT,EQ,73259,44458,60.69
20,729,GLOBUSSPR,EQ,115351,52122,45.19
20,730,GLS,EQ,1648198,477220,28.95
20,731,GMBREW,EQ,80790,38261,47.36
20,732,GMDCLTD,EQ,9875294,2707700,27.42
20,733,GMMPFAUDLR,EQ,161512,79720,49.36
20,734,GMRINFRA,EQ,28625842,7367852,25.74
20,735,GMRP&UI,EQ,6029665,3555500,58.97
20,736,GNA,EQ,145401,69417,47.74
20,737,GNFC,EQ,2244306,548946,24.46
20,738,GOACARBON,EQ,57424,28318,49.31
20,739,GOCLCORP,EQ,24243,10644,43.91
20,740,GOCOLORS,EQ,136031,106303,78.15
20,741,GODFRYPHLP,EQ,174093,57306,32.92
20,742,GODREJAGRO,EQ,328840,122964,37.39
20,743,GODREJCP,EQ,1201742,916942,76.30
20,744,GODREJIND,EQ,2784636,1500342,53.88
20,745,GODREJPROP,EQ,402722,140049,34.78
20,746,GOKEX,EQ,332638,123634,37.17
20,747,GOKUL,EQ,1471555,857623,58.28
20,748,GOKULAGRO,EQ,139736,75350,53.92
20,749,GOLDBEES,EQ,6369905,5047043,79.23
20,750,GOLDETF,EQ,79501,64516,81.15
20,751,GOLDIAM,EQ,342459,185641,54.21
20,752,GOLDIETF,EQ,2685121,2268755,84.49
20,753,GOLDSHARE,EQ,81851,74289,90.76
20,754,GOLDSTAR,ST,135000,123750,91.67
20,755,GOODLUCK,EQ,121989,58793,48.20
20,756,GOYALSALT,SM,30000,27000,90.00
20,757,GPIL,EQ,487957,206129,42.24
20,758,GPPL,EQ,4375827,1724575,39.41
20,759,GRANULES,EQ,3696477,881034,23.83
20,760,GRAPHISAD,SM,153600,126000,82.03
20,761,GRAPHITE,EQ,1191030,281412,23.63
20,762,GRASIM,EQ,796768,508481,63.82
20,763,GRAVITA,EQ,79055,37097,46.93
20,764,GREAVESCOT,EQ,3729198,1710201,45.86
20,765,GREENCHEF,SM,53600,40000,74.63
20,766,GREENLAM,EQ,23680,8696,36.72
20,767,GREENPANEL,EQ,424401,149425,35.21
20,768,GREENPLY,EQ,548833,235668,42.94
20,769,GREENPOWER,EQ,9965321,5640408,56.60
20,770,GRINDWELL,EQ,24818,11834,47.68
20,771,GRINFRA,EQ,261699,123976,47.37
20,772,GRMOVER,EQ,112080,51595,46.03
20,773,GROBTEA,EQ,637,429,67.35
20,774,GRPLTD,EQ,131,98,74.81
20,775,GRSE,EQ,465924,152452,32.72
20,776,GRWRHITECH,EQ,8986,5627,62.62
20,777,GSEC10IETF,EQ,444,422,95.05
20,778,GSEC10YEAR,EQ,2464,1396,56.66
20,779,GSEC5IETF,EQ,3780,2791,73.84
20,780,GSFC,EQ,33329731,4930456,14.79
20,781,GSLSU,EQ,3096883,948098,30.61
20,782,GSPL,EQ,6360561,3139030,49.35
20,783,GSS,EQ,17462,11466,65.66
20,784,GSTL,ST,15000,14000,93.33
20,785,GTL,EQ,16558939,6890695,41.61
20,786,GTLINFRA,EQ,111731496,54292472,48.59
20,787,GTPL,EQ,134481,57015,42.40
20,788,GUFICBIO,EQ,201275,77182,38.35
20,789,GUJALKALI,EQ,871474,200640,23.02
20,790,GUJAPOLLO,EQ,170324,74236,43.59
20,791,GUJGASLTD,EQ,5085625,1788855,35.17
20,792,GULFOILLUB,EQ,136343,56501,41.44
20,793,GULPOLY,EQ,100755,64999,64.51
20,794,GVKPIL,EQ,22318524,14109075,63.22
20,795,HAL,EQ,1047639,425194,40.59
20,796,HAPPSTMNDS,EQ,400253,186830,46.68
20,797,HAPPYFORGE,EQ,234307,129174,55.13
20,798,HARDWYN,EQ,214570,106686,49.72
20,799,HARIOMPIPE,EQ,27080,12132,44.80
20,800,HARSHA,EQ,47306,25566,54.04
20,801,HATHWAY,EQ,19190309,5992463,31.23
20,802,HATSUN,EQ,15115,6807,45.03
20,803,HAVELLS,EQ,732232,292039,39.88
20,804,HBLPOWER,EQ,1916773,769745,40.16
20,805,HCC,EQ,25985336,8707516,33.51
20,806,HCG,EQ,259556,87088,33.55
20,807,HCL-INSYS,EQ,1286875,669015,51.99
20,808,HCLTECH,EQ,1440888,948862,65.85
20,809,HDFCAMC,EQ,374265,177610,47.46
20,810,HDFCBANK,EQ,14621046,8690628,59.44
20,811,HDFCBSE500,EQ,23465,15365,65.48
20,812,HDFCGOLD,EQ,446335,311967,69.90
20,813,HDFCGROWTH,EQ,2018,1487,73.69
20,814,HDFCLIFE,EQ,3005450,1498497,49.86
20,815,HDFCLIQUID,EQ,865,550,63.58
20,816,HDFCLOWVOL,EQ,34103,5128,15.04
20,817,HDFCMID150,EQ,270518,235534,87.07
20,818,HDFCMOMENT,EQ,46401,33708,72.64
20,819,HDFCNEXT50,EQ,8088,5182,64.07
20,820,HDFCNIF100,EQ,35986,20806,57.82
20,821,HDFCNIFBAN,EQ,20781,18550,89.26
20,822,HDFCNIFIT,EQ,7877,4959,62.96
20,823,HDFCNIFTY,EQ,39880,29488,73.94
20,824,HDFCPVTBAN,EQ,5188,4610,88.86
20,825,HDFCQUAL,EQ,3175,2467,77.70
20,826,HDFCSENSEX,EQ,2010,1343,66.82
20,827,HDFCSILVER,EQ,62845,46881,74.60
20,828,HDFCSML250,EQ,162013,116291,71.78
20,829,HDFCVALUE,EQ,5508,3074,55.81
20,830,HEADSUP,EQ,114315,81173,71.01
20,831,HEALTHIETF,EQ,56122,42551,75.82
20,832,HEALTHY,EQ,693756,583774,84.15
20,833,HEG,EQ,308041,105684,34.31
20,834,HEIDELBERG,EQ,150259,70651,47.02
20,835,HEMIPROP,EQ,1473808,548997,37.25
20,836,HERANBA,EQ,213702,89916,42.08
20,837,HERCULES,EQ,61263,29072,47.45
20,838,HERITGFOOD,EQ,599796,323693,53.97
20,839,HEROMOTOCO,EQ,507848,199068,39.20
20,840,HESTERBIO,EQ,17152,8743,50.97
20,841,HEUBACHIND,EQ,492209,205897,41.83
20,842,HEXATRADEX,EQ,6221,3717,59.75
20,843,HFCL,EQ,27995040,6647168,23.74
20,844,HGINFRA,EQ,190894,94619,49.57
20,845,HGS,EQ,18287,9612,52.56
20,846,HIGREEN,SM,96000,72000,75.00
20,847,HIKAL,EQ,444434,162354,36.53
20,848,HIL,EQ,11037,6549,59.34
20,849,HILTON,EQ,436946,169559,38.81
20,850,HIMATSEIDE,EQ,372828,175893,47.18
20,851,HINDALCO,EQ,4975013,1937754,38.95
20,852,HINDCOMPOS,EQ,21849,5298,24.25
20,853,HINDCOPPER,EQ,11463429,3300070,28.79
20,854,HINDMOTORS,EQ,717562,459913,64.09
20,855,HINDOILEXP,EQ,1344809,540902,40.22
20,856,HINDPETRO,EQ,8216368,3032351,36.91
20,857,HINDUNILVR,EQ,1310629,801607,61.16
20,858,HINDWAREAP,EQ,39960,17029,42.62
20,859,HINDZINC,EQ,566897,301301,53.15
20,860,HIRECT,EQ,12333,8605,69.77
20,861,HISARMETAL,EQ,13475,9398,69.74
20,862,HITECH,EQ,3574077,1448956,40.54
20,863,HITECHCORP,EQ,10945,7571,69.17
20,864,HITECHGEAR,EQ,19580,8724,44.56
20,865,HLEGLAS,EQ,58625,30193,51.50
20,866,HLVLTD,EQ,1399359,682825,48.80
20,867,HMAAGRO,EQ,1248946,800940,64.13
20,868,HMVL,EQ,199743,95623,47.87
20,869,HNDFDS,EQ,37854,23644,62.46
20,870,HNGSNGBEES,EQ,73735,60988,82.71
20,871,HOLMARC,SM,24000,21000,87.50
20,872,HOMEFIRST,EQ,280010,85195,30.43
20,873,HOMESFY,SM,4200,3000,71.43
20,874,HONASA,EQ,893359,511274,57.23
20,875,HONAUT,EQ,3823,2178,56.97
20,876,HONDAPOWER,EQ,9069,4184,46.14
20,877,HPAL,EQ,253051,122414,48.38
20,878,HPL,EQ,2273194,817071,35.94
20,879,HSCL,EQ,2097925,1002003,47.76
20,880,HTMEDIA,EQ,5151039,2758986,53.56
20,881,HUBTOWN,EQ,394525,207384,52.57
20,882,HUDCO,EQ,21117216,5218138,24.71
20,883,HUDCO,N2,305,305,100.00
20,884,HUDCO,N5,550,550,100.00
20,885,HUDCO,N8,1445,1345,93.08
20,886,HUDCO,N9,422,422,100.00
20,887,HUDCO,ND,124,124,100.00
20,888,HUDCO,NE,2740,2575,93.98
20,889,HUHTAMAKI,EQ,283988,129171,45.48
20,890,IBREALEST,EQ,7543006,2544551,33.73
20,891,IBUCCREDIT,NO,393,393,100.00
20,892,IBUCCREDIT,NQ,68,68,100.00
20,893,IBULHSG,N4,100,100,100.00
20,894,IBULHSG,NV,27,27,100.00
20,895,IBULHSG,NX,5,5,100.00
20,896,IBULHSG,Y1,50,50,100.00
20,897,IBULHSG,Y5,160,140,87.50
20,898,IBULHSG,YM,840,840,100.00
20,899,IBULHSGFIN,AH,200,110,55.00
20,900,IBULHSGFIN,AN,10,10,100.00
20,901,IBULHSGFIN,AP,25,25,100.00
20,902,IBULHSGFIN,AR,10,10,100.00
20,903,IBULHSGFIN,BC,10,10,100.00
20,904,IBULHSGFIN,BI,8,8,100.00
20,905,IBULHSGFIN,EQ,9259629,3916338,42.29
20,906,IBULHSGFIN,N0,56,56,100.00
20,907,IBULHSGFIN,N9,10,10,100.00
20,908,IBULHSGFIN,NA,389,389,100.00
20,909,IBULHSGFIN,NE,585,585,100.00
20,910,IBULHSGFIN,NN,2,1,50.00
20,911,IBULHSGFIN,NT,31,31,100.00
20,912,IBULHSGFIN,Y5,50,50,100.00
20,913,IBULHSGFIN,Y6,548,473,86.31
20,914,IBULHSGFIN,YP,50,50,100.00
20,915,IBULHSGFIN,YX,10,10,100.00
20,916,IBULHSGFIN,YZ,4,4,100.00
20,917,IBULHSGFIN,Z3,42,42,100.00
20,918,IBULHSGFIN,ZP,36,36,100.00
20,919,IBULHSGFIN,ZU,1,1,100.00
20,920,ICEMAKE,EQ,32846,16059,48.89
20,921,ICICIB22,EQ,2164450,1980836,91.52
20,922,ICICIBANK,EQ,16263825,8987680,55.26
20,923,ICICIGI,EQ,491395,185920,37.84
20,924,ICICIPRULI,EQ,1359923,613520,45.11
20,925,ICIL,EQ,314261,152136,48.41
20,926,ICRA,EQ,744,328,44.09
20,927,IDBI,EQ,6776439,2434562,35.93
20,928,IDEA,EQ,1095516024,202600654,18.49
20,929,IDEAFORGE,EQ,115424,61019,52.87
20,930,IDFC,EQ,5233654,2692039,51.44
20,931,IDFCFIRSTB,EQ,35436796,17006311,47.99
20,932,IDFNIFTYET,EQ,463,208,44.92
20,933,IEX,EQ,22328576,6385797,28.60
20,934,IFBAGRO,EQ,18319,9456,51.62
20,935,IFBIND,EQ,428888,388845,90.66
20,936,IFCI,EQ,21173457,5177779,24.45
20,937,IFCI,NH,183,183,100.00
20,938,IFGLEXPOR,EQ,21370,10611,49.65
20,939,IGARASHI,EQ,160320,50229,31.33
20,940,IGL,EQ,2717197,1219267,44.87
20,941,IGPL,EQ,79562,35611,44.76
20,942,IIFCL,N4,395,295,74.68
20,943,IIFL,EQ,1047716,655863,62.60
20,944,IIFL,N6,152,108,71.05
20,945,IIFL,N7,110,110,100.00
20,946,IIFL,NE,632,632,100.00
20,947,IIFL,NF,1056,806,76.33
20,948,IIFL,NL,104,72,69.23
20,949,IIFL,NM,50,50,100.00
20,950,IIFL,NN,100,100,100.00
20,951,IIFL,NO,256,246,96.09
20,952,IIFL,NP,101,101,100.00
20,953,IIFL,NQ,150,150,100.00
20,954,IIFL,NS,1916,1808,94.36
20,955,IIFL,NT,262,262,100.00
20,956,IIFL,NU,359,359,100.00
20,957,IIFL,NV,1489,1489,100.00
20,958,IIFL,NW,100,100,100.00
20,959,IIFL,NZ,103,103,100.00
20,960,IIFLSAMFIN,N0,78,78,100.00
20,961,IIFLSAMFIN,N1,100,100,100.00
20,962,IIFLSAMFIN,N2,30,30,100.00
20,963,IIFLSAMFIN,N3,80,80,100.00
20,964,IIFLSAMFIN,N4,925,845,91.35
20,965,IIFLSEC,EQ,958364,384034,40.07
20,966,IIHFL,N4,313,313,100.00
20,967,IIHFL,N5,2860,1918,67.06
20,968,IIHFL,N6,170,100,58.82
20,969,IIHFL,N7,233,233,100.00
20,970,IIHFL,N8,325,300,92.31
20,971,IIHFL,NC,243,190,78.19
20,972,IKIO,EQ,1041238,640773,61.54
20,973,IMAGICAA,EQ,2654117,1136374,42.82
20,974,IMC1,N0,51,51,100.00
20,975,IMC1,N1,41,41,100.00
20,976,IMC1,N2,96,96,100.00
20,977,IMC1,N3,41,41,100.00
20,978,IMFA,EQ,127306,46892,36.83
20,979,IMPAL,EQ,3137,1719,54.80
20,980,IMPEXFERRO,EQ,51536,51536,100.00
20,981,INCREDFIN,N2,647,497,76.82
20,982,INCREDFIN,N3,130,130,100.00
20,983,INCREDFIN,N4,40,40,100.00
20,984,INDBANK,EQ,113270,66982,59.13
20,985,INDHOTEL,EQ,2850481,1749050,61.36
20,986,INDIACEM,EQ,4017254,790414,19.68
20,987,INDIAGLYCO,EQ,687364,258286,37.58
20,988,INDIAMART,EQ,140094,63898,45.61
20,989,INDIANB,EQ,3268709,1783540,54.56
20,990,INDIANCARD,EQ,89863,51995,57.86
20,991,INDIANHUME,EQ,63327,31685,50.03
20,992,INDIASHLTR,EQ,529540,293348,55.40
20,993,INDIFRA,ST,4000,4000,100.00
20,994,INDIGO,EQ,439889,252023,57.29
20,995,INDIGOPNTS,EQ,43154,28803,66.74
20,996,INDIGRID,IV,510637,469266,91.90
20,997,INDIGRID,ND,783,783,100.00
20,998,INDIGRID,NH,2,2,100.00
20,999,INDIGRID,NJ,50,50,100.00
20,1000,INDIGRID,NL,139,139,100.00
20,1001,INDNIPPON,EQ,37415,23683,63.30
20,1002,INDOAMIN,EQ,4062846,1026732,25.27
20,1003,INDOBORAX,EQ,201747,102200,50.66
20,1004,INDOCO,EQ,116740,54228,46.45
20,1005,INDORAMA,EQ,295935,132220,44.68
20,1006,INDOTECH,EQ,24876,19316,77.65
20,1007,INDOTHAI,EQ,2039,1253,61.45
20,1008,INDSWFTLAB,EQ,938398,392491,41.83
20,1009,INDTERRAIN,EQ,270463,120681,44.62
20,1010,INDUSINDBK,EQ,1227193,607542,49.51
20,1011,INDUSTOWER,EQ,20581788,4427426,21.51
20,1012,INFIBEAM,EQ,20979030,7580449,36.13
20,1013,INFINIUM,SM,7500,7000,93.33
20,1014,INFOBEAN,EQ,44115,23832,54.02
20,1015,INFOLLION,SM,33600,22400,66.67
20,1016,INFRABEES,EQ,9067,5431,59.90
20,1017,INFRAIETF,EQ,77175,62996,81.63
20,1018,INFY,EQ,5396313,3802441,70.46
20,1019,INGERRAND,EQ,11667,8087,69.32
20,1020,INNOVACAP,EQ,2538466,499731,19.69
20,1021,INNOVANA,SM,1600,1200,75.00
20,1022,INNOVATIVE,SM,609000,483000,79.31
20,1023,INOXGREEN,EQ,7390115,3731965,50.50
20,1024,INOXINDIA,EQ,510793,239105,46.81
20,1025,INOXWIND,EQ,2070821,1140358,55.07
20,1026,INSECTICID,EQ,20642,11358,55.02
20,1027,INSPIRE,SM,78000,72000,92.31
20,1028,INTELLECT,EQ,732411,190550,26.02
20,1029,INTENTECH,EQ,189148,102608,54.25
20,1030,INTLCONV,EQ,596835,300799,50.40
20,1031,INVENTURE,EQ,7433275,3553396,47.80
20,1032,IOB,EQ,18828371,4595135,24.41
20,1033,IOC,EQ,17271309,6409957,37.11
20,1034,IOLCP,EQ,1968044,553840,28.14
20,1035,IONEXCHANG,EQ,202496,113442,56.02
20,1036,IPCALAB,EQ,443895,201869,45.48
20,1037,IPL,EQ,1623829,409747,25.23
20,1038,IRB,EQ,13407529,5586315,41.67
20,1039,IRBINVIT,IV,347839,279323,80.30
20,1040,IRCON,EQ,13412685,4520795,33.71
20,1041,IRCTC,EQ,5242381,1056708,20.16
20,1042,IREDA,EQ,23688907,8982168,37.92
20,1043,IREDA,N1,5,5,100.00
20,1044,IREDA,N3,3,3,100.00
20,1045,IREDA,N5,10,10,100.00
20,1046,IREDA,N6,75,75,100.00
20,1047,IREDA,N7,278,278,100.00
20,1048,IRFC,EQ,70051082,17915364,25.57
20,1049,IRFC,N2,61,61,100.00
20,1050,IRFC,N4,151,104,68.87
20,1051,IRFC,N8,1,1,100.00
20,1052,IRFC,N9,566,366,64.66
20,1053,IRFC,NA,40,40,100.00
20,1054,IRFC,ND,50,50,100.00
20,1055,IRFC,NE,184,102,55.43
20,1056,IRFC,NJ,982,837,85.23
20,1057,IRIS,EQ,82093,40986,49.93
20,1058,IRISDOREME,EQ,173203,74322,42.91
20,1059,IRMENERGY,EQ,300810,136231,45.29
20,1060,ISEC,EQ,191443,119306,62.32
20,1061,ISFT,EQ,12972,7526,58.02
20,1062,ISGEC,EQ,54306,27532,50.70
20,1063,ISHAN,ST,44800,44800,100.00
20,1064,ISMTLTD,EQ,292596,164522,56.23
20,1065,ITBEES,EQ,4272015,3247695,76.02
20,1066,ITC,EQ,10519771,5745283,54.61
20,1067,ITDC,EQ,226968,57094,25.16
20,1068,ITDCEM,EQ,577612,262288,45.41
20,1069,ITETF,EQ,25270,20208,79.97
20,1070,ITI,EQ,5960845,1152603,19.34
20,1071,ITIETF,EQ,304540,227101,74.57
20,1072,IVP,EQ,22840,12278,53.76
20,1073,IVZINGOLD,EQ,23,18,78.26
20,1074,JAGRAN,EQ,217318,118050,54.32
20,1075,JAGSNPHARM,EQ,56492,32364,57.29
20,1076,JAICORPLTD,EQ,1317167,497019,37.73
20,1077,JAIPURKURT,EQ,13808,8378,60.67
20,1078,JALAN,ST,15000,15000,100.00
20,1079,JAMNAAUTO,EQ,2284800,819736,35.88
20,1080,JASH,EQ,6367,4309,67.68
20,1081,JAYAGROGN,EQ,27478,13170,47.93
20,1082,JAYBARMARU,EQ,761970,398297,52.27
20,1083,JAYNECOIND,EQ,568022,358646,63.14
20,1084,JAYSREETEA,EQ,184905,99672,53.90
20,1085,JBCHEPHARM,EQ,246969,93726,37.95
20,1086,JBMA,EQ,741322,205944,27.78
20,1087,JCHAC,EQ,19942,10626,53.28
20,1088,JETFREIGHT,EQ,91169,70707,77.56
20,1089,JFLLIFE,SM,4000,4000,100.00
20,1090,JHS,EQ,293579,179281,61.07
20,1091,JINDALPHOT,EQ,29571,15203,51.41
20,1092,JINDALPOLY,EQ,43172,19987,46.30
20,1093,JINDALSAW,EQ,3006645,1457145,48.46
20,1094,JINDALSTEL,EQ,844656,210296,24.90
20,1095,JINDRILL,EQ,60977,36441,59.76
20,1096,JINDWORLD,EQ,23027,9869,42.86
20,1097,JIOFIN,EQ,9216592,5391179,58.49
20,1098,JISLDVREQS,EQ,35402,27132,76.64
20,1099,JISLJALEQS,EQ,2690080,1217411,45.26
20,1100,JIWANRAM,SM,42000,42000,100.00
20,1101,J&KBANK,EQ,2910411,1181047,40.58
20,1102,JKCEMENT,EQ,96592,35780,37.04
