Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,03022025,1209807881,0002637
Trade Date <03-FEB-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,571,CANBK,EQ,18359971,6747923,36.75
20,572,CANFINHOME,EQ,715089,360546,50.42
20,573,CANTABIL,EQ,395833,154568,39.05
20,574,CAPACITE,EQ,427736,189376,44.27
20,575,CAPINVIT,IV,163976,134287,81.89
20,576,CAPITALSFB,EQ,44127,33695,76.36
20,577,CAPLIPOINT,EQ,183471,49366,26.91
20,578,CAPTRUST,EQ,415938,47244,11.36
20,579,CARBORUNIV,EQ,189491,122357,64.57
20,580,CAREERP,EQ,11790,7626,64.68
20,581,CARERATING,EQ,106413,55480,52.14
20,582,CARRARO,EQ,70245,14307,20.37
20,583,CARTRADE,EQ,747102,202834,27.15
20,584,CARYSIL,EQ,22978,9546,41.54
20,585,CASTROLIND,EQ,1935454,799596,41.31
20,586,CCHHL,EQ,24186,18930,78.27
20,587,CCL,EQ,78266,26686,34.10
20,588,CDSL,EQ,3824554,1620094,42.36
20,589,CEATLTD,EQ,325296,176781,54.34
20,590,CEIGALL,EQ,60362,34751,57.57
20,591,CELEBRITY,EQ,20067,12791,63.74
20,592,CELLECOR,SM,261000,171000,65.52
20,593,CELLO,EQ,580617,508320,87.55
20,594,CELLPOINT,SM,3600,3600,100.00
20,595,CENTENKA,EQ,13000,7505,57.73
20,596,CENTEXT,EQ,64357,50781,78.91
20,597,CENTRALBK,EQ,3051241,1135595,37.22
20,598,CENTRUM,EQ,259328,175687,67.75
20,599,CENTUM,EQ,18939,10548,55.69
20,600,CENTURYPLY,EQ,516299,276264,53.51
20,601,CERA,EQ,13059,5981,45.80
20,602,CESC,EQ,5326976,2245776,42.16
20,603,CEWATER,EQ,125618,34433,27.41
20,604,CGCL,EQ,255576,56731,22.20
20,605,CGPOWER,EQ,4695680,2326378,49.54
20,606,CGRAPHICS,SM,9600,7200,75.00
20,607,CHALET,EQ,1755614,706362,40.23
20,608,CHAMBLFERT,EQ,979805,230614,23.54
20,609,CHAVDA,SM,29000,14000,48.28
20,610,CHEMBOND,EQ,3034,1394,45.95
20,611,CHEMCON,EQ,19150,10262,53.59
20,612,CHEMFAB,EQ,5962,3648,61.19
20,613,CHEMPLASTS,EQ,43039,17152,39.85
20,614,CHENNPETRO,EQ,440056,193345,43.94
20,615,CHETANA,SM,20800,14400,69.23
20,616,CHEVIOT,EQ,1276,937,73.43
20,617,CHOICEIN,EQ,297707,60717,20.39
20,618,CHOLAFIN,EQ,3201674,1255676,39.22
20,619,CHOLAHLDNG,EQ,515939,400066,77.54
20,620,CIEINDIA,EQ,149384,76812,51.42
20,621,CIGNITITEC,EQ,334986,181813,54.27
20,622,CINEVISTA,EQ,25337,11957,47.19
20,623,CIPLA,EQ,1757831,1013341,57.65
20,624,CLEAN,EQ,157317,71930,45.72
20,625,CLEDUCATE,EQ,157978,58400,36.97
20,626,CLOUD,SZ,115000,94000,81.74
20,627,CLSEL,EQ,51379,23210,45.17
20,628,CLSL,SM,6000,4000,66.67
20,629,CMNL,SM,1500,1500,100.00
20,630,CMSINFO,EQ,311011,183051,58.86
20,631,COALINDIA,EQ,7689700,3445325,44.80
20,632,COASTCORP,EQ,19394,10669,55.01
20,633,COCHINSHIP,EQ,592688,253702,42.81
20,634,COFORGE,EQ,411553,166077,40.35
20,635,COLPAL,EQ,842245,391667,46.50
20,636,COMMITTED,ST,28800,28800,100.00
20,637,COMMOIETF,EQ,94851,39433,41.57
20,638,COMPUSOFT,EQ,35005,19847,56.70
20,639,CONCOR,EQ,1159961,440662,37.99
20,640,CONCORDBIO,EQ,30183,9357,31.00
20,641,CONFIPET,EQ,247872,92682,37.39
20,642,CONS,EQ,5780,4377,75.73
20,643,CONSOFINVT,EQ,6662,3100,46.53
20,644,CONSUMBEES,EQ,878922,663672,75.51
20,645,CONSUMER,EQ,437516,373121,85.28
20,646,CONSUMIETF,EQ,123444,84403,68.37
20,647,CONTI,ST,3333,3333,100.00
20,648,CONTROLPR,EQ,4058,2251,55.47
20,649,COOLCAPS,ST,2000,2000,100.00
20,650,CORALFINAC,EQ,15271,10505,68.79
20,651,CORDSCABLE,EQ,16556,9858,59.54
20,652,COROMANDEL,EQ,501819,239476,47.72
20,653,COSMOFIRST,EQ,56291,30345,53.91
20,654,COUNCODOS,EQ,107776,85788,79.60
20,655,CPS,ST,1800,1800,100.00
20,656,CPSEETF,EQ,5348391,2929723,54.78
20,657,CRAFTSMAN,EQ,76336,60813,79.66
20,658,CRAYONS,SM,7000,7000,100.00
20,659,CREATIVE,EQ,7372,4361,59.16
20,660,CREATIVEYE,EQ,15971,7412,46.41
20,661,CREDITACC,EQ,851487,271302,31.86
20,662,CREST,EQ,11538,5662,49.07
20,663,CRISIL,EQ,40316,22263,55.22
20,664,CROMPTON,EQ,2251906,1005372,44.65
20,665,CROWN,EQ,13132,7415,56.47
20,666,CSBBANK,EQ,59860,27569,46.06
20,667,CSLFINANCE,EQ,22394,15799,70.55
20,668,CTE,EQ,30525,18569,60.83
20,669,CUB,EQ,5167077,1870007,36.19
20,670,CUMMINSIND,EQ,1133967,647738,57.12
20,671,CUPID,EQ,868724,335046,38.57
20,672,CYBERMEDIA,EQ,4963,3413,68.77
20,673,CYBERTECH,EQ,64065,30813,48.10
20,674,CYIENT,EQ,579606,256556,44.26
20,675,CYIENTDLM,EQ,158856,84623,53.27
20,676,DABUR,EQ,3792769,1697365,44.75
20,677,DALBHARAT,EQ,214516,79993,37.29
20,678,DALMIASUG,EQ,45800,21600,47.16
20,679,DAMCAPITAL,EQ,1369396,405127,29.58
20,680,DAMODARIND,EQ,5170,3285,63.54
20,681,DANGEE,EQ,80159,48696,60.75
20,682,DANISH,SM,52200,28200,54.02
20,683,DATAMATICS,EQ,107589,58604,54.47
20,684,DATAPATTNS,EQ,189417,61649,32.55
20,685,DAVANGERE,EQ,1334521,621716,46.59
20,686,DBCORP,EQ,130716,80737,61.77
20,687,DBEIL,EQ,57427,28740,50.05
20,688,DBL,EQ,217441,107046,49.23
20,689,DBOL,EQ,131947,73329,55.57
20,690,DBREALTY,EQ,1226822,571855,46.61
20,691,DBSTOCKBRO,EQ,10737,2432,22.65
20,692,DCAL,EQ,349084,159844,45.79
20,693,DCBBANK,EQ,360797,186644,51.73
20,694,DCG,SM,22800,19200,84.21
20,695,DCI,EQ,7755,4065,52.42
20,696,DCM,EQ,26109,9201,35.24
20,697,DCMNVL,EQ,12749,10552,82.77
20,698,DCMSHRIRAM,EQ,67237,22854,33.99
20,699,DCMSRIND,EQ,59535,32357,54.35
20,700,DCW,EQ,988151,490921,49.68
20,701,DCXINDIA,EQ,324614,151294,46.61
20,702,DDEVPLSTIK,EQ,65695,38539,58.66
20,703,DECCANCE,EQ,6385,3507,54.93
20,704,DECCANTRAN,ST,9600,9600,100.00
20,705,DEEDEV,EQ,89422,59399,66.43
20,706,DEEM,SM,3000,2000,66.67
20,707,DEEPAKFERT,EQ,603744,278741,46.17
20,708,DEEPAKNTR,EQ,223017,38392,17.21
20,709,DEEPINDS,EQ,243609,100454,41.24
20,710,DELAPLEX,SM,7800,6600,84.62
20,711,DELHIVERY,EQ,1042101,241151,23.14
20,712,DELTACORP,EQ,957186,362589,37.88
20,713,DELTAMAGNT,EQ,9531,3194,33.51
20,714,DELTIC,SM,15000,10000,66.67
20,715,DEN,EQ,520838,215985,41.47
20,716,DENEERS,ST,600,600,100.00
20,717,DENORA,EQ,18522,10747,58.02
20,718,DENTALKART,SM,10250,6000,58.54
20,719,DEVIT,EQ,205339,50313,24.50
20,720,DEVYANI,EQ,11767536,3404252,28.93
20,721,DHAMPURSUG,EQ,128822,54541,42.34
20,722,DHANI,EQ,2399735,1061556,44.24
20,723,DHANLAXMI,ST,14000,10000,71.43
20,724,DHANUKA,EQ,88889,18314,20.60
20,725,DHARIWAL,SM,1200,1200,100.00
20,726,DHARMAJ,EQ,84458,41742,49.42
20,727,DHRUV,EQ,32623,27015,82.81
20,728,DHUNINV,EQ,505,302,59.80
20,729,DIAMINESQ,EQ,1691,674,39.86
20,730,DIAMONDYD,EQ,100109,43856,43.81
20,731,DICIND,EQ,1115,769,68.97
20,732,DIFFNKG,EQ,70632,51296,72.62
20,733,DIGIDRIVE,EQ,21972,11502,52.35
20,734,DIGIKORE,ST,5600,4600,82.14
20,735,DIGISPICE,EQ,34849,21908,62.87
20,736,DISHTV,EQ,11144388,7091008,63.63
20,737,DIVGIITTS,EQ,72625,54324,74.80
20,738,DIVISLAB,EQ,1299208,312526,24.06
20,739,DIVOPPBEES,EQ,61011,49170,80.59
20,740,DIXON,EQ,331167,104426,31.53
20,741,DLF,EQ,3009915,1384517,46.00
20,742,DLINKINDIA,EQ,118182,67085,56.76
20,743,DMART,EQ,1842880,822972,44.66
20,744,DNAMEDIA,EQ,194839,150144,77.06
20,745,DODLA,EQ,55130,22192,40.25
20,746,DOLATALGO,EQ,212746,83340,39.17
20,747,DOLLAR,EQ,33654,17272,51.32
20,748,DOLLEX,SM,16000,16000,100.00
20,749,DOLPHIN,EQ,14911,11729,78.66
20,750,DOMS,EQ,78710,36302,46.12
20,751,DONEAR,EQ,55510,22556,40.63
20,752,DPABHUSHAN,EQ,38782,20614,53.15
20,753,DPEL,ST,37500,34500,92.00
20,754,DPSCLTD,EQ,121584,95269,78.36
20,755,DPWIRES,EQ,24158,12635,52.30
20,756,DRCSYSTEMS,EQ,54983,28486,51.81
20,757,DREAMFOLKS,EQ,125317,62756,50.08
20,758,DREDGECORP,EQ,30605,17862,58.36
20,759,DRL,SM,18000,18000,100.00
20,760,DRONE,ST,5500,5500,100.00
20,761,DRREDDY,EQ,1407877,906861,64.41
20,762,DSSL,EQ,43838,22490,51.30
20,763,DTIL,EQ,2289,1491,65.14
20,764,DTL,SM,2400,2400,100.00
20,765,DUCOL,SM,9600,8800,91.67
20,766,DUCON,EQ,335348,206125,61.47
20,767,DURLAX,SM,16000,10000,62.50
20,768,DVL,EQ,10449,5479,52.44
20,769,DWARKESH,EQ,396986,174553,43.97
20,770,DYCL,EQ,99157,56552,57.03
20,771,DYNAMATECH,EQ,8201,3344,40.78
20,772,DYNAMIC,ST,4500,4500,100.00
20,773,DYNPRO,EQ,17082,11384,66.64
20,774,EASEMYTRIP,EQ,20207668,6352128,31.43
20,775,EBANKNIFTY,EQ,419,241,57.52
20,776,EBBETF0425,EQ,34540,32379,93.74
20,777,EBBETF0430,EQ,8887,8646,97.29
20,778,EBBETF0431,EQ,1980,1836,92.73
20,779,EBBETF0433,EQ,3479,2748,78.99
20,780,ECAPINSURE,EQ,33554,31220,93.04
20,781,ECLERX,EQ,118912,82287,69.20
20,782,ECOSMOBLTY,EQ,75815,38372,50.61
20,783,EDELWEISS,EQ,1500393,706492,47.09
20,784,EFACTOR,ST,1600,1600,100.00
20,785,EFFWA,ST,26800,26000,97.01
20,786,EFORCE,SM,22800,14400,63.16
20,787,EGOLD,EQ,23887,20195,84.54
20,788,EICHERMOT,EQ,1330533,529422,39.79
20,789,EIDPARRY,EQ,251387,102367,40.72
20,790,EIEL,EQ,1736775,364734,21.00
20,791,EIFFL,EQ,16487,10750,65.20
20,792,EIHAHOTELS,EQ,49259,15359,31.18
20,793,EIHOTEL,EQ,478369,150675,31.50
20,794,EIMCOELECO,EQ,11407,7341,64.36
20,795,EKC,EQ,812027,332686,40.97
20,796,ELDEHSG,EQ,498,394,79.12
20,797,ELECON,EQ,1308849,639741,48.88
20,798,ELECTCAST,EQ,1615608,727979,45.06
20,799,ELGIEQUIP,EQ,849531,100698,11.85
20,800,ELIN,EQ,95705,50063,52.31
20,801,EMAIN,ST,46000,44000,95.65
20,802,EMAMILTD,EQ,839755,487212,58.02
20,803,EMAMIPAP,EQ,14351,6981,48.64
20,804,EMBASSY,RR,304265,281543,92.53
20,805,EMBDL,EQ,4067920,1411080,34.69
20,806,EMCURE,EQ,80249,50145,62.49
20,807,EMIL,EQ,2842401,2332953,82.08
20,808,EMKAYTOOLS,SM,900,900,100.00
20,809,EMMBI,EQ,43751,19427,44.40
20,810,EMMIL,ST,15000,14750,98.33
20,811,EMSLIMITED,EQ,299251,85753,28.66
20,812,EMUDHRA,EQ,239249,105900,44.26
20,813,EMULTIMQ,EQ,66414,60884,91.67
20,814,ENDURANCE,EQ,93457,73768,78.93
20,815,ENFUSE,ST,3600,3600,100.00
20,816,ENGINERSIN,EQ,3437509,835198,24.30
20,817,ENIL,EQ,13774,6656,48.32
20,818,ENSER,ST,4000,4000,100.00
20,819,ENTERO,EQ,112858,69223,61.34
20,820,ENVIRO,SM,24000,12000,50.00
20,821,EPACK,EQ,780162,317878,40.75
20,822,EPIGRAL,EQ,53846,19903,36.96
20,823,EPL,EQ,647347,219101,33.85
20,824,EQUAL50ADD,EQ,40794,38882,95.31
20,825,EQUITASBNK,EQ,5306801,2624171,49.45
20,826,ERIS,EQ,162992,131076,80.42
20,827,ESABINDIA,EQ,2130,951,44.65
20,828,ESAFSFB,EQ,650689,366760,56.36
20,829,ESCONET,ST,20400,20400,100.00
20,830,ESCORTS,EQ,269358,125827,46.71
20,831,ESFL,SM,77400,48960,63.26
20,832,ESG,EQ,2943,1452,49.34
20,833,ESILVER,EQ,47173,46429,98.42
20,834,ESPRIT,ST,16000,14400,90.00
20,835,ESSENTIA,EQ,2438480,1493292,61.24
20,836,ESTER,EQ,70325,47662,67.77
20,837,ETHOSLTD,EQ,31883,12810,40.18
20,838,ETML,SM,4800,3600,75.00
20,839,EUREKAFORB,EQ,335771,292328,87.06
20,840,EUROBOND,SM,14000,10000,71.43
20,841,EVEREADY,EQ,34598,18097,52.31
20,842,EVINDIA,EQ,257676,215029,83.45
20,843,EXCELINDUS,EQ,13189,6255,47.43
20,844,EXCELLENT,SM,3200,1600,50.00
20,845,EXICOM,EQ,289260,150430,52.01
20,846,EXIDEIND,EQ,4584030,1704471,37.18
20,847,EXPLEOSOL,EQ,11686,8298,71.01
20,848,EXXARO,EQ,456033,238398,52.28
20,849,FACT,EQ,236804,52791,22.29
20,850,FAIRCHEMOR,EQ,8392,3602,42.92
20,851,FAZE3Q,EQ,6169,3695,59.90
20,852,FCL,EQ,165111,55765,33.77
20,853,FCSSOFT,EQ,1649549,805387,48.82
20,854,FDC,EQ,53884,26882,49.89
20,855,FEDERALBNK,EQ,3886494,1509490,38.84
20,856,FEDFINA,EQ,260044,124627,47.93
20,857,FELIX,ST,25500,25000,98.04
20,858,FIBERWEB,EQ,46788,22986,49.13
20,859,FICRF3GP,MF,1000,1000,100.00
20,860,FIDEL,ST,5000,5000,100.00
20,861,FIEMIND,EQ,29154,12986,44.54
20,862,FILATEX,EQ,1455262,642924,44.18
20,863,FINCABLES,EQ,108717,50867,46.79
20,864,FINEORG,EQ,21183,7106,33.55
20,865,FINIETF,EQ,241870,119171,49.27
20,866,FINOPB,EQ,59464,27456,46.17
20,867,FINPIPE,EQ,391575,148718,37.98
20,868,FIRSTCRY,EQ,899733,700225,77.83
20,869,FIVESTAR,EQ,488537,203291,41.61
20,870,FLAIR,EQ,48132,27067,56.23
20,871,FLUOROCHEM,EQ,135012,65168,48.27
20,872,FMCGIETF,EQ,2619912,2121554,80.98
20,873,FMGOETZE,EQ,29459,18224,61.86
20,874,FOCUS,EQ,77545,48514,62.56
20,875,FONEBOX,SM,21000,20000,95.24
20,876,FOODSIN,EQ,50891,24302,47.75
20,877,FORCAS,ST,20800,20800,100.00
20,878,FORCEMOT,EQ,16803,8273,49.24
20,879,FORGEAUTO,SM,19200,10800,56.25
20,880,FORTIS,EQ,1137364,553221,48.64
20,881,FOSECOIND,EQ,1408,561,39.84
20,882,FRESHARA,ST,24000,24000,100.00
20,883,FROG,SM,118400,67200,56.76
20,884,FSL,EQ,3433987,1795572,52.29
20,885,FUSION,EQ,125397,64974,51.81
20,886,GABRIEL,EQ,2079730,371161,17.85
20,887,GAEL,EQ,508651,179149,35.22
20,888,GAIL,EQ,17456702,8826706,50.56
20,889,GAJANAND,ST,15000,12000,80.00
20,890,GALAPREC,EQ,35028,14167,40.44
20,891,GALAXYSURF,EQ,7026,3078,43.81
20,892,GALLANTT,EQ,11061,7079,64.00
20,893,GANDHAR,EQ,95926,51387,53.57
20,894,GANDHITUBE,EQ,2196,1204,54.83
20,895,GANECOS,EQ,212925,55872,26.24
20,896,GANESHBE,EQ,45333,22586,49.82
20,897,GANESHHOUC,EQ,164761,87816,53.30
20,898,GANESHIN,SM,33600,25600,76.19
20,899,GANGAFORGE,EQ,84964,66061,77.75
20,900,GANGESSECU,EQ,5987,2587,43.21
20,901,GARFIBRES,EQ,36472,15195,41.66
20,902,GARUDA,EQ,625976,173699,27.75
20,903,GATEWAY,EQ,516167,261662,50.69
20,904,GEECEE,EQ,7707,4684,60.78
20,905,GEEKAYWIRE,EQ,47923,21655,45.19
20,906,GENCON,EQ,39919,25013,62.66
20,907,GENESYS,EQ,474125,212271,44.77
20,908,GENSOL,EQ,58312,28448,48.79
20,909,GENUSPAPER,EQ,127220,78229,61.49
20,910,GENUSPOWER,EQ,1322812,740237,55.96
20,911,GEOJITFSL,EQ,459996,237361,51.60
20,912,GEPIL,EQ,133719,79322,59.32
20,913,GESHIP,EQ,556864,287003,51.54
20,914,GFLLIMITED,EQ,38823,21855,56.29
20,915,GGBL,ST,24300,21600,88.89
20,916,GHCL,EQ,513553,183256,35.68
20,917,GHCLTEXTIL,EQ,699711,201400,28.78
20,918,GICHSGFIN,EQ,89472,45703,51.08
20,919,GICL,ST,39000,39000,100.00
20,920,GICRE,EQ,2541231,996012,39.19
20,921,GILLETTE,EQ,27704,12229,44.14
20,922,GILT5YBEES,EQ,228806,187263,81.84
20,923,GINNIFILA,EQ,12133,4221,34.79
20,924,GIPCL,EQ,305933,137890,45.07
20,925,GKWLIMITED,EQ,859,428,49.83
20,926,GLAND,EQ,100734,45939,45.60
20,927,GLAXO,EQ,109517,62980,57.51
20,928,GLENMARK,EQ,370593,185805,50.14
20,929,GLOBAL,EQ,69237,42171,60.91
20,930,GLOBALPET,SM,10500,6000,57.14
20,931,GLOBE,EQ,1558640,858587,55.09
20,932,GLOBUSSPR,EQ,315152,98462,31.24
20,933,GLOSTERLTD,EQ,389,244,62.72
20,934,GMBREW,EQ,391463,68200,17.42
20,935,GMDCLTD,EQ,843875,272960,32.35
20,936,GMMPFAUDLR,EQ,56940,33222,58.35
20,937,GMRAIRPORT,EQ,12042878,4436501,36.84
20,938,GMRP&UI,EQ,1758689,972504,55.30
20,939,GNA,EQ,78102,49464,63.33
20,940,GNFC,EQ,405750,95326,23.49
20,941,GOACARBON,EQ,15907,8153,51.25
20,942,GOCLCORP,EQ,15653,8794,56.18
20,943,GOCOLORS,EQ,283666,275348,97.07
20,944,GODAVARIB,EQ,137628,96288,69.96
20,945,GODFRYPHLP,EQ,345434,54509,15.78
20,946,GODIGIT,EQ,410920,123492,30.05
20,947,GODREJAGRO,EQ,164421,69437,42.23
20,948,GODREJCP,EQ,1300237,644895,49.60
20,949,GODREJIND,EQ,155292,93903,60.47
20,950,GODREJPROP,EQ,596145,296850,49.79
20,951,GOKEX,EQ,212241,82826,39.02
20,952,GOKULAGRO,EQ,67707,41762,61.68
20,953,GOLD1,EQ,1366910,1233382,90.23
20,954,GOLDBEES,EQ,13682573,9110588,66.59
20,955,GOLDCASE,EQ,1795498,1556383,86.68
20,956,GOLDETF,EQ,753547,610979,81.08
20,957,GOLDETFADD,EQ,64737,58917,91.01
20,958,GOLDIAM,EQ,1736632,414335,23.86
20,959,GOLDIETF,EQ,3895200,3427840,88.00
20,960,GOLDSHARE,EQ,1196122,1104193,92.31
20,961,GOLDSTAR,SM,1125000,1113750,99.00
20,962,GOODLUCK,EQ,60832,27183,44.69
20,963,GOPAL,EQ,56246,24003,42.68
20,964,GOYALALUM,EQ,73862,53485,72.41
20,965,GOYALSALT,SM,15000,13800,92.00
20,966,GPECO,ST,37200,34800,93.55
20,967,GPIL,EQ,951528,428867,45.07
20,968,GPPL,EQ,702547,293172,41.73
20,969,GPTHEALTH,EQ,41053,19289,46.99
20,970,GPTINFRA,EQ,103454,41924,40.52
20,971,GRANULES,EQ,829459,371388,44.77
20,972,GRAPHISAD,ST,4800,4800,100.00
20,973,GRAPHITE,EQ,201632,66322,32.89
20,974,GRASIM,EQ,427217,181042,42.38
20,975,GRAVITA,EQ,225505,103897,46.07
20,976,GREAVESCOT,EQ,11362810,2181073,19.19
20,977,GREENCHEF,SM,3200,1600,50.00
20,978,GREENLAM,EQ,80108,10388,12.97
20,979,GREENPANEL,EQ,520669,176270,33.85
20,980,GREENPLY,EQ,130010,62721,48.24
20,981,GREENPOWER,EQ,2943365,1437667,48.84
20,982,GRETEX,ST,3000,1500,50.00
20,983,GRINDWELL,EQ,11905,5189,43.59
20,984,GRINFRA,EQ,101171,29633,29.29
20,985,GRMOVER,EQ,537654,100420,18.68
20,986,GROBTEA,EQ,195,100,51.28
20,987,GROWWDEFNC,EQ,377199,282155,74.80
20,988,GROWWEV,EQ,757428,676228,89.28
20,989,GROWWGOLD,EQ,166239,91889,55.28
20,990,GROWWLIQID,EQ,73539,40840,55.54
20,991,GRPLTD,EQ,1103,895,81.14
20,992,GRSE,EQ,983607,198601,20.19
20,993,GRWRHITECH,EQ,134156,65425,48.77
20,994,GSEC10YEAR,EQ,2218,2181,98.33
20,995,GSEC5IETF,EQ,504,361,71.63
20,996,GSFC,EQ,770606,258089,33.49
20,997,GSLSU,EQ,42033,18297,43.53
20,998,GSPL,EQ,854895,426267,49.86
20,999,GSS,EQ,42063,27660,65.76
20,1000,GSTL,ST,4000,4000,100.00
20,1001,GTL,EQ,452527,195477,43.20
20,1002,GTLINFRA,EQ,29941932,12980266,43.35
20,1003,GTPL,EQ,13160,8353,63.47
20,1004,GUFICBIO,EQ,31968,12205,38.18
20,1005,GUJALKALI,EQ,16228,4551,28.04
20,1006,GUJAPOLLO,EQ,9103,6029,66.23
20,1007,GUJGASLTD,EQ,829890,131652,15.86
20,1008,GULFOILLUB,EQ,43222,22445,51.93
20,1009,GULFPETRO,EQ,102791,64123,62.38
20,1010,GULPOLY,EQ,1219545,360702,29.58
20,1011,GVPTECH,EQ,106987,73282,68.50
20,1012,GVT&D,EQ,515863,423040,82.01
20,1013,HAL,EQ,3692250,1445900,39.16
20,1014,HAPPSTMNDS,EQ,1162748,226018,19.44
20,1015,HAPPYFORGE,EQ,12131,4673,38.52
20,1016,HARIOMPIPE,EQ,54682,29416,53.79
20,1017,HARRMALAYA,EQ,12120,6131,50.59
20,1018,HARSHA,EQ,16162,8735,54.05
20,1019,HATHWAY,EQ,2729556,1191683,43.66
20,1020,HATSUN,EQ,548444,86708,15.81
20,1021,HAVELLS,EQ,1872505,679113,36.27
20,1022,HAVISHA,EQ,27945,22839,81.73
20,1023,HBLENGINE,EQ,1556821,338193,21.72
20,1024,HBSL,EQ,4444,1846,41.54
20,1025,HCC,EQ,15731502,5609784,35.66
20,1026,HCG,EQ,1234784,312718,25.33
20,1027,HCL-INSYS,EQ,164575,92337,56.11
20,1028,HCLTECH,EQ,2659929,1972069,74.14
20,1029,HDFCAMC,EQ,407937,234008,57.36
20,1030,HDFCBANK,EQ,10138270,7893988,77.86
20,1031,HDFCBSE500,EQ,11930,8694,72.88
20,1032,HDFCGOLD,EQ,3682165,2762620,75.03
20,1033,HDFCGROWTH,EQ,2437,1769,72.59
20,1034,HDFCLIFE,EQ,3293387,1734535,52.67
20,1035,HDFCLIQUID,EQ,3390,2368,69.85
20,1036,HDFCLOWVOL,EQ,40142,11846,29.51
20,1037,HDFCMID150,EQ,234196,154461,65.95
20,1038,HDFCMOMENT,EQ,181741,89489,49.24
20,1039,HDFCNEXT50,EQ,258107,206623,80.05
20,1040,HDFCNIF100,EQ,74926,67834,90.53
20,1041,HDFCNIFBAN,EQ,228250,206819,90.61
20,1042,HDFCNIFIT,EQ,7776,4514,58.05
20,1043,HDFCNIFTY,EQ,240789,169514,70.40
20,1044,HDFCPSUBK,EQ,20257,18067,89.19
20,1045,HDFCPVTBAN,EQ,80695,47337,58.66
20,1046,HDFCQUAL,EQ,5992,4277,71.38
20,1047,HDFCSENSEX,EQ,21850,18501,84.67
20,1048,HDFCSILVER,EQ,188731,143674,76.13
20,1049,HDFCSML250,EQ,632333,431529,68.24
20,1050,HDFCVALUE,EQ,18424,14124,76.66
20,1051,HEADSUP,EQ,49643,33934,68.36
20,1052,HEALTHADD,EQ,1700,1010,59.41
20,1053,HEALTHIETF,EQ,146987,77427,52.68
20,1054,HEALTHY,EQ,202063,117825,58.31
20,1055,HEG,EQ,720390,313748,43.55
20,1056,HEIDELBERG,EQ,143136,63483,44.35
20,1057,HEMIPROP,EQ,363047,198851,54.77
20,1058,HERANBA,EQ,29910,17711,59.21
20,1059,HERITGFOOD,EQ,331730,152249,45.90
20,1060,HEROMOTOCO,EQ,846135,375423,44.37
20,1061,HESTERBIO,EQ,2984,2226,74.60
20,1062,HEUBACHIND,EQ,18730,14444,77.12
20,1063,HEXATRADEX,EQ,16498,5077,30.77
20,1064,HFCL,EQ,15059349,2964528,19.69
20,1065,HGINFRA,EQ,89760,43558,48.53
20,1066,HGS,EQ,7094,4233,59.67
20,1067,HIGREEN,ST,4000,4000,100.00
20,1068,HIKAL,EQ,182868,75481,41.28
20,1069,HIL,EQ,10218,6107,59.77
20,1070,HILTON,EQ,33190,21176,63.80
20,1071,HIMATSEIDE,EQ,596480,225569,37.82
20,1072,HINDALCO,EQ,8169543,4243397,51.94
20,1073,HINDCOMPOS,EQ,5411,2912,53.82
20,1074,HINDCOPPER,EQ,3505306,1043016,29.76
20,1075,HINDMOTORS,EQ,563640,230830,40.95
20,1076,HINDOILEXP,EQ,402923,240814,59.77
20,1077,HINDPETRO,EQ,26282943,14510723,55.21
20,1078,HINDUNILVR,EQ,2528480,1330784,52.63
20,1079,HINDWAREAP,EQ,38915,21991,56.51
20,1080,HINDZINC,EQ,1149990,618957,53.82
20,1081,HIRECT,EQ,17150,9038,52.70
20,1082,HISARMETAL,EQ,9759,5885,60.30
20,1083,HITECH,EQ,462577,287559,62.16
20,1084,HITECHCORP,EQ,3477,2603,74.86
20,1085,HLEGLAS,EQ,28853,13935,48.30
20,1086,HLVLTD,EQ,1240123,719091,57.99
20,1087,HMAAGRO,EQ,208404,92588,44.43
20,1088,HMVL,EQ,502969,179659,35.72
20,1089,HNDFDS,EQ,276746,110494,39.93
20,1090,HNGSNGBEES,EQ,251667,137874,54.78
20,1091,HOACFOODS,ST,1500,1500,100.00
20,1092,HOMEFIRST,EQ,308280,183642,59.57
20,1093,HOMESFY,SM,14100,13800,97.87
20,1094,HONASA,EQ,390161,151574,38.85
20,1095,HONAUT,EQ,9414,2727,28.97
20,1096,HONDAPOWER,EQ,1879,976,51.94
20,1097,HOVS,EQ,11116,6672,60.02
20,1098,HPAL,EQ,65928,35017,53.11
20,1099,HPIL,EQ,1370,907,66.20
20,1100,HPL,EQ,131361,62759,47.78
20,1101,HRHNEXT,ST,9000,9000,100.00
20,1102,HSCL,EQ,405053,154864,38.23
20,1103,HTMEDIA,EQ,369363,201382,54.52
20,1104,HUBTOWN,EQ,124291,90793,73.05
20,1105,HUDCO,EQ,44753735,11090300,24.78
20,1106,HUHTAMAKI,EQ,34873,17289,49.58
20,1107,HVAX,ST,3900,3900,100.00
20,1108,HYUNDAI,EQ,3536130,2825843,79.91
20,1109,IBLFL,ST,4000,4000,100.00
20,1110,ICEMAKE,EQ,26363,10472,39.72
20,1111,ICICIB22,EQ,501323,315280,62.89
20,1112,ICICIBANK,EQ,6176831,3759034,60.86
