Security Wise Delivery Position - Compulsory Rolling Settlement
10,MTO,03022025,1209807881,0002637
Trade Date <03-FEB-2025>,Settlement Type <N>
Record Type,Sr No,Name of Security,Quantity Traded,Deliverable Quantity(gross across client level),% of Deliverable Quantity to Traded Quantity
20,45,364D150525,TB,100,100,100.00
20,46,364D200225,TB,1000,1000,100.00
20,47,364D231025,TB,100,100,100.00
20,48,364D270225,TB,400,400,100.00
20,49,364D270325,TB,3000,3000,100.00
20,50,364D280825,TB,100,100,100.00
20,51,3IINFOLTD,EQ,484521,192512,39.73
20,52,3MINDIA,EQ,4451,2750,61.78
20,53,574GS2026,GS,1,1,100.00
20,54,5PAISA,EQ,19221,7765,40.40
20,55,610GS2031,GS,2,1,50.00
20,56,63MOONS,EQ,122187,70371,57.59
20,57,654GS2032,GS,12742,12302,96.55
20,58,664GS2027,GS,100,100,100.00
20,59,667GS2035,GS,51,40,78.43
20,60,667GS2050,GS,1,1,100.00
20,61,675GS2029,GS,200,200,100.00
20,62,676GS2061,GS,91,91,100.00
20,63,679GS2034,GS,200,200,100.00
20,64,68GS2060,GS,3,3,100.00
20,65,695GS2061,GS,724,724,100.00
20,66,699GS2051,GS,3,3,100.00
20,67,702GS2027,GS,251,250,99.60
20,68,702GS2031,GS,99,99,100.00
20,69,704GS2029,GS,1693,1693,100.00
20,70,706GS2028,GS,500,500,100.00
20,71,709GS2054,GS,4160,4160,100.00
20,72,709GS2074,GS,200,200,100.00
20,73,710GS2029,GS,37400,37400,100.00
20,74,717GS2030,GS,800,601,75.13
20,75,718GS2037,GS,54699,54199,99.09
20,76,719HUDCO28,N7,500,500,100.00
20,77,725GS2063,GS,13274,12275,92.47
20,78,729IRFC26,NN,60,60,100.00
20,79,729NHAI26,NC,6,6,100.00
20,80,732GS2030,GS,25,25,100.00
20,81,733GS2026,GS,2052,2052,100.00
20,82,734GS2064,GS,3844,3844,100.00
20,83,736GS2052,GS,401,401,100.00
20,84,736NTPC25D,NB,1,1,100.00
20,85,737GS2028,GS,100,100,100.00
20,86,738GS2027,GS,75325,64447,85.56
20,87,739ML26,SG,100,100,100.00
20,88,73GS2053,GS,11101,11101,100.00
20,89,741GS2036,GS,27573,26573,96.37
20,90,743REC35,NH,91,91,100.00
20,91,744AP33,SG,1000,1000,100.00
20,92,746GS2073,GS,315,300,95.24
20,93,74GS2062,GS,524,459,87.60
20,94,750IRFC35,NK,6,6,100.00
20,95,751HUDCO28,N5,538,538,100.00
20,96,753IRFC30,NJ,1,1,100.00
20,97,754GS2036,GS,399792,381709,95.48
20,98,762NTPC35F,ND,8,8,100.00
20,99,764HUDCO31,N8,1,1,100.00
20,100,764NABAR31,N2,262,254,96.95
20,101,769HUDCO31,N9,1059,1059,100.00
20,102,769NHAI31,NE,1,1,100.00
20,103,76NHAI31,NA,1830,1830,100.00
20,104,772GS2049,GS,1601,1101,68.77
20,105,774IREDA31,N7,400,400,100.00
20,106,797IGT31,NL,5,5,100.00
20,107,79NHIT35,N1,1422,545,38.33
20,108,79NHIT40,N2,121,121,100.00
20,109,79NHIT47,N3,101,101,100.00
20,110,805ABFL28,N2,47,27,57.45
20,111,810IRFC27,N2,555,550,99.10
20,112,812REC27,NI,500,500,100.00
20,113,81ABFL33,N5,5,5,100.00
20,114,81TCHF28,N8,218,208,95.41
20,115,820IIFL27,N9,183,183,100.00
20,116,824GS2027,GS,501,501,100.00
20,117,82HUDCO27,N2,2405,1786,74.26
20,118,82IGT31,NJ,191,150,78.53
20,119,830NHAI27,N2,2950,2950,100.00
20,120,830PFCL27,N5,25,25,100.00
20,121,833GS2026,GS,1345,1345,100.00
20,122,840CIFCL28,N4,10,5,50.00
20,123,840IRFC29,N8,300,300,100.00
20,124,842IIFL26,NL,173,173,100.00
20,125,843IHFL29,NC,139,139,100.00
20,126,849NTPC25,N7,57902,55828,96.42
20,127,84TCHF28,NA,433,433,100.00
20,128,85IFL26,NX,5,5,100.00
20,129,865IFL28,NZ,536,435,81.16
20,130,865IHFL27,N1,60,60,100.00
20,131,865IIFL28,NS,25,25,100.00
20,132,865IRFC29,NA,1,1,100.00
20,133,865LTF26,NN,597,597,100.00
20,134,865TCAPS27,N8,10,9,90.00
20,135,871REC28,N9,1252,832,66.45
20,136,875IIFL26,NM,50,50,100.00
20,137,875NHAI29,N6,91,51,56.04
20,138,875SFL27,ZF,357,357,100.00
20,139,876HUDCO28,ND,225,185,82.22
20,140,879NHPC28,N5,525,525,100.00
20,141,885MOFSL26,N0,155,155,100.00
20,142,888REC29,NF,165,165,100.00
20,143,888SCL25E,N4,75,75,100.00
20,144,889SCFL27,YC,10,10,100.00
20,145,890SFIL23A,NZ,37,37,100.00
20,146,891IIFCL34,N4,360,360,100.00
20,147,891NTPC33,N6,77,77,100.00
20,148,892PFCL33,N8,23,23,100.00
20,149,893NHB29,N6,205,155,75.61
20,150,894SCL25,Z3,10,10,100.00
20,151,897MOFSL29,N4,100,100,100.00
20,152,898LTF29,N7,358,287,80.17
20,153,901HUDCO34,NE,155,145,93.55
20,154,901NHB34,N6,120,99,82.50
20,155,905LTF27,NF,95,95,100.00
20,156,905SC24B,Z9,15,15,100.00
20,157,910TCAP28,NA,400,300,75.00
20,158,915SCL26,NE,524,524,100.00
20,159,916SCL25,ZW,43,43,100.00
20,160,91D030425,TB,100,100,100.00
20,161,91D060325,TB,12000,11700,97.50
20,162,91D200325,TB,500,500,100.00
20,163,91D240425,TB,300,100,33.33
20,164,91D280325,TB,200,200,100.00
20,165,925AEL26,N1,98,49,50.00
20,166,925ERFL28,N6,80,80,100.00
20,167,925IHFL25D,N6,20,20,100.00
20,168,925SCL27,YR,350,350,100.00
20,169,92GS2030,GS,473,451,95.35
20,170,92SFIL28,ND,11,11,100.00
20,171,930SFL28,YP,33,30,90.91
20,172,931SFL26,Z5,34,34,100.00
20,173,935TSI30,N0,5,5,100.00
20,174,935TSI34,N0,3,3,100.00
20,175,935TSIIC33,N0,3,3,100.00
20,176,93MOFSL34,N6,32,16,50.00
20,177,943ECL28,NJ,633,524,82.78
20,178,94SFL28,YL,189,189,100.00
20,179,956AEL29,N6,140,140,100.00
20,180,957ICCL25,YW,48,35,72.92
20,181,957ISFL26,N2,30,30,100.00
20,182,957NIDO26,N5,30,30,100.00
20,183,960IIFLS26,N9,500,300,60.00
20,184,960ISFL25,N1,40,40,100.00
20,185,965AEL27,N4,1,1,100.00
20,186,965SCL25,AG,20,20,100.00
20,187,965SCL25C,N0,2,2,100.00
20,188,965SCL26,YO,10,10,100.00
20,189,965SCL26F,N1,6,6,100.00
20,190,96IIFL28,N5,1745,1245,71.35
20,191,96IIFL28A,NF,1107,1107,100.00
20,192,970CAGL28,ND,136,96,70.59
20,193,975SCL29,N0,1,1,100.00
20,194,97MOFSL34,N7,95,95,100.00
20,195,97SFL28,YS,40,35,87.50
20,196,97SFL29,YZ,51,50,98.04
20,197,985ECL28,NK,975,965,98.97
20,198,985IIFL22,NC,277,277,100.00
20,199,98SFIL26,NU,1,1,100.00
20,200,99AEL29,N7,80,80,100.00
20,201,9ICCL23A,N0,305,215,70.49
20,202,9IIFL28,Y0,137,137,100.00
20,203,9IIFL28A,NT,103,103,100.00
20,204,9MMFSML,N2,455,255,56.04
20,205,9SCL26BA,NA,312,312,100.00
20,206,AAATECH,EQ,11054,6533,59.10
20,207,AADHARHFC,EQ,219384,69545,31.70
20,208,AAKASH,EQ,169237,134082,79.23
20,209,AAREYDRUGS,EQ,4037,2322,57.52
20,210,AARON,EQ,5379,1686,31.34
20,211,AARTIDRUGS,EQ,191748,77062,40.19
20,212,AARTIIND,EQ,6114774,1208774,19.77
20,213,AARTIPHARM,EQ,477162,266913,55.94
20,214,AARTISURF,EQ,9059,5693,62.84
20,215,AARVI,EQ,7135,4462,62.54
20,216,AATMAJ,SM,6000,6000,100.00
20,217,AAVAS,EQ,275112,158933,57.77
20,218,ABAN,EQ,87075,54492,62.58
20,219,ABB,EQ,1444875,747332,51.72
20,220,ABBOTINDIA,EQ,8122,2953,36.36
20,221,ABCAPITAL,EQ,7683639,1404661,18.28
20,222,ABCOTS,ST,11500,8500,73.91
20,223,ABDL,EQ,527420,234150,44.40
20,224,ABFRL,EQ,3010930,681152,22.62
20,225,ABGSEC,EQ,1069,499,46.68
20,226,ABHAPOWER,ST,17600,16000,90.91
20,227,ABINFRA,EQ,112912,12311,10.90
20,228,ABREL,EQ,142926,46050,32.22
20,229,ABSLAMC,EQ,312662,140699,45.00
20,230,ABSLBANETF,EQ,212297,192787,90.81
20,231,ABSLLIQUID,EQ,955,676,70.79
20,232,ABSLNN50ET,EQ,22526,15197,67.46
20,233,ABSLPSE,EQ,1344988,994527,73.94
20,234,ABSMARINE,ST,18000,15000,83.33
20,235,ACC,EQ,220895,64325,29.12
20,236,ACCELYA,EQ,19567,12275,62.73
20,237,ACCENTMIC,SM,14000,7000,50.00
20,238,ACCURACY,EQ,239836,203689,84.93
20,239,ACE,EQ,95283,33745,35.42
20,240,ACEINTEG,EQ,6355,4635,72.93
20,241,ACI,EQ,488166,183226,37.53
20,242,ACL,EQ,56295,38190,67.84
20,243,ACLGATI,EQ,210256,110602,52.60
20,244,ACMESOLAR,EQ,841562,335072,39.82
20,245,ADANIENSOL,EQ,861101,214571,24.92
20,246,ADANIENT,EQ,824942,177092,21.47
20,247,ADANIGREEN,EQ,1672435,446954,26.72
20,248,ADANIPORTS,EQ,3961203,1628782,41.12
20,249,ADANIPOWER,EQ,2953544,777526,26.33
20,250,ADFFOODS,EQ,94485,38114,40.34
20,251,ADL,EQ,3613,910,25.19
20,252,ADORWELD,EQ,17236,12774,74.11
20,253,ADSL,EQ,5288169,861485,16.29
20,254,ADVANIHOTR,EQ,58849,22196,37.72
20,255,ADVENZYMES,EQ,171382,94559,55.17
20,256,AEGISLOG,EQ,692226,84923,12.27
20,257,AEROFLEX,EQ,1359083,488602,35.95
20,258,AERON,SM,20000,16000,80.00
20,259,AESTHETIK,SM,28000,26000,92.86
20,260,AETHER,EQ,28552,12756,44.68
20,261,AFCONS,EQ,2127928,1146723,53.89
20,262,AFFLE,EQ,153562,73276,47.72
20,263,AFFORDABLE,EQ,12564,7349,58.49
20,264,AFIL,EQ,157933,94294,59.71
20,265,AGARIND,EQ,24112,14473,60.02
20,266,AGARWALFT,SM,9000,6000,66.67
20,267,AGARWALTUF,SM,31200,15600,50.00
20,268,AGI,EQ,192947,102678,53.22
20,269,AGIIL,EQ,7846,4519,57.60
20,270,AGNI,SM,2500,2500,100.00
20,271,AGRITECH,EQ,22204,11293,50.86
20,272,AGROPHOS,EQ,110395,47237,42.79
20,273,AHIMSA,ST,3000,3000,100.00
20,274,AHLADA,EQ,18624,13457,72.26
20,275,AHLEAST,EQ,33733,26734,79.25
20,276,AHLUCONT,EQ,83810,26488,31.60
20,277,AIAENG,EQ,13093,8018,61.24
20,278,AIIL,EQ,40713,23844,58.57
20,279,AILIMITED,ST,3000,3000,100.00
20,280,AIMTRON,SM,32000,26800,83.75
20,281,AIRAN,EQ,86956,36453,41.92
20,282,AIROLAM,EQ,17470,8382,47.98
20,283,AIRTELPP,E1,1195543,1129577,94.48
20,284,AISL,SM,3000,3000,100.00
20,285,AJANTPHARM,EQ,408790,76630,18.75
20,286,AJMERA,EQ,43504,20118,46.24
20,287,AJOONI,EQ,556406,400725,72.02
20,288,AKANKSHA,ST,11000,10000,90.91
20,289,AKASH,EQ,6015,3018,50.17
20,290,AKG,EQ,27168,16039,59.04
20,291,AKIKO,SM,28800,20800,72.22
20,292,AKSHARCHEM,EQ,12156,7831,64.42
20,293,AKUMS,EQ,62761,27702,44.14
20,294,AKZOINDIA,EQ,9138,5500,60.19
20,295,ALANKIT,EQ,291717,141649,48.56
20,296,ALBERTDAVD,EQ,3954,2497,63.15
20,297,ALEMBICLTD,EQ,384131,156794,40.82
20,298,ALICON,EQ,4905,2026,41.30
20,299,ALIVUS,EQ,266553,221902,83.25
20,300,ALKALI,EQ,3202,1244,38.85
20,301,ALKEM,EQ,97298,33803,34.74
20,302,ALKYLAMINE,EQ,67537,21285,31.52
20,303,ALLCARGO,EQ,1379581,777317,56.34
20,304,ALLDIGI,EQ,13475,6679,49.57
20,305,ALLETEC,ST,24400,20400,83.61
20,306,ALOKINDS,EQ,4092463,1564969,38.24
20,307,ALPA,EQ,22853,11091,48.53
20,308,ALPEXSOLAR,SM,46400,31600,68.10
20,309,ALPHA,EQ,2544651,1911190,75.11
20,310,ALPHAETF,EQ,908447,825593,90.88
20,311,ALPHAGEO,EQ,5487,2696,49.13
20,312,ALPL30IETF,EQ,2325460,2246099,96.59
20,313,ALUWIND,SM,28500,24000,84.21
20,314,AMBANIORGO,ST,1000,1000,100.00
20,315,AMBER,EQ,796800,98958,12.42
20,316,AMBEY,SM,2000,2000,100.00
20,317,AMBICAAGAR,EQ,21907,10967,50.06
20,318,AMBIKCO,EQ,12965,6271,48.37
20,319,AMBUJACEM,EQ,4400205,2072965,47.11
20,320,AMDIND,EQ,8466,5868,69.31
20,321,AMEYA,SM,2000,2000,100.00
20,322,AMIABLE,SM,3200,1600,50.00
20,323,AMIORG,EQ,340531,108927,31.99
20,324,AMJLAND,EQ,40272,27143,67.40
20,325,AMNPLST,EQ,30951,12069,38.99
20,326,AMRUTANJAN,EQ,15957,7467,46.79
20,327,ANANDRATHI,EQ,49841,27850,55.88
20,328,ANANTRAJ,EQ,4118191,1488869,36.15
20,329,ANDHRAPAP,EQ,128359,46927,36.56
20,330,ANDHRSUGAR,EQ,57157,22753,39.81
20,331,ANGELONE,EQ,1129582,257679,22.81
20,332,ANIKINDS,EQ,6873,4693,68.28
20,333,ANLON,SM,4000,3600,90.00
20,334,ANMOL,EQ,24262,16167,66.64
20,335,ANNAPURNA,SM,39500,27750,70.25
20,336,ANTGRAPHIC,EQ,226202,148247,65.54
20,337,ANUHPHR,EQ,22768,18682,82.05
20,338,ANUP,EQ,70050,30569,43.64
20,339,ANURAS,EQ,86417,29353,33.97
20,340,ANYA,SM,800000,520000,65.00
20,341,APARINDS,EQ,182551,96262,52.73
20,342,APCL,EQ,5959,4094,68.70
20,343,APCOTEXIND,EQ,23367,10042,42.98
20,344,APEX,EQ,153331,58025,37.84
20,345,APEXECO,SM,115200,68800,59.72
20,346,APLAPOLLO,EQ,514600,269547,52.38
20,347,APLLTD,EQ,324473,119801,36.92
20,348,APOLLO,EQ,5598745,2187085,39.06
20,349,APOLLOHOSP,EQ,250589,128502,51.28
20,350,APOLLOPIPE,EQ,20788,10354,49.81
20,351,APOLLOTYRE,EQ,1118063,393925,35.23
20,352,APOLSINHOT,EQ,526,397,75.48
20,353,APRAMEYA,ST,6000,6000,100.00
20,354,APS,SM,146500,77750,53.07
20,355,APTECHT,EQ,66225,28914,43.66
20,356,APTUS,EQ,384655,225907,58.73
20,357,ARABIAN,SM,2000,2000,100.00
20,358,ARCHIDPLY,EQ,10875,3223,29.64
20,359,ARCHIES,EQ,10971,7538,68.71
20,360,ARE&M,EQ,806142,261821,32.48
20,361,ARHAM,SM,3000,3000,100.00
20,362,ARIHANTACA,ST,2400,2400,100.00
20,363,ARIHANTCAP,EQ,335836,161343,48.04
20,364,ARIHANTSUP,EQ,428553,137605,32.11
20,365,ARISTO,ST,1600,1600,100.00
20,366,ARKADE,EQ,613044,159643,26.04
20,367,ARMANFIN,EQ,21213,11197,52.78
20,368,AROGRANITE,EQ,28977,18565,64.07
20,369,ARROWGREEN,EQ,13013,7142,54.88
20,370,ARTEMISMED,EQ,92760,44647,48.13
20,371,ARVEE,EQ,1603,680,42.42
20,372,ARVIND,EQ,598696,255981,42.76
20,373,ARVINDFASN,EQ,280945,186511,66.39
20,374,ARVSMART,EQ,63025,29884,47.42
20,375,ASAHIINDIA,EQ,139161,28931,20.79
20,376,ASAHISONG,EQ,7459,6126,82.13
20,377,ASAL,EQ,21560,12028,55.79
20,378,ASALCBR,EQ,190254,83343,43.81
20,379,ASHALOG,ST,6000,6000,100.00
20,380,ASHAPURMIN,EQ,297259,156574,52.67
20,381,ASHIANA,EQ,76392,30184,39.51
20,382,ASHIMASYN,EQ,131537,80174,60.95
20,383,ASHOKA,EQ,2479149,847149,34.17
20,384,ASHOKAMET,EQ,30558,20996,68.71
20,385,ASHOKLEY,EQ,10645813,5635375,52.94
20,386,ASIANENE,EQ,45905,20911,45.55
20,387,ASIANPAINT,EQ,1070392,490594,45.83
20,388,ASIANTILES,EQ,285277,142431,49.93
20,389,ASKAUTOLTD,EQ,73354,34308,46.77
20,390,ASMS,EQ,338780,183347,54.12
20,391,ASPINWALL,EQ,6322,3252,51.44
20,392,ASTEC,EQ,6949,2949,42.44
20,393,ASTERDM,EQ,1046248,318204,30.41
20,394,ASTRAL,EQ,335501,164038,48.89
20,395,ASTRAMICRO,EQ,203878,117807,57.78
20,396,ASTRAZEN,EQ,19326,4271,22.10
20,397,ASTRON,EQ,25703,17478,68.00
20,398,ATAM,EQ,12315,7662,62.22
20,399,ATFL,EQ,39437,24992,63.37
20,400,ATGL,EQ,467426,133400,28.54
20,401,ATL,EQ,138944,79554,57.26
20,402,ATMASTCO,ST,38800,38800,100.00
20,403,ATUL,EQ,22239,8744,39.32
20,404,ATULAUTO,EQ,32614,11249,34.49
20,405,AUBANK,EQ,1844807,833070,45.16
20,406,AURDIS,ST,6250,5625,90.00
20,407,AURIONPRO,EQ,41373,23719,57.33
20,408,AUROIMPEX,SM,3200,3200,100.00
20,409,AUROPHARMA,EQ,619536,260548,42.06
20,410,AURUM,EQ,19032,8510,44.71
20,411,AURUMPP1,E1,887,832,93.80
20,412,AUSL,SM,126000,124000,98.41
20,413,AUTOAXLES,EQ,4295,2779,64.70
20,414,AUTOBEES,EQ,239858,119767,49.93
20,415,AUTOIETF,EQ,493488,166907,33.82
20,416,AUTOIND,EQ,35608,24031,67.49
20,417,AVADHSUGAR,EQ,46098,23977,52.01
20,418,AVALON,EQ,820343,253860,30.95
20,419,AVANTEL,EQ,343989,172530,50.16
20,420,AVANTIFEED,EQ,788827,248443,31.50
20,421,AVIANSH,ST,4000,2000,50.00
20,422,AVL,EQ,549583,339882,61.84
20,423,AVPINFRA,ST,16800,16800,100.00
20,424,AVTNPL,EQ,37564,20233,53.86
20,425,AWFIS,EQ,100579,52338,52.04
20,426,AWHCL,EQ,107484,28864,26.85
20,427,AWL,EQ,1017274,480380,47.22
20,428,AXISBANK,EQ,7124605,4923830,69.11
20,429,AXISBNKETF,EQ,212,200,94.34
20,430,AXISBPSETF,EQ,122062,109512,89.72
20,431,AXISCETF,EQ,17741,8769,49.43
20,432,AXISGOLD,EQ,306008,215568,70.45
20,433,AXISHCETF,EQ,3426,2387,69.67
20,434,AXISILVER,EQ,62526,47083,75.30
20,435,AXISNIFTY,EQ,6297,5102,81.02
20,436,AXISTECETF,EQ,567,426,75.13
20,437,AXITA,EQ,2772887,584402,21.08
20,438,AXSENSEX,EQ,558,307,55.02
20,439,AYMSYNTEX,EQ,64554,32940,51.03
20,440,AZAD,EQ,163713,50165,30.64
20,441,BAHETI,SM,21375,20250,94.74
20,442,BAIDFIN,EQ,1580218,650603,41.17
20,443,BAJAJ-AUTO,EQ,667412,417555,62.56
20,444,BAJAJCON,EQ,529264,383346,72.43
20,445,BAJAJELEC,EQ,45785,12885,28.14
20,446,BAJAJFINSV,EQ,2918355,1129055,38.69
20,447,BAJAJHCARE,EQ,659019,157469,23.89
20,448,BAJAJHFL,EQ,7281515,2779000,38.17
20,449,BAJAJHIND,EQ,3432683,1459169,42.51
20,450,BAJAJHLDNG,EQ,100514,19098,19.00
20,451,BAJEL,EQ,151051,63463,42.01
20,452,BAJFINANCE,EQ,4336926,2731187,62.98
20,453,BALAJEE,EQ,78195,43169,55.21
20,454,BALAMINES,EQ,126560,25407,20.08
20,455,BALAXI,EQ,19287,14258,73.93
20,456,BALCO,ST,2400,1200,50.00
20,457,BALKRISHNA,EQ,27444,9719,35.41
20,458,BALKRISIND,EQ,72927,24071,33.01
20,459,BALMLAWRIE,EQ,229935,112576,48.96
20,460,BALPHARMA,EQ,11929,3090,25.90
20,461,BALRAMCHIN,EQ,367417,133732,36.40
20,462,BALUFORGE,EQ,499094,89535,17.94
20,463,BANARISUG,EQ,854,587,68.74
20,464,BANCOINDIA,EQ,179504,99548,55.46
20,465,BANDHANBNK,EQ,8873799,2959045,33.35
20,466,BANKA,EQ,6914,3505,50.69
20,467,BANKBARODA,EQ,13272380,5438273,40.97
20,468,BANKBEES,EQ,466239,245500,52.66
20,469,BANKBETF,EQ,1799277,1797892,99.92
20,470,BANKETF,EQ,2487,2287,91.96
20,471,BANKETFADD,EQ,3858,3522,91.29
20,472,BANKIETF,EQ,338056,225081,66.58
20,473,BANKINDIA,EQ,13485224,5421252,40.20
20,474,BANKNIFTY1,EQ,119052,109975,92.38
20,475,BANKPSU,EQ,2056,2038,99.12
20,476,BANSALWIRE,EQ,74509,35683,47.89
20,477,BANSWRAS,EQ,12501,6794,54.35
20,478,BARBEQUE,EQ,562205,289305,51.46
20,479,BARFLEX,SM,100000,60000,60.00
20,480,BASF,EQ,68493,34202,49.94
20,481,BASILIC,ST,9300,7800,83.87
20,482,BASML,EQ,24010,13413,55.86
20,483,BATAINDIA,EQ,998808,325979,32.64
20,484,BAWEJA,SM,4000,4000,100.00
20,485,BAYERCROP,EQ,14253,5628,39.49
20,486,BBETF0432,EQ,2049,2029,99.02
20,487,BBL,EQ,46482,27758,59.72
20,488,BBNPNBETF,EQ,311,311,100.00
20,489,BBNPPGOLD,EQ,1844,1793,97.23
20,490,BBOX,EQ,218728,140169,64.08
20,491,BBTC,EQ,92386,13534,14.65
20,492,BBTCL,EQ,1119,488,43.61
20,493,BCLIND,EQ,504895,249571,49.43
20,494,BCONCEPTS,EQ,8705,4247,48.79
20,495,BDL,EQ,2985292,1024383,34.31
20,496,BEACON,SM,26000,24000,92.31
20,497,BEARDSELL,EQ,45823,18324,39.99
20,498,BECTORFOOD,EQ,263239,180282,68.49
20,499,BEDMUTHA,EQ,7218,6877,95.28
20,500,BEL,EQ,41786023,15162080,36.29
20,501,BEML,EQ,247528,79043,31.93
20,502,BEPL,EQ,502886,238201,47.37
20,503,BERGEPAINT,EQ,1769700,770851,43.56
20,504,BESTAGRO,EQ,23509,11715,49.83
20,505,BETA,SM,12600,7100,56.35
20,506,BEWLTD,ST,7500,7500,100.00
20,507,BFINVEST,EQ,9824,4650,47.33
20,508,BFSI,EQ,200144,123508,61.71
20,509,BFUTILITIE,EQ,20262,12925,63.79
20,510,BHAGCHEM,EQ,240319,162021,67.42
20,511,BHAGERIA,EQ,1133281,187461,16.54
20,512,BHAGYANGR,EQ,47565,18032,37.91
20,513,BHANDARI,EQ,362606,219186,60.45
20,514,BHARATFORG,EQ,1589240,806206,50.73
20,515,BHARATGEAR,EQ,13669,7656,56.01
20,516,BHARATRAS,EQ,1569,667,42.51
20,517,BHARATWIRE,EQ,46374,25096,54.12
20,518,BHARTIARTL,EQ,4146970,2623899,63.27
20,519,BHARTIHEXA,EQ,513761,404744,78.78
20,520,BHEL,EQ,23794278,7587378,31.89
20,521,BIGBLOC,EQ,173030,94117,54.39
20,522,BIKAJI,EQ,283352,87302,30.81
20,523,BIKEWO,SM,10000,6000,60.00
20,524,BINANIIND,EQ,11183,6079,54.36
20,525,BIOCON,EQ,1613162,387693,24.03
20,526,BIOFILCHEM,EQ,10822,6267,57.91
20,527,BIRDYS,SM,2400,2400,100.00
20,528,BIRET,RR,363267,349496,96.21
20,529,BIRLACABLE,EQ,14399,7452,51.75
20,530,BIRLACORPN,EQ,120797,66465,55.02
20,531,BLACKBUCK,EQ,82672,51049,61.75
20,532,BLAL,EQ,29536,18938,64.12
20,533,BLBLIMITED,EQ,669331,509753,76.16
20,534,BLISSGVS,EQ,285808,119283,41.74
20,535,BLKASHYAP,EQ,429557,263314,61.30
20,536,BLS,EQ,940928,217676,23.13
20,537,BLSE,EQ,143730,71595,49.81
20,538,BLUEDART,EQ,17134,8868,51.76
20,539,BLUEJET,EQ,826363,467189,56.54
20,540,BLUEPEBBLE,SM,1200,800,66.67
20,541,BLUESTARCO,EQ,1353584,370410,27.37
20,542,BMETRICS,SM,5600,4800,85.71
20,543,BODALCHEM,EQ,133282,62454,46.86
20,544,BOMDYEING,EQ,753435,270809,35.94
20,545,BOROLTD,EQ,60628,29558,48.75
20,546,BOROSCI,EQ,50570,29852,59.03
20,547,BOSCHLTD,EQ,24413,11242,46.05
20,548,BPCL,EQ,21517136,11926847,55.43
20,549,BPL,EQ,123839,65102,52.57
20,550,BRACEPORT,ST,4800,4800,100.00
20,551,BRIGADE,EQ,850571,213580,25.11
20,552,BRIGHT,SZ,51000,48000,94.12
20,553,BRITANNIA,EQ,517520,259152,50.08
20,554,BRNL,EQ,33372,19013,56.97
20,555,BSE,EQ,1122494,314760,28.04
20,556,BSE500IETF,EQ,72900,47657,65.37
20,557,BSHSL,EQ,152493,62175,40.77
20,558,BSL,EQ,7831,4455,56.89
20,559,BSLGOLDETF,EQ,277738,263354,94.82
20,560,BSLNIFTY,EQ,504938,297168,58.85
20,561,BSLSENETFG,EQ,8893,7952,89.42
20,562,BSOFT,EQ,757861,232196,30.64
20,563,BUTTERFLY,EQ,6972,3774,54.13
20,564,BVCL,EQ,65396,39310,60.11
20,565,C2C,SM,81000,53400,65.93
20,566,CADSYS,ST,1000,1000,100.00
20,567,CAMLINFINE,EQ,690800,255341,36.96
20,568,CAMPUS,EQ,1083382,267864,24.72
20,569,CAMS,EQ,646917,319179,49.34
20,570,CANARYS,SM,80000,60000,75.00
